Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
156,75,4.85E+01,3.72E+01,283.371,4.81E+01,246.737,1.58E+01
159,75,4.61E+01,3.44E+01,270.301,4.58E+01,305.116,1.67E+01
162,75,4.55E+01,2.88E+01,249.476,4.54E+01,286.236,2.12E+01
165,75,4.44E+01,3.40E+01,293.821,4.39E+01,235.795,1.16E+01
168,75,4.73E+01,3.54E+01,336.521,4.70E+01,344.09,2.98E+01
171,75,5.23E+01,3.98E+01,61.771,5.21E+01,37.862,2.06E+01
174,75,5.48E+01,4.14E+01,103.262,5.46E+01,112.235,2.97E+01
177,75,5.22E+01,3.72E+01,188.365,5.21E+01,171.782,2.60E+01
180,75,5.30E+01,4.12E+01,236.999,5.27E+01,236.999,4.00E+01
0,78,1.09E+02,9.53E+01,93.258,1.09E+02,273.258,4.00E+01
3,78,1.04E+02,9.01E+01,81.827,1.04E+02,262.072,4.00E+01
6,78,9.40E+01,8.04E+01,328.323,9.38E+01,147.539,4.00E+01
9,78,9.07E+01,7.72E+01,262.634,9.05E+01,83.419,4.00E+01
12,78,8.81E+01,7.45E+01,134.376,8.79E+01,314.002,4.00E+01
15,78,7.95E+01,6.63E+01,30.701,7.92E+01,209.705,4.00E+01
18,78,8.11E+01,6.74E+01,292.896,8.09E+01,114.266,4.00E+01
21,78,7.82E+01,6.44E+01,150.757,7.80E+01,328.771,4.00E+01
24,78,7.01E+01,5.75E+01,56.034,6.99E+01,236.311,4.00E+01
27,78,7.46E+01,6.07E+01,301.77,7.44E+01,123.192,4.00E+01
30,78,7.13E+01,5.73E+01,154.968,7.11E+01,329.729,3.49E+01
33,78,6.45E+01,5.21E+01,70.417,6.42E+01,254.672,3.53E+01
36,78,7.00E+01,5.57E+01,301.3,6.99E+01,121.626,4.00E+01
39,78,6.57E+01,5.15E+01,155.283,6.55E+01,323.98,2.85E+01
42,78,6.23E+01,4.93E+01,76.103,6.21E+01,262.788,3.19E+01
45,78,6.70E+01,5.21E+01,296.816,6.69E+01,113.938,4.00E+01
48,78,6.01E+01,4.65E+01,165.021,5.99E+01,325.285,2.32E+01
51,78,6.24E+01,4.80E+01,77.86,6.22E+01,263.645,3.45E+01
54,78,6.41E+01,4.83E+01,293.561,6.40E+01,103.875,3.13E+01
57,78,5.47E+01,4.33E+01,186.653,5.44E+01,353.901,2.48E+01
60,78,6.28E+01,4.68E+01,74.765,6.27E+01,254.504,4.00E+01
63,78,6.02E+01,4.43E+01,299.328,6.01E+01,97.449,2.45E+01
66,78,5.79E+01,4.34E+01,205.79,5.78E+01,33.328,3.23E+01
69,78,6.20E+01,4.44E+01,75.258,6.19E+01,243.754,3.16E+01
72,78,5.42E+01,4.14E+01,325.394,5.39E+01,130.917,2.51E+01
75,78,6.11E+01,4.28E+01,213.154,6.10E+01,32.704,4.00E+01
78,78,5.71E+01,4.08E+01,93.351,5.70E+01,246.857,2.34E+01
81,78,5.88E+01,4.06E+01,347.019,5.87E+01,179.184,3.18E+01
84,78,5.86E+01,3.94E+01,230.011,5.86E+01,29.338,2.83E+01
87,78,5.56E+01,3.83E+01,118.442,5.55E+01,323.624,2.47E+01
90,78,5.82E+01,3.66E+01,7.131,5.82E+01,178.572,3.82E+01
93,78,5.14E+01,3.60E+01,248.623,5.13E+01,111.9,1.87E+01
96,78,5.61E+01,3.23E+01,134.173,5.61E+01,329.763,3.53E+01
99,78,4.48E+01,3.41E+01,14.501,4.44E+01,286.414,1.03E+01
102,78,5.14E+01,2.93E+01,241.028,5.13E+01,116.443,2.37E+01
105,78,4.57E+01,3.39E+01,144.19,4.55E+01,165.615,2.08E+01
108,78,4.45E+01,2.89E+01,2.003,4.43E+01,213.984,2.12E+01
111,78,5.08E+01,3.35E+01,288.132,5.07E+01,346.373,1.87E+01
114,78,5.08E+01,2.29E+01,124.966,5.08E+01,318.239,4.00E+01
117,78,5.03E+01,3.01E+01,69.401,5.03E+01,156.754,2.03E+01
120,78,5.33E+01,2.62E+01,174.687,5.33E+01,113.448,2.82E+01
123,78,3.93E+01,3.01E+01,156.099,3.88E+01,342.764,2.85E+01
126,78,4.91E+01,2.88E+01,333.415,4.91E+01,263.707,2.08E+01
129,78,4.55E+01,3.52E+01,295.354,4.51E+01,311.883,2.16E+01
132,78,4.84E+01,2.18E+01,243.212,4.84E+01,324.825,2.67E+01
135,78,4.23E+01,2.99E+01,80.125,4.20E+01,164.825,1.21E+01
138,78,5.19E+01,2.83E+01,92.914,5.19E+01,110.213,3.41E+01
141,78,4.75E+01,3.30E+01,124.446,4.74E+01,74.448,1.69E+01
144,78,4.13E+01,3.00E+01,109.772,4.09E+01,178.252,1.17E+01
147,78,4.19E+01,2.47E+01,276.982,4.18E+01,166.564,1.77E+01
150,78,4.58E+01,3.09E+01,258.573,4.57E+01,314.106,1.66E+01
153,78,5.05E+01,3.14E+01,275.519,5.04E+01,274.105,4.00E+01
156,78,4.85E+01,3.52E+01,282.477,4.82E+01,246.146,1.78E+01
159,78,4.60E+01,3.25E+01,268.348,4.58E+01,303.192,1.84E+01
162,78,4.56E+01,2.65E+01,253.581,4.56E+01,287.815,2.41E+01
165,78,4.41E+01,3.22E+01,295.615,4.38E+01,236.902,1.32E+01
168,78,4.72E+01,3.34E+01,335.658,4.70E+01,343.771,3.10E+01
171,78,5.24E+01,3.79E+01,61.845,5.22E+01,37.907,2.24E+01
174,78,5.49E+01,3.95E+01,103.763,5.47E+01,112.596,3.17E+01
177,78,5.23E+01,3.53E+01,188.327,5.22E+01,171.795,2.80E+01
180,78,5.30E+01,3.93E+01,236.999,5.28E+01,236.999,4.00E+01
0,81,1.09E+02,9.28E+01,93.258,1.09E+02,273.258,4.00E+01
3,81,1.04E+02,8.77E+01,81.816,1.04E+02,262.062,4.00E+01
6,81,9.40E+01,7.79E+01,328.429,9.39E+01,147.646,4.00E+01
9,81,9.07E+01,7.47E+01,262.548,9.06E+01,83.332,4.00E+01
12,81,8.82E+01,7.20E+01,134.695,8.80E+01,314.318,4.00E+01
15,81,7.96E+01,6.39E+01,30.455,7.94E+01,209.469,4.00E+01
18,81,8.11E+01,6.50E+01,293.177,8.10E+01,114.529,4.00E+01
21,81,7.82E+01,6.20E+01,151.115,7.81E+01,329.147,4.00E+01
24,81,7.00E+01,5.49E+01,56.553,6.99E+01,236.868,4.00E+01
27,81,7.45E+01,5.82E+01,301.739,7.44E+01,123.26,4.00E+01
30,81,7.12E+01,5.48E+01,154.38,7.11E+01,329.085,3.72E+01
33,81,6.43E+01,4.95E+01,69.488,6.41E+01,253.576,3.79E+01
36,81,7.01E+01,5.33E+01,300.589,7.00E+01,120.868,4.00E+01
39,81,6.59E+01,4.92E+01,155.085,6.58E+01,323.865,3.10E+01
42,81,6.25E+01,4.70E+01,75.859,6.24E+01,262.398,3.45E+01
45,81,6.71E+01,4.96E+01,297.382,6.70E+01,114.528,4.00E+01
48,81,6.00E+01,4.40E+01,164.583,5.99E+01,324.569,2.55E+01
51,81,6.24E+01,4.56E+01,77.71,6.23E+01,263.032,3.76E+01
54,81,6.41E+01,4.59E+01,293.616,6.40E+01,104.072,3.39E+01
57,81,5.47E+01,4.08E+01,186.669,5.45E+01,353.768,2.70E+01
60,81,6.28E+01,4.43E+01,74.624,6.27E+01,254.725,4.00E+01
63,81,6.02E+01,4.18E+01,299.197,6.01E+01,97.094,2.69E+01
66,81,5.80E+01,4.10E+01,205.65,5.79E+01,32.985,3.50E+01
69,81,6.20E+01,4.20E+01,75.408,6.20E+01,243.731,3.40E+01
72,81,5.42E+01,3.89E+01,325.445,5.41E+01,131.144,2.76E+01
75,81,6.12E+01,4.03E+01,213.209,6.11E+01,32.663,4.00E+01
78,81,5.72E+01,3.83E+01,93.154,5.71E+01,246.702,2.59E+01
81,81,5.88E+01,3.81E+01,346.807,5.88E+01,179.18,3.42E+01
84,81,5.87E+01,3.69E+01,229.567,5.86E+01,28.98,3.08E+01
87,81,5.56E+01,3.59E+01,117.958,5.56E+01,323.415,2.71E+01
90,81,5.83E+01,3.41E+01,6.466,5.83E+01,178.258,4.00E+01
93,81,5.15E+01,3.36E+01,248.262,5.14E+01,111.53,2.11E+01
96,81,5.62E+01,2.99E+01,133.706,5.62E+01,329.581,3.76E+01
99,81,4.49E+01,3.18E+01,14.928,4.46E+01,286.225,1.29E+01
102,81,5.15E+01,2.69E+01,241.834,5.14E+01,116.761,2.63E+01
105,81,4.57E+01,3.14E+01,144.967,4.55E+01,165.481,2.35E+01
108,81,4.44E+01,2.63E+01,1.788,4.43E+01,213.832,2.37E+01
111,81,5.09E+01,3.10E+01,288.574,5.08E+01,346.54,2.13E+01
114,81,5.09E+01,2.01E+01,122.68,5.09E+01,317.945,4.00E+01
117,81,5.05E+01,2.76E+01,68.603,5.05E+01,157.702,2.29E+01
120,81,5.34E+01,2.38E+01,173.49,5.34E+01,114.205,3.09E+01
123,81,3.86E+01,2.78E+01,156.099,3.82E+01,340.055,3.44E+01
126,81,4.92E+01,2.61E+01,332.347,4.92E+01,262.93,2.36E+01
129,81,4.53E+01,3.27E+01,293.949,4.51E+01,309.829,2.41E+01
132,81,4.85E+01,1.96E+01,241.737,4.85E+01,323.534,2.90E+01
135,81,4.21E+01,2.72E+01,79.164,4.20E+01,166.896,1.48E+01
138,81,5.20E+01,2.57E+01,91.807,5.20E+01,109.63,3.65E+01
141,81,4.77E+01,3.07E+01,124.223,4.76E+01,74.695,1.94E+01
144,81,4.16E+01,2.78E+01,110.432,4.14E+01,178.062,1.44E+01
147,81,4.18E+01,2.28E+01,279.229,4.18E+01,168.451,1.96E+01
150,81,4.61E+01,2.86E+01,261.5,4.60E+01,315.26,1.94E+01
153,81,5.05E+01,2.89E+01,274.658,5.05E+01,273.984,4.00E+01
156,81,4.84E+01,3.26E+01,281.644,4.83E+01,245.689,2.05E+01
159,81,4.58E+01,3.00E+01,265.045,4.57E+01,300.079,2.07E+01
162,81,4.57E+01,2.37E+01,257.17,4.57E+01,288.933,2.76E+01
165,81,4.38E+01,2.99E+01,297.72,4.36E+01,238.444,1.52E+01
168,81,4.72E+01,3.09E+01,334.892,4.71E+01,343.492,3.29E+01
171,81,5.24E+01,3.54E+01,61.885,5.23E+01,37.939,2.49E+01
174,81,5.49E+01,3.71E+01,104.168,5.48E+01,112.888,3.43E+01
177,81,5.24E+01,3.29E+01,188.298,5.23E+01,171.807,3.05E+01
180,81,5.30E+01,3.69E+01,236.999,5.29E+01,236.999,4.00E+01
0,84,1.09E+02,8.93E+01,93.258,1.09E+02,273.258,4.00E+01
3,84,1.04E+02,8.42E+01,81.808,1.04E+02,262.054,4.00E+01
6,84,9.40E+01,7.44E+01,328.506,9.39E+01,147.726,4.00E+01
9,84,9.07E+01,7.12E+01,262.466,9.07E+01,83.249,4.00E+01
12,84,8.82E+01,6.85E+01,134.937,8.81E+01,314.559,4.00E+01
15,84,7.97E+01,6.05E+01,30.214,7.96E+01,209.236,4.00E+01
18,84,8.11E+01,6.15E+01,293.358,8.10E+01,114.694,4.00E+01
21,84,7.82E+01,5.85E+01,151.452,7.82E+01,329.5,4.00E+01
24,84,7.00E+01,5.14E+01,57.141,6.99E+01,237.501,4.00E+01
27,84,7.44E+01,5.46E+01,301.679,7.44E+01,123.313,4.00E+01
30,84,7.11E+01,5.11E+01,153.592,7.11E+01,328.227,4.00E+01
33,84,6.40E+01,4.59E+01,68.085,6.40E+01,251.814,4.00E+01
36,84,7.02E+01,4.99E+01,299.852,7.01E+01,119.934,4.00E+01
39,84,6.61E+01,4.59E+01,155.751,6.60E+01,324.865,3.47E+01
42,84,6.26E+01,4.36E+01,76.602,6.26E+01,263.658,3.74E+01
45,84,6.70E+01,4.61E+01,297.679,6.70E+01,114.534,4.00E+01
48,84,6.01E+01,4.05E+01,163.765,6.01E+01,324.123,2.92E+01
51,84,6.25E+01,4.21E+01,77.827,6.24E+01,263.223,4.00E+01
54,84,6.41E+01,4.24E+01,293.349,6.41E+01,103.925,3.75E+01
57,84,5.47E+01,3.74E+01,187.403,5.46E+01,354.589,3.05E+01
60,84,6.28E+01,4.08E+01,74.568,6.28E+01,254.709,4.00E+01
63,84,6.02E+01,3.83E+01,299.266,6.02E+01,97.103,3.04E+01
66,84,5.80E+01,3.75E+01,205.24,5.80E+01,32.744,3.82E+01
69,84,6.21E+01,3.84E+01,75.271,6.20E+01,243.593,3.75E+01
72,84,5.42E+01,3.55E+01,325.258,5.42E+01,131.266,3.11E+01
75,84,6.12E+01,3.68E+01,213.269,6.12E+01,32.683,4.00E+01
78,84,5.72E+01,3.49E+01,93.245,5.71E+01,246.34,2.92E+01
81,84,5.88E+01,3.45E+01,347.016,5.88E+01,179.014,3.80E+01
84,84,5.87E+01,3.34E+01,229.802,5.87E+01,28.792,3.42E+01
87,84,5.57E+01,3.22E+01,117.961,5.56E+01,323.255,3.08E+01
90,84,5.83E+01,3.05E+01,5.97,5.83E+01,177.906,4.00E+01
93,84,5.15E+01,3.00E+01,247.295,5.15E+01,111.6,2.46E+01
96,84,5.63E+01,2.65E+01,131.977,5.63E+01,329.222,4.00E+01
99,84,4.48E+01,2.84E+01,14.326,4.47E+01,285.984,1.63E+01
102,84,5.16E+01,2.37E+01,242.714,5.15E+01,116.816,2.97E+01
105,84,4.56E+01,2.80E+01,145.836,4.56E+01,165.721,2.71E+01
108,84,4.45E+01,2.27E+01,3.051,4.45E+01,213.64,2.77E+01
111,84,5.09E+01,2.75E+01,288.837,5.09E+01,347.108,2.48E+01
114,84,5.10E+01,1.64E+01,123.304,5.10E+01,318.715,4.00E+01
117,84,5.05E+01,2.41E+01,67.822,5.05E+01,157.704,2.64E+01
120,84,5.34E+01,2.00E+01,174.169,5.34E+01,114.547,3.47E+01
123,84,3.85E+01,2.41E+01,157.434,3.83E+01,336.678,4.00E+01
126,84,4.94E+01,2.27E+01,329.937,4.94E+01,263.143,2.74E+01
129,84,4.55E+01,2.92E+01,293.889,4.54E+01,309.897,2.76E+01
132,84,4.87E+01,1.56E+01,244.924,4.87E+01,323.509,3.33E+01
135,84,4.16E+01,2.38E+01,75.354,4.15E+01,165.346,1.78E+01
138,84,5.22E+01,2.24E+01,90.742,5.22E+01,108.621,4.00E+01
141,84,4.79E+01,2.76E+01,124.119,4.79E+01,75.566,2.29E+01
144,84,4.19E+01,2.45E+01,110.814,4.18E+01,177.939,1.81E+01
147,84,4.17E+01,1.99E+01,281.961,4.17E+01,170.948,2.25E+01
150,84,4.65E+01,2.52E+01,266.232,4.64E+01,317.26,2.34E+01
153,84,5.05E+01,2.55E+01,273.605,5.05E+01,273.786,4.00E+01
156,84,4.84E+01,2.90E+01,281.063,4.83E+01,245.469,2.41E+01
159,84,4.57E+01,2.66E+01,261.443,4.56E+01,296.624,2.39E+01
162,84,4.58E+01,2.00E+01,259.615,4.58E+01,289.491,3.19E+01
165,84,4.35E+01,2.65E+01,299.65,4.34E+01,240.045,1.83E+01
168,84,4.71E+01,2.73E+01,334.294,4.71E+01,343.273,3.60E+01
171,84,5.24E+01,3.20E+01,61.91,5.24E+01,37.961,2.84E+01
174,84,5.49E+01,3.36E+01,104.465,5.49E+01,113.102,3.79E+01
177,84,5.24E+01,2.94E+01,188.277,5.24E+01,171.816,3.40E+01
180,84,5.30E+01,3.34E+01,236.999,5.29E+01,236.999,4.00E+01
0,87,1.09E+02,8.33E+01,93.258,1.09E+02,273.258,4.00E+01
3,87,1.04E+02,7.81E+01,81.803,1.04E+02,262.049,4.00E+01
6,87,9.40E+01,6.84E+01,328.554,9.40E+01,147.774,4.00E+01
9,87,9.07E+01,6.52E+01,262.409,9.07E+01,83.191,4.00E+01
12,87,8.82E+01,6.26E+01,135.085,8.82E+01,314.707,4.00E+01
15,87,7.97E+01,5.46E+01,30.04,7.97E+01,209.067,4.00E+01
18,87,8.11E+01,5.55E+01,293.448,8.11E+01,114.775,4.00E+01
21,87,7.82E+01,5.25E+01,151.689,7.82E+01,329.749,4.00E+01
24,87,6.99E+01,4.53E+01,57.613,6.99E+01,238.008,4.00E+01
27,87,7.44E+01,4.85E+01,301.637,7.44E+01,123.362,4.00E+01
30,87,7.10E+01,4.50E+01,152.892,7.10E+01,327.471,4.00E+01
33,87,6.38E+01,3.97E+01,66.769,6.38E+01,250.114,4.00E+01
36,87,7.03E+01,4.40E+01,299.32,7.03E+01,119.16,4.00E+01
39,87,6.62E+01,4.01E+01,156.753,6.62E+01,326.263,4.00E+01
42,87,6.27E+01,3.76E+01,77.753,6.27E+01,265.663,4.00E+01
45,87,6.69E+01,4.00E+01,297.504,6.69E+01,113.932,4.00E+01
48,87,6.04E+01,3.46E+01,163.158,6.04E+01,324.489,3.57E+01
51,87,6.25E+01,3.61E+01,78.272,6.25E+01,264.215,4.00E+01
54,87,6.42E+01,3.64E+01,292.827,6.42E+01,103.358,4.00E+01
57,87,5.48E+01,3.14E+01,188.498,5.47E+01,356.108,3.68E+01
60,87,6.28E+01,3.48E+01,74.559,6.28E+01,254.33,4.00E+01
63,87,6.02E+01,3.22E+01,299.562,6.02E+01,97.417,3.65E+01
66,87,5.79E+01,3.15E+01,204.697,5.79E+01,32.969,4.00E+01
69,87,6.21E+01,3.24E+01,74.969,6.21E+01,243.601,4.00E+01
72,87,5.42E+01,2.96E+01,324.848,5.42E+01,130.82,3.69E+01
75,87,6.12E+01,3.08E+01,213.188,6.12E+01,32.455,4.00E+01
78,87,5.71E+01,2.90E+01,93.633,5.71E+01,246.208,3.49E+01
81,87,5.90E+01,2.85E+01,347.577,5.90E+01,178.934,4.00E+01
84,87,5.87E+01,2.74E+01,230.48,5.87E+01,28.527,3.98E+01
87,87,5.57E+01,2.60E+01,118.541,5.57E+01,323.298,3.73E+01
90,87,5.84E+01,2.45E+01,5.967,5.84E+01,177.866,4.00E+01
93,87,5.14E+01,2.38E+01,246.227,5.14E+01,110.819,3.08E+01
96,87,5.63E+01,2.06E+01,130.234,5.63E+01,329.067,4.00E+01
99,87,4.46E+01,2.24E+01,13.388,4.45E+01,283.93,2.21E+01
102,87,5.16E+01,1.82E+01,243.58,5.16E+01,115.804,3.54E+01
105,87,4.55E+01,2.20E+01,146.825,4.55E+01,166.622,3.29E+01
108,87,4.49E+01,1.66E+01,5.212,4.48E+01,213.659,3.47E+01
111,87,5.07E+01,2.13E+01,288.191,5.07E+01,347.466,3.07E+01
114,87,5.09E+01,1.08E+01,127.77,5.09E+01,319.693,4.00E+01
117,87,5.03E+01,1.80E+01,67.48,5.03E+01,156.008,3.23E+01
120,87,5.33E+01,1.35E+01,175.796,5.33E+01,113.699,4.00E+01
123,87,3.95E+01,1.74E+01,158.747,3.95E+01,338.052,4.00E+01
126,87,4.95E+01,1.70E+01,327.738,4.95E+01,264.723,3.35E+01
129,87,4.58E+01,2.32E+01,295.271,4.58E+01,312.482,3.33E+01
132,87,4.89E+01,8.52E+00,251.308,4.89E+01,324.765,4.00E+01
135,87,4.10E+01,1.81E+01,71.356,4.10E+01,160.847,2.28E+01
138,87,5.24E+01,1.66E+01,89.906,5.24E+01,107.608,4.00E+01
141,87,4.81E+01,2.19E+01,124.348,4.81E+01,76.776,2.88E+01
144,87,4.21E+01,1.87E+01,110.864,4.21E+01,177.791,2.41E+01
147,87,4.17E+01,1.43E+01,283.718,4.17E+01,173.204,2.80E+01
150,87,4.68E+01,1.94E+01,270.686,4.68E+01,319.109,3.00E+01
153,87,5.05E+01,1.95E+01,272.82,5.05E+01,273.634,4.00E+01
156,87,4.83E+01,2.29E+01,280.764,4.83E+01,245.426,3.02E+01
159,87,4.56E+01,2.07E+01,258.712,4.55E+01,293.936,2.97E+01
162,87,4.58E+01,1.39E+01,260.89,4.58E+01,289.658,3.83E+01
165,87,4.33E+01,2.06E+01,300.998,4.33E+01,241.26,2.40E+01
168,87,4.71E+01,2.13E+01,333.915,4.71E+01,343.136,4.00E+01
171,87,5.25E+01,2.60E+01,61.924,5.25E+01,37.973,3.44E+01
174,87,5.50E+01,2.76E+01,104.65,5.50E+01,113.232,4.00E+01
177,87,5.24E+01,2.34E+01,188.269,5.24E+01,171.821,4.00E+01
180,87,5.30E+01,2.73E+01,236.999,5.30E+01,236.999,4.00E+01
0,90,1.09E+02,-9.38E+01,67.064,1.09E+02,273.258,4.00E+01
3,90,1.04E+02,-3.13E+01,80.161,1.04E+02,262.047,4.00E+01
6,90,9.40E+01,-3.55E+01,266.775,9.40E+01,147.791,4.00E+01
9,90,9.07E+01,-5.04E+01,250.092,9.07E+01,83.17,4.00E+01
12,90,8.82E+01,-3.31E+01,61.031,8.82E+01,314.757,4.00E+01
15,90,7.98E+01,-3.36E+01,232.732,7.98E+01,209.007,4.00E+01
18,90,8.11E+01,-4.25E+01,201.158,8.11E+01,114.798,4.00E+01
21,90,7.82E+01,-3.14E+01,17.678,7.82E+01,329.839,4.00E+01
24,90,6.99E+01,-4.02E+01,184.09,6.99E+01,238.203,4.00E+01
27,90,7.44E+01,-3.66E+01,150.401,7.44E+01,123.384,4.00E+01
30,90,7.09E+01,-4.01E+01,306.1,7.09E+01,327.167,4.00E+01
33,90,6.37E+01,-5.04E+01,270.43,6.37E+01,249.403,4.00E+01
36,90,7.03E+01,-5.32E+01,341.746,7.03E+01,118.859,4.00E+01
39,90,6.63E+01,-6.99E+01,204.091,6.63E+01,326.91,4.00E+01
42,90,6.27E+01,-4.83E+01,24.587,6.27E+01,266.641,4.00E+01
45,90,6.68E+01,-7.60E+01,339.758,6.68E+01,113.557,4.00E+01
48,90,6.05E+01,-5.27E+01,343.978,6.05E+01,324.821,4.00E+01
51,90,6.25E+01,-5.15E+01,320.341,6.25E+01,264.803,4.00E+01
54,90,6.42E+01,-6.65E+01,281.824,6.42E+01,103.018,4.00E+01
57,90,5.48E+01,-5.36E+01,223.391,5.48E+01,356.888,4.00E+01
60,90,6.28E+01,-6.50E+01,62.165,6.28E+01,254.103,4.00E+01
63,90,6.02E+01,-5.49E+01,258.501,6.02E+01,97.581,4.00E+01
66,90,5.78E+01,-5.03E+01,152.291,5.78E+01,33.186,4.00E+01
69,90,6.21E+01,-5.08E+01,71.508,6.21E+01,243.671,4.00E+01
72,90,5.42E+01,-5.15E+01,333.404,5.42E+01,130.512,4.00E+01
75,90,6.13E+01,-5.25E+01,240.194,6.13E+01,32.24,4.00E+01
78,90,5.71E+01,-5.16E+01,145.288,5.71E+01,246.273,4.00E+01
81,90,5.91E+01,-5.19E+01,34.489,5.91E+01,178.958,4.00E+01
84,90,5.88E+01,-5.25E+01,278.841,5.88E+01,28.327,4.00E+01
87,90,5.57E+01,-5.23E+01,168.19,5.57E+01,323.366,4.00E+01
90,90,5.85E+01,-5.19E+01,40.781,5.85E+01,177.949,4.00E+01
93,90,5.14E+01,-5.21E+01,282.933,5.14E+01,110.057,4.00E+01
96,90,5.63E+01,-5.11E+01,163.334,5.63E+01,329.068,4.00E+01
99,90,4.44E+01,-5.08E+01,35.301,4.44E+01,282.289,4.00E+01
102,90,5.16E+01,-5.08E+01,273.54,5.16E+01,114.968,4.00E+01
105,90,4.54E+01,-5.00E+01,144.72,4.54E+01,167.188,4.00E+01
108,90,4.51E+01,-4.97E+01,11.128,4.51E+01,213.701,4.00E+01
111,90,5.06E+01,-4.96E+01,250.207,5.06E+01,347.526,4.00E+01
114,90,5.08E+01,-4.97E+01,126.058,5.08E+01,320.086,4.00E+01
117,90,5.01E+01,-5.34E+01,26.416,5.01E+01,154.794,4.00E+01
120,90,5.33E+01,-6.44E+01,280.963,5.33E+01,113.021,4.00E+01
123,90,4.02E+01,-5.39E+01,261.534,4.02E+01,339.613,4.00E+01
126,90,4.95E+01,-5.31E+01,185.499,4.95E+01,265.71,4.00E+01
129,90,4.60E+01,-5.30E+01,66.523,4.60E+01,314.006,4.00E+01
132,90,4.90E+01,-5.74E+01,4.371,4.90E+01,325.539,4.00E+01
135,90,4.07E+01,-5.44E+01,332.092,4.07E+01,158.27,4.00E+01
138,90,5.25E+01,-5.41E+01,262.831,5.25E+01,107.183,4.00E+01
141,90,4.82E+01,-5.66E+01,195.147,4.82E+01,77.363,4.00E+01
144,90,4.22E+01,-5.57E+01,228.304,4.22E+01,177.716,4.00E+01
147,90,4.17E+01,-5.13E+01,179.038,4.17E+01,174.119,4.00E+01
150,90,4.70E+01,-5.80E+01,166.824,4.70E+01,319.844,4.00E+01
153,90,5.05E+01,-5.92E+01,172.328,5.05E+01,273.58,4.00E+01
156,90,4.83E+01,-4.92E+01,195.999,4.83E+01,245.432,4.00E+01
159,90,4.55E+01,-5.02E+01,190.321,4.55E+01,292.924,4.00E+01
162,90,4.58E+01,-5.73E+01,277.531,4.58E+01,289.677,4.00E+01
165,90,4.33E+01,-4.71E+01,275.379,4.33E+01,241.714,4.00E+01
168,90,4.71E+01,-5.03E+01,293.614,4.71E+01,343.089,4.00E+01
171,90,5.25E+01,-4.77E+01,352.35,5.25E+01,37.977,4.00E+01
174,90,5.50E+01,-4.73E+01,17.26,5.50E+01,113.276,4.00E+01
177,90,5.24E+01,-4.91E+01,52.617,5.24E+01,171.823,4.00E+01
180,90,5.30E+01,-8.46E+01,120.129,5.30E+01,236.999,4.00E+01
0,93,1.09E+02,8.33E+01,273.258,1.09E+02,273.258,4.00E+01
3,93,1.04E+02,7.81E+01,261.803,1.04E+02,262.049,4.00E+01
6,93,9.40E+01,6.84E+01,148.554,9.40E+01,147.774,4.00E+01
9,93,9.07E+01,6.52E+01,82.409,9.07E+01,83.191,4.00E+01
12,93,8.82E+01,6.26E+01,315.085,8.82E+01,314.707,4.00E+01
15,93,7.97E+01,5.46E+01,210.04,7.97E+01,209.067,4.00E+01
18,93,8.11E+01,5.55E+01,113.448,8.11E+01,114.775,4.00E+01
21,93,7.82E+01,5.25E+01,331.689,7.82E+01,329.749,4.00E+01
24,93,6.99E+01,4.53E+01,237.613,6.99E+01,238.008,4.00E+01
27,93,7.44E+01,4.85E+01,121.637,7.44E+01,123.362,4.00E+01
30,93,7.10E+01,4.50E+01,332.892,7.10E+01,327.471,4.00E+01
33,93,6.38E+01,3.97E+01,246.769,6.38E+01,250.114,4.00E+01
36,93,7.03E+01,4.40E+01,119.32,7.03E+01,119.16,4.00E+01
39,93,6.62E+01,4.01E+01,336.753,6.62E+01,326.263,4.00E+01
42,93,6.27E+01,3.76E+01,257.753,6.27E+01,265.663,4.00E+01
45,93,6.69E+01,4.00E+01,117.504,6.69E+01,113.932,4.00E+01
48,93,6.04E+01,3.46E+01,343.158,6.04E+01,324.489,3.57E+01
51,93,6.25E+01,3.61E+01,258.273,6.25E+01,264.215,4.00E+01
54,93,6.42E+01,3.64E+01,112.828,6.42E+01,103.358,4.00E+01
57,93,5.48E+01,3.14E+01,8.498,5.47E+01,356.107,3.68E+01
60,93,6.28E+01,3.48E+01,254.559,6.28E+01,254.33,4.00E+01
63,93,6.02E+01,3.22E+01,119.563,6.02E+01,97.417,3.65E+01
66,93,5.79E+01,3.15E+01,24.697,5.79E+01,32.969,4.00E+01
69,93,6.21E+01,3.24E+01,254.969,6.21E+01,243.601,4.00E+01
72,93,5.42E+01,2.96E+01,144.848,5.42E+01,130.82,3.69E+01
75,93,6.12E+01,3.08E+01,33.188,6.12E+01,32.455,4.00E+01
78,93,5.71E+01,2.90E+01,273.633,5.71E+01,246.208,3.49E+01
81,93,5.90E+01,2.85E+01,167.577,5.90E+01,178.934,4.00E+01
84,93,5.87E+01,2.74E+01,50.48,5.87E+01,28.527,3.98E+01
87,93,5.57E+01,2.60E+01,298.542,5.57E+01,323.298,3.73E+01
90,93,5.84E+01,2.45E+01,185.967,5.84E+01,177.866,4.00E+01
