Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
132,57,-1.28E+02,-1.32E+02,284.245,-1.31E+02,321.026,9.68E+00
135,57,-1.21E+02,-1.30E+02,176.585,-1.21E+02,194.12,2.01E+01
138,57,-1.19E+02,-1.28E+02,170.087,-1.19E+02,166.918,3.53E+01
141,57,-1.33E+02,-1.42E+02,61.862,-1.33E+02,18.94,1.29E+01
144,57,-1.17E+02,-1.22E+02,2.751,-1.19E+02,351.459,2.08E+01
147,57,-1.21E+02,-1.29E+02,4.609,-1.22E+02,6.622,3.79E+01
150,57,-1.16E+02,-1.23E+02,155.287,-1.17E+02,165.578,2.25E+01
153,57,-1.20E+02,-1.26E+02,163.092,-1.21E+02,156.615,2.59E+01
156,57,-1.16E+02,-1.22E+02,357.805,-1.18E+02,350.687,2.52E+01
159,57,-1.21E+02,-1.27E+02,346.251,-1.23E+02,348.705,3.43E+01
162,57,-1.14E+02,-1.19E+02,170.239,-1.15E+02,170.828,4.00E+01
165,57,-1.23E+02,-1.30E+02,159.594,-1.24E+02,163.036,3.23E+01
168,57,-1.12E+02,-1.18E+02,343.745,-1.13E+02,344.876,4.00E+01
171,57,-1.30E+02,-1.42E+02,117.61,-1.30E+02,168.493,1.48E+01
174,57,-1.09E+02,-1.14E+02,164.262,-1.11E+02,160.415,2.99E+01
177,57,-1.09E+02,-1.14E+02,339.915,-1.12E+02,332.188,2.37E+01
180,57,-9.87E+01,-1.04E+02,334.135,-1.00E+02,334.135,4.00E+01
0,60,-6.47E+01,-7.07E+01,330.598,-6.60E+01,150.598,4.00E+01
3,60,-7.80E+01,-8.39E+01,311.57,-7.93E+01,132.164,4.00E+01
6,60,-8.42E+01,-9.01E+01,92.809,-8.55E+01,272.029,4.00E+01
9,60,-8.86E+01,-9.45E+01,337.323,-8.99E+01,158.331,4.00E+01
12,60,-8.94E+01,-9.53E+01,150.562,-9.07E+01,331.088,4.00E+01
15,60,-9.36E+01,-9.95E+01,355.312,-9.48E+01,175.732,4.00E+01
18,60,-9.48E+01,-1.01E+02,183.004,-9.60E+01,2.886,4.00E+01
21,60,-9.78E+01,-1.04E+02,17.22,-9.90E+01,196.223,4.00E+01
24,60,-9.97E+01,-1.06E+02,208.317,-1.01E+02,26.182,3.60E+01
27,60,-1.03E+02,-1.09E+02,43.554,-1.04E+02,219.19,2.97E+01
30,60,-1.06E+02,-1.12E+02,242.495,-1.07E+02,54.821,2.48E+01
33,60,-1.10E+02,-1.15E+02,95.022,-1.12E+02,265.398,2.22E+01
36,60,-1.12E+02,-1.16E+02,314.822,-1.13E+02,134.522,4.00E+01
39,60,-1.10E+02,-1.16E+02,169.799,-1.11E+02,358.736,2.32E+01
42,60,-1.09E+02,-1.16E+02,14.456,-1.10E+02,196.102,3.85E+01
45,60,-1.11E+02,-1.18E+02,224.8,-1.12E+02,34.572,2.30E+01
48,60,-1.17E+02,-1.21E+02,91.243,-1.19E+02,245.349,1.30E+01
51,60,-1.16E+02,-1.21E+02,328.917,-1.18E+02,160.995,2.01E+01
54,60,-1.13E+02,-1.21E+02,198.837,-1.14E+02,15.645,3.39E+01
57,60,-1.18E+02,-1.23E+02,70.404,-1.19E+02,213.552,1.06E+01
60,60,-1.19E+02,-1.23E+02,315.711,-1.21E+02,152.457,1.71E+01
63,60,-1.15E+02,-1.24E+02,211.284,-1.16E+02,9.071,1.80E+01
66,60,-1.23E+02,-1.25E+02,101.904,-1.27E+02,286.869,2.74E+01
69,60,-1.18E+02,-1.28E+02,352.798,-1.18E+02,171.323,4.00E+01
72,60,-1.22E+02,-1.24E+02,261.131,-1.26E+02,37.115,8.11E+00
75,60,-1.16E+02,-1.28E+02,182.12,-1.17E+02,339.575,2.02E+01
78,60,-1.21E+02,-1.25E+02,91.754,-1.23E+02,298.763,1.26E+01
81,60,-1.21E+02,-1.28E+02,44.996,-1.22E+02,157.421,6.63E+00
84,60,-1.19E+02,-1.31E+02,299.65,-1.20E+02,124.317,3.39E+01
87,60,-1.24E+02,-1.29E+02,254.242,-1.26E+02,102.602,1.28E+01
90,60,-1.34E+02,-1.38E+02,209.677,-1.36E+02,266.209,5.81E+00
93,60,-1.26E+02,-1.37E+02,94.008,-1.26E+02,264.28,2.65E+01
96,60,-1.25E+02,-1.38E+02,116.704,-1.25E+02,297.627,4.00E+01
99,60,-1.20E+02,-1.31E+02,181.397,-1.20E+02,326.484,1.65E+01
102,60,-1.17E+02,-1.28E+02,190.15,-1.18E+02,329.234,1.41E+01
105,60,-1.18E+02,-1.28E+02,208.392,-1.19E+02,337.019,1.18E+01
108,60,-1.18E+02,-1.26E+02,237.829,-1.19E+02,9.376,1.01E+01
111,60,-1.15E+02,-1.22E+02,230.808,-1.16E+02,16.204,1.27E+01
114,60,-1.17E+02,-1.23E+02,204.137,-1.18E+02,0.435,1.51E+01
117,60,-1.27E+02,-1.28E+02,170.542,-1.37E+02,339.225,2.46E+01
120,60,-1.22E+02,-1.40E+02,185.866,-1.23E+02,122.855,1.88E+01
123,60,-1.24E+02,-1.34E+02,232.212,-1.24E+02,72.537,1.97E+01
126,60,-1.28E+02,-1.48E+02,288.265,-1.28E+02,326.513,2.38E+01
129,60,-1.26E+02,-1.30E+02,336.522,-1.29E+02,310.556,1.28E+01
132,60,-1.28E+02,-1.33E+02,284.387,-1.30E+02,321.515,9.88E+00
135,60,-1.20E+02,-1.31E+02,176.431,-1.21E+02,194.083,2.09E+01
138,60,-1.18E+02,-1.29E+02,170.137,-1.19E+02,166.918,3.60E+01
141,60,-1.33E+02,-1.43E+02,62.489,-1.33E+02,18.276,1.36E+01
144,60,-1.17E+02,-1.23E+02,2.837,-1.18E+02,351.553,2.12E+01
147,60,-1.21E+02,-1.30E+02,4.9,-1.22E+02,6.792,3.91E+01
150,60,-1.16E+02,-1.23E+02,155.191,-1.17E+02,165.57,2.31E+01
153,60,-1.20E+02,-1.26E+02,163.249,-1.21E+02,156.728,2.64E+01
156,60,-1.16E+02,-1.23E+02,357.779,-1.18E+02,350.613,2.57E+01
159,60,-1.21E+02,-1.28E+02,346.45,-1.22E+02,348.89,3.49E+01
162,60,-1.14E+02,-1.20E+02,170.22,-1.15E+02,170.858,4.00E+01
165,60,-1.23E+02,-1.30E+02,160.036,-1.24E+02,163.282,3.34E+01
168,60,-1.12E+02,-1.18E+02,343.559,-1.13E+02,344.686,4.00E+01
171,60,-1.29E+02,-1.43E+02,116.708,-1.29E+02,167.562,1.56E+01
174,60,-1.09E+02,-1.14E+02,164.003,-1.11E+02,160.095,3.02E+01
177,60,-1.10E+02,-1.14E+02,340.143,-1.11E+02,332.456,2.40E+01
180,60,-9.87E+01,-1.05E+02,334.135,-1.00E+02,334.135,4.00E+01
0,63,-6.47E+01,-7.16E+01,330.598,-6.57E+01,150.598,4.00E+01
3,63,-7.80E+01,-8.47E+01,311.509,-7.90E+01,132.101,4.00E+01
6,63,-8.43E+01,-9.09E+01,92.853,-8.53E+01,272.071,4.00E+01
9,63,-8.86E+01,-9.54E+01,337.369,-8.97E+01,158.382,4.00E+01
12,63,-8.94E+01,-9.61E+01,150.359,-9.04E+01,330.882,4.00E+01
15,63,-9.36E+01,-1.00E+02,355.281,-9.46E+01,175.705,4.00E+01
18,63,-9.48E+01,-1.02E+02,183.148,-9.58E+01,3.028,4.00E+01
21,63,-9.78E+01,-1.05E+02,17.135,-9.88E+01,196.148,4.00E+01
24,63,-9.97E+01,-1.07E+02,208.36,-1.01E+02,26.215,3.65E+01
27,63,-1.03E+02,-1.10E+02,43.665,-1.04E+02,219.308,3.03E+01
30,63,-1.06E+02,-1.13E+02,242.568,-1.07E+02,54.882,2.54E+01
33,63,-1.10E+02,-1.16E+02,94.988,-1.11E+02,265.373,2.27E+01
36,63,-1.12E+02,-1.17E+02,314.83,-1.13E+02,134.47,4.00E+01
39,63,-1.10E+02,-1.17E+02,169.763,-1.11E+02,358.716,2.37E+01
42,63,-1.09E+02,-1.17E+02,14.474,-1.10E+02,196.133,3.91E+01
45,63,-1.11E+02,-1.19E+02,224.829,-1.11E+02,34.618,2.37E+01
48,63,-1.17E+02,-1.22E+02,91.239,-1.19E+02,245.265,1.33E+01
51,63,-1.16E+02,-1.22E+02,328.901,-1.17E+02,160.974,2.05E+01
54,63,-1.13E+02,-1.22E+02,198.836,-1.13E+02,15.635,3.47E+01
57,63,-1.18E+02,-1.24E+02,70.554,-1.19E+02,213.537,1.12E+01
60,63,-1.19E+02,-1.24E+02,315.616,-1.20E+02,152.645,1.74E+01
63,63,-1.15E+02,-1.25E+02,211.426,-1.15E+02,9.049,1.88E+01
66,63,-1.23E+02,-1.26E+02,101.866,-1.27E+02,286.658,2.76E+01
69,63,-1.18E+02,-1.29E+02,352.938,-1.18E+02,171.446,4.00E+01
72,63,-1.22E+02,-1.25E+02,261.096,-1.26E+02,36.887,7.86E+00
75,63,-1.16E+02,-1.29E+02,181.962,-1.16E+02,339.535,2.12E+01
78,63,-1.21E+02,-1.26E+02,91.614,-1.23E+02,298.953,1.28E+01
81,63,-1.21E+02,-1.29E+02,45.037,-1.22E+02,157.073,7.56E+00
84,63,-1.19E+02,-1.32E+02,299.526,-1.19E+02,124.144,3.50E+01
87,63,-1.24E+02,-1.30E+02,254,-1.25E+02,102.33,1.34E+01
90,63,-1.34E+02,-1.39E+02,209.321,-1.36E+02,267.219,6.16E+00
93,63,-1.26E+02,-1.37E+02,94.133,-1.26E+02,264.608,2.76E+01
96,63,-1.25E+02,-1.39E+02,116.812,-1.25E+02,297.487,4.00E+01
99,63,-1.20E+02,-1.32E+02,180.93,-1.20E+02,326.078,1.76E+01
102,63,-1.17E+02,-1.28E+02,189.713,-1.17E+02,328.903,1.51E+01
105,63,-1.18E+02,-1.29E+02,207.968,-1.19E+02,336.834,1.29E+01
108,63,-1.18E+02,-1.26E+02,237.516,-1.19E+02,9.389,1.10E+01
111,63,-1.15E+02,-1.23E+02,230.496,-1.16E+02,16.078,1.35E+01
114,63,-1.17E+02,-1.24E+02,203.885,-1.17E+02,0.219,1.58E+01
117,63,-1.28E+02,-1.28E+02,170.386,-1.37E+02,338.235,2.31E+01
120,63,-1.22E+02,-1.41E+02,187.129,-1.22E+02,122.852,2.01E+01
123,63,-1.24E+02,-1.35E+02,232.553,-1.24E+02,72.341,2.08E+01
126,63,-1.28E+02,-1.49E+02,289.448,-1.28E+02,326.102,2.53E+01
129,63,-1.27E+02,-1.31E+02,336.348,-1.29E+02,310.578,1.30E+01
132,63,-1.28E+02,-1.33E+02,283.803,-1.30E+02,321.158,1.03E+01
135,63,-1.20E+02,-1.31E+02,176.511,-1.21E+02,194.128,2.18E+01
138,63,-1.18E+02,-1.30E+02,170.281,-1.18E+02,166.84,3.64E+01
141,63,-1.32E+02,-1.44E+02,62.126,-1.33E+02,17.624,1.46E+01
144,63,-1.17E+02,-1.24E+02,2.767,-1.18E+02,351.541,2.19E+01
147,63,-1.21E+02,-1.31E+02,4.834,-1.21E+02,6.786,3.97E+01
150,63,-1.16E+02,-1.24E+02,155.139,-1.17E+02,165.545,2.38E+01
153,63,-1.20E+02,-1.27E+02,163.247,-1.21E+02,156.65,2.69E+01
156,63,-1.16E+02,-1.24E+02,357.748,-1.17E+02,350.575,2.64E+01
159,63,-1.21E+02,-1.28E+02,346.559,-1.22E+02,349.061,3.53E+01
162,63,-1.14E+02,-1.21E+02,170.111,-1.15E+02,170.796,4.00E+01
165,63,-1.23E+02,-1.31E+02,160.159,-1.23E+02,163.189,3.48E+01
168,63,-1.12E+02,-1.19E+02,343.293,-1.12E+02,344.422,4.00E+01
171,63,-1.29E+02,-1.44E+02,117.669,-1.29E+02,167.809,1.69E+01
174,63,-1.09E+02,-1.15E+02,163.783,-1.10E+02,159.812,3.05E+01
177,63,-1.10E+02,-1.15E+02,340.398,-1.11E+02,332.756,2.45E+01
180,63,-9.87E+01,-1.06E+02,334.135,-9.97E+01,334.135,4.00E+01
0,66,-6.47E+01,-7.25E+01,330.598,-6.55E+01,150.598,4.00E+01
3,66,-7.80E+01,-8.56E+01,311.445,-7.88E+01,132.034,4.00E+01
6,66,-8.43E+01,-9.19E+01,92.887,-8.51E+01,272.103,4.00E+01
9,66,-8.87E+01,-9.63E+01,337.529,-8.95E+01,158.546,4.00E+01
12,66,-8.94E+01,-9.71E+01,150.208,-9.02E+01,330.73,4.00E+01
15,66,-9.36E+01,-1.01E+02,355.035,-9.44E+01,175.464,4.00E+01
18,66,-9.48E+01,-1.03E+02,183.251,-9.56E+01,3.13,4.00E+01
21,66,-9.78E+01,-1.06E+02,17.234,-9.85E+01,196.247,4.00E+01
24,66,-9.97E+01,-1.08E+02,208.298,-1.01E+02,26.156,3.73E+01
27,66,-1.03E+02,-1.11E+02,43.696,-1.04E+02,219.338,3.11E+01
30,66,-1.06E+02,-1.14E+02,242.642,-1.07E+02,54.991,2.61E+01
33,66,-1.10E+02,-1.17E+02,95.05,-1.11E+02,265.436,2.33E+01
36,66,-1.12E+02,-1.18E+02,314.824,-1.13E+02,134.41,4.00E+01
39,66,-1.10E+02,-1.18E+02,169.847,-1.11E+02,358.757,2.45E+01
42,66,-1.09E+02,-1.18E+02,14.486,-1.10E+02,196.162,3.98E+01
45,66,-1.11E+02,-1.20E+02,224.819,-1.11E+02,34.608,2.46E+01
48,66,-1.17E+02,-1.23E+02,91.175,-1.19E+02,245.293,1.39E+01
51,66,-1.16E+02,-1.23E+02,329.026,-1.17E+02,161.209,2.10E+01
54,66,-1.13E+02,-1.23E+02,198.858,-1.13E+02,15.684,3.57E+01
57,66,-1.18E+02,-1.25E+02,70.611,-1.19E+02,213.399,1.19E+01
60,66,-1.19E+02,-1.25E+02,315.591,-1.20E+02,152.646,1.79E+01
63,66,-1.15E+02,-1.26E+02,211.458,-1.15E+02,9.051,1.98E+01
66,66,-1.24E+02,-1.27E+02,101.754,-1.26E+02,287.484,2.60E+01
69,66,-1.18E+02,-1.30E+02,352.91,-1.18E+02,171.187,4.00E+01
72,66,-1.23E+02,-1.26E+02,260.95,-1.25E+02,36.879,7.88E+00
75,66,-1.16E+02,-1.30E+02,182.08,-1.16E+02,339.383,2.22E+01
78,66,-1.21E+02,-1.27E+02,91.602,-1.23E+02,298.821,1.33E+01
81,66,-1.21E+02,-1.30E+02,44.969,-1.22E+02,157.282,8.64E+00
84,66,-1.19E+02,-1.33E+02,299.607,-1.19E+02,124.264,3.59E+01
87,66,-1.24E+02,-1.31E+02,254.152,-1.25E+02,102.716,1.40E+01
90,66,-1.34E+02,-1.40E+02,210.069,-1.36E+02,266.1,7.18E+00
93,66,-1.26E+02,-1.38E+02,93.975,-1.26E+02,264.481,2.88E+01
96,66,-1.25E+02,-1.40E+02,116.518,-1.25E+02,297.147,4.00E+01
99,66,-1.19E+02,-1.33E+02,180.289,-1.20E+02,325.501,1.87E+01
102,66,-1.17E+02,-1.29E+02,189.313,-1.17E+02,328.35,1.62E+01
105,66,-1.18E+02,-1.30E+02,207.878,-1.18E+02,336.277,1.39E+01
108,66,-1.18E+02,-1.27E+02,237.591,-1.18E+02,8.955,1.19E+01
111,66,-1.15E+02,-1.24E+02,230.46,-1.16E+02,15.763,1.44E+01
114,66,-1.17E+02,-1.25E+02,203.737,-1.17E+02,359.877,1.65E+01
117,66,-1.29E+02,-1.29E+02,170.34,-1.37E+02,337.503,2.19E+01
120,66,-1.22E+02,-1.42E+02,187.721,-1.22E+02,122.546,2.09E+01
123,66,-1.24E+02,-1.36E+02,231.452,-1.24E+02,72.169,2.13E+01
126,66,-1.28E+02,-1.50E+02,287.951,-1.28E+02,325.743,2.65E+01
129,66,-1.27E+02,-1.32E+02,336.301,-1.29E+02,310.592,1.33E+01
132,66,-1.28E+02,-1.34E+02,283.815,-1.30E+02,321.189,1.09E+01
135,66,-1.20E+02,-1.32E+02,176.275,-1.20E+02,194.123,2.28E+01
138,66,-1.18E+02,-1.31E+02,170.188,-1.18E+02,166.652,3.72E+01
141,66,-1.32E+02,-1.45E+02,62.998,-1.32E+02,18.062,1.54E+01
144,66,-1.17E+02,-1.25E+02,2.767,-1.18E+02,351.57,2.26E+01
147,66,-1.21E+02,-1.32E+02,4.676,-1.21E+02,6.65,4.00E+01
150,66,-1.16E+02,-1.25E+02,155.296,-1.16E+02,165.637,2.47E+01
153,66,-1.20E+02,-1.28E+02,163.196,-1.21E+02,156.543,2.76E+01
156,66,-1.16E+02,-1.25E+02,357.758,-1.17E+02,350.577,2.72E+01
159,66,-1.21E+02,-1.29E+02,346.386,-1.22E+02,349.032,3.55E+01
162,66,-1.14E+02,-1.22E+02,170.041,-1.15E+02,170.767,4.00E+01
165,66,-1.22E+02,-1.32E+02,159.766,-1.23E+02,162.629,3.61E+01
168,66,-1.12E+02,-1.20E+02,343.096,-1.12E+02,344.211,4.00E+01
171,66,-1.29E+02,-1.45E+02,120.39,-1.29E+02,169.115,1.87E+01
174,66,-1.09E+02,-1.16E+02,163.629,-1.10E+02,159.599,3.11E+01
177,66,-1.10E+02,-1.16E+02,340.67,-1.11E+02,333.077,2.51E+01
180,66,-9.87E+01,-1.07E+02,334.135,-9.95E+01,334.135,4.00E+01
0,69,-6.47E+01,-7.36E+01,330.598,-6.53E+01,150.598,4.00E+01
3,69,-7.80E+01,-8.67E+01,311.379,-7.86E+01,131.967,4.00E+01
6,69,-8.43E+01,-9.30E+01,92.908,-8.49E+01,272.123,4.00E+01
9,69,-8.87E+01,-9.74E+01,337.758,-8.93E+01,158.78,4.00E+01
12,69,-8.94E+01,-9.82E+01,150.186,-9.00E+01,330.713,4.00E+01
15,69,-9.36E+01,-1.02E+02,354.718,-9.42E+01,175.15,4.00E+01
18,69,-9.48E+01,-1.04E+02,183.1,-9.54E+01,2.985,4.00E+01
21,69,-9.77E+01,-1.07E+02,17.379,-9.83E+01,196.385,4.00E+01
24,69,-9.97E+01,-1.09E+02,208.361,-1.00E+02,26.224,3.82E+01
27,69,-1.03E+02,-1.12E+02,43.666,-1.03E+02,219.304,3.20E+01
30,69,-1.06E+02,-1.15E+02,242.615,-1.06E+02,55.001,2.71E+01
33,69,-1.10E+02,-1.18E+02,95.104,-1.11E+02,265.484,2.41E+01
36,69,-1.12E+02,-1.19E+02,314.859,-1.13E+02,134.431,4.00E+01
39,69,-1.10E+02,-1.19E+02,169.827,-1.11E+02,358.777,2.53E+01
42,69,-1.09E+02,-1.19E+02,14.558,-1.10E+02,196.196,4.00E+01
45,69,-1.11E+02,-1.21E+02,224.889,-1.11E+02,34.605,2.55E+01
48,69,-1.17E+02,-1.24E+02,91.2,-1.18E+02,245.221,1.45E+01
51,69,-1.16E+02,-1.24E+02,328.9,-1.17E+02,161.145,2.17E+01
54,69,-1.13E+02,-1.24E+02,199.023,-1.13E+02,15.748,3.65E+01
57,69,-1.18E+02,-1.26E+02,70.396,-1.19E+02,213.415,1.29E+01
60,69,-1.19E+02,-1.26E+02,315.652,-1.20E+02,152.829,1.86E+01
63,69,-1.15E+02,-1.27E+02,211.43,-1.15E+02,8.964,2.09E+01
66,69,-1.24E+02,-1.28E+02,101.686,-1.26E+02,286.727,2.73E+01
69,69,-1.18E+02,-1.31E+02,353.086,-1.18E+02,171.508,4.00E+01
72,69,-1.23E+02,-1.27E+02,260.965,-1.25E+02,36.616,8.00E+00
75,69,-1.16E+02,-1.31E+02,182.133,-1.16E+02,339.161,2.33E+01
78,69,-1.22E+02,-1.28E+02,91.42,-1.23E+02,298.786,1.40E+01
81,69,-1.21E+02,-1.31E+02,44.836,-1.22E+02,156.781,9.86E+00
84,69,-1.19E+02,-1.34E+02,299.272,-1.19E+02,123.967,3.71E+01
87,69,-1.24E+02,-1.32E+02,253.904,-1.25E+02,102.515,1.49E+01
90,69,-1.35E+02,-1.41E+02,209.871,-1.36E+02,266.242,8.07E+00
93,69,-1.25E+02,-1.40E+02,94.008,-1.26E+02,264.744,3.02E+01
96,69,-1.24E+02,-1.41E+02,116.88,-1.24E+02,297.438,4.00E+01
99,69,-1.19E+02,-1.34E+02,180.142,-1.19E+02,325.43,2.00E+01
102,69,-1.17E+02,-1.30E+02,189.005,-1.17E+02,328.18,1.74E+01
105,69,-1.18E+02,-1.31E+02,207.24,-1.18E+02,335.88,1.52E+01
108,69,-1.18E+02,-1.28E+02,236.826,-1.18E+02,8.286,1.31E+01
111,69,-1.15E+02,-1.25E+02,229.883,-1.15E+02,15.242,1.55E+01
114,69,-1.17E+02,-1.26E+02,203.258,-1.17E+02,359.368,1.75E+01
117,69,-1.30E+02,-1.31E+02,169.689,-1.37E+02,334.623,1.99E+01
120,69,-1.22E+02,-1.43E+02,186.517,-1.22E+02,122.8,2.25E+01
123,69,-1.24E+02,-1.37E+02,231.36,-1.24E+02,72.231,2.25E+01
126,69,-1.28E+02,-1.51E+02,291.801,-1.28E+02,325.684,2.86E+01
129,69,-1.27E+02,-1.33E+02,336.221,-1.29E+02,310.976,1.40E+01
132,69,-1.29E+02,-1.36E+02,283.967,-1.29E+02,321.452,1.17E+01
135,69,-1.20E+02,-1.34E+02,176.43,-1.20E+02,194.221,2.40E+01
138,69,-1.18E+02,-1.32E+02,170.236,-1.18E+02,166.629,3.81E+01
141,69,-1.32E+02,-1.46E+02,63.945,-1.32E+02,18.185,1.65E+01
144,69,-1.17E+02,-1.26E+02,2.685,-1.18E+02,351.544,2.35E+01
147,69,-1.21E+02,-1.33E+02,5.08,-1.21E+02,6.761,4.00E+01
150,69,-1.16E+02,-1.26E+02,155.3,-1.16E+02,165.615,2.58E+01
153,69,-1.20E+02,-1.29E+02,163.119,-1.20E+02,156.503,2.86E+01
156,69,-1.16E+02,-1.26E+02,357.799,-1.17E+02,350.568,2.81E+01
159,69,-1.21E+02,-1.30E+02,346.107,-1.22E+02,348.893,3.60E+01
162,69,-1.14E+02,-1.23E+02,170.112,-1.14E+02,170.881,4.00E+01
165,69,-1.22E+02,-1.33E+02,159.16,-1.23E+02,161.897,3.76E+01
168,69,-1.12E+02,-1.21E+02,343.082,-1.12E+02,344.151,4.00E+01
171,69,-1.29E+02,-1.47E+02,124.573,-1.29E+02,171.049,2.10E+01
174,69,-1.09E+02,-1.17E+02,163.557,-1.10E+02,159.476,3.18E+01
177,69,-1.10E+02,-1.17E+02,340.945,-1.11E+02,333.403,2.59E+01
180,69,-9.87E+01,-1.08E+02,334.135,-9.93E+01,334.135,4.00E+01
0,72,-6.47E+01,-7.49E+01,330.598,-6.51E+01,150.598,4.00E+01
3,72,-7.80E+01,-8.80E+01,311.315,-7.85E+01,131.901,4.00E+01
6,72,-8.43E+01,-9.43E+01,92.917,-8.48E+01,272.131,4.00E+01
9,72,-8.87E+01,-9.87E+01,337.993,-8.91E+01,159.021,4.00E+01
12,72,-8.94E+01,-9.95E+01,150.304,-8.99E+01,330.838,4.00E+01
15,72,-9.36E+01,-1.04E+02,354.55,-9.40E+01,174.984,4.00E+01
18,72,-9.48E+01,-1.05E+02,182.769,-9.52E+01,2.664,4.00E+01
21,72,-9.78E+01,-1.08E+02,17.264,-9.82E+01,196.265,4.00E+01
24,72,-9.97E+01,-1.10E+02,208.464,-1.00E+02,26.329,3.94E+01
27,72,-1.03E+02,-1.13E+02,43.753,-1.03E+02,219.4,3.31E+01
30,72,-1.06E+02,-1.16E+02,242.604,-1.06E+02,54.976,2.82E+01
33,72,-1.10E+02,-1.19E+02,95.058,-1.11E+02,265.438,2.52E+01
36,72,-1.12E+02,-1.20E+02,314.856,-1.13E+02,134.391,4.00E+01
39,72,-1.10E+02,-1.20E+02,169.863,-1.11E+02,358.851,2.64E+01
42,72,-1.09E+02,-1.20E+02,14.597,-1.10E+02,196.25,4.00E+01
45,72,-1.11E+02,-1.22E+02,224.888,-1.11E+02,34.589,2.67E+01
48,72,-1.18E+02,-1.25E+02,91.181,-1.18E+02,245.113,1.54E+01
51,72,-1.16E+02,-1.25E+02,328.859,-1.17E+02,161.145,2.27E+01
54,72,-1.13E+02,-1.25E+02,198.889,-1.13E+02,15.658,3.78E+01
57,72,-1.18E+02,-1.27E+02,70.45,-1.19E+02,213.428,1.40E+01
60,72,-1.19E+02,-1.28E+02,315.505,-1.20E+02,152.731,1.96E+01
63,72,-1.15E+02,-1.28E+02,211.43,-1.15E+02,8.971,2.22E+01
66,72,-1.24E+02,-1.29E+02,101.778,-1.26E+02,286.918,2.76E+01
69,72,-1.18E+02,-1.32E+02,352.907,-1.18E+02,171.148,4.00E+01
72,72,-1.23E+02,-1.28E+02,260.711,-1.25E+02,36.279,8.57E+00
75,72,-1.16E+02,-1.32E+02,181.823,-1.16E+02,339.256,2.48E+01
78,72,-1.22E+02,-1.29E+02,91.361,-1.22E+02,299.112,1.48E+01
81,72,-1.21E+02,-1.32E+02,44.895,-1.22E+02,156.722,1.12E+01
84,72,-1.19E+02,-1.35E+02,299.481,-1.19E+02,123.869,3.91E+01
87,72,-1.24E+02,-1.33E+02,253.829,-1.25E+02,102.391,1.61E+01
90,72,-1.35E+02,-1.43E+02,209.608,-1.35E+02,265.819,9.34E+00
93,72,-1.25E+02,-1.41E+02,93.938,-1.25E+02,264.333,3.13E+01
96,72,-1.24E+02,-1.42E+02,116.723,-1.24E+02,296.74,4.00E+01
99,72,-1.19E+02,-1.35E+02,179.991,-1.19E+02,324.944,2.13E+01
102,72,-1.17E+02,-1.32E+02,188.959,-1.17E+02,327.901,1.88E+01
105,72,-1.18E+02,-1.32E+02,207.244,-1.18E+02,335.676,1.66E+01
108,72,-1.18E+02,-1.30E+02,236.706,-1.18E+02,7.801,1.45E+01
111,72,-1.15E+02,-1.27E+02,229.729,-1.15E+02,14.796,1.67E+01
114,72,-1.17E+02,-1.27E+02,203.217,-1.17E+02,358.924,1.85E+01
117,72,-1.31E+02,-1.32E+02,169.87,-1.37E+02,333.302,1.81E+01
120,72,-1.22E+02,-1.45E+02,187.397,-1.22E+02,122.776,2.39E+01
123,72,-1.23E+02,-1.38E+02,231.211,-1.24E+02,72.103,2.38E+01
126,72,-1.28E+02,-1.53E+02,289.401,-1.28E+02,325.41,2.97E+01
129,72,-1.27E+02,-1.34E+02,336.087,-1.28E+02,310.849,1.48E+01
132,72,-1.29E+02,-1.37E+02,283.467,-1.29E+02,321.338,1.27E+01
135,72,-1.20E+02,-1.35E+02,176.436,-1.20E+02,194.185,2.53E+01
138,72,-1.18E+02,-1.33E+02,170.306,-1.18E+02,166.718,3.95E+01
141,72,-1.32E+02,-1.47E+02,62.78,-1.32E+02,17.837,1.80E+01
144,72,-1.17E+02,-1.27E+02,2.546,-1.18E+02,351.518,2.47E+01
147,72,-1.21E+02,-1.34E+02,5.167,-1.21E+02,6.743,4.00E+01
150,72,-1.16E+02,-1.28E+02,155.219,-1.16E+02,165.526,2.70E+01
153,72,-1.20E+02,-1.30E+02,162.955,-1.20E+02,156.444,2.99E+01
156,72,-1.16E+02,-1.27E+02,357.836,-1.17E+02,350.555,2.92E+01
159,72,-1.21E+02,-1.32E+02,346.031,-1.22E+02,348.896,3.69E+01
162,72,-1.14E+02,-1.24E+02,170.259,-1.14E+02,171.085,4.00E+01
165,72,-1.22E+02,-1.34E+02,158.86,-1.23E+02,161.458,3.93E+01
168,72,-1.11E+02,-1.23E+02,343.279,-1.12E+02,344.261,4.00E+01
171,72,-1.29E+02,-1.49E+02,129.465,-1.29E+02,173.06,2.37E+01
174,72,-1.09E+02,-1.19E+02,163.567,-1.10E+02,159.445,3.28E+01
177,72,-1.10E+02,-1.19E+02,341.213,-1.11E+02,333.721,2.70E+01
180,72,-9.87E+01,-1.09E+02,334.135,-9.91E+01,334.135,4.00E+01
0,75,-6.47E+01,-7.64E+01,330.598,-6.50E+01,150.598,4.00E+01
