Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
135,258,-1.21E+02,-1.39E+02,119.816,-1.21E+02,113.009,3.70E+01
138,258,-1.37E+02,-1.41E+02,166.694,-1.40E+02,242.751,2.33E+00
141,258,-1.27E+02,-1.43E+02,255.562,-1.27E+02,242.187,2.95E+01
144,258,-1.28E+02,-1.43E+02,263.419,-1.28E+02,319.309,1.67E+01
147,258,-1.30E+02,-1.46E+02,46.227,-1.31E+02,11.956,2.09E+01
150,258,-1.28E+02,-1.45E+02,14.429,-1.28E+02,63.36,1.91E+01
153,258,-1.28E+02,-1.57E+02,354.143,-1.28E+02,340.089,4.00E+01
156,258,-1.35E+02,-1.49E+02,349.892,-1.36E+02,111.184,1.51E+01
159,258,-1.28E+02,-1.52E+02,15.984,-1.28E+02,355.588,3.33E+01
162,258,-1.28E+02,-1.39E+02,24.983,-1.28E+02,49.85,1.91E+01
165,258,-1.40E+02,-1.47E+02,169.476,-1.40E+02,136.89,1.32E+01
168,258,-1.40E+02,-1.65E+02,222.713,-1.40E+02,233.977,3.96E+01
171,258,-1.25E+02,-1.41E+02,75.067,-1.25E+02,86.84,2.98E+01
174,258,-1.33E+02,-1.41E+02,173.215,-1.33E+02,228.272,1.02E+01
177,258,-1.20E+02,-1.32E+02,23.817,-1.20E+02,68.732,1.58E+01
180,258,-1.11E+02,-1.25E+02,44.544,-1.11E+02,44.544,4.00E+01
0,261,-6.46E+01,-8.07E+01,253.57,-6.47E+01,73.57,4.00E+01
3,261,-7.61E+01,-9.21E+01,238.969,-7.62E+01,59.301,4.00E+01
6,261,-8.33E+01,-9.93E+01,35.579,-8.34E+01,215.263,4.00E+01
9,261,-8.61E+01,-1.02E+02,277.874,-8.62E+01,98.296,4.00E+01
12,261,-8.87E+01,-1.05E+02,94.498,-8.88E+01,274.253,4.00E+01
15,261,-9.30E+01,-1.09E+02,306.744,-9.31E+01,125.635,4.00E+01
18,261,-9.62E+01,-1.12E+02,137.36,-9.63E+01,314.537,4.00E+01
21,261,-1.01E+02,-1.17E+02,348.847,-1.01E+02,164.107,3.77E+01
24,261,-1.05E+02,-1.20E+02,201.293,-1.05E+02,17.811,3.96E+01
27,261,-1.06E+02,-1.21E+02,64.751,-1.06E+02,246.538,4.00E+01
30,261,-1.05E+02,-1.21E+02,273.178,-1.05E+02,97.479,3.86E+01
33,261,-1.05E+02,-1.21E+02,114.112,-1.05E+02,294.423,4.00E+01
36,261,-1.07E+02,-1.24E+02,316.695,-1.07E+02,133.761,4.00E+01
39,261,-1.13E+02,-1.28E+02,174.547,-1.13E+02,342.634,2.92E+01
42,261,-1.14E+02,-1.28E+02,58.417,-1.14E+02,236.446,4.00E+01
45,261,-1.11E+02,-1.27E+02,278.841,-1.11E+02,104.71,3.61E+01
48,261,-1.13E+02,-1.29E+02,130.344,-1.13E+02,302.777,3.45E+01
51,261,-1.17E+02,-1.32E+02,23.915,-1.17E+02,182.88,2.40E+01
54,261,-1.15E+02,-1.31E+02,262.922,-1.15E+02,91.964,3.20E+01
57,261,-1.16E+02,-1.34E+02,125.72,-1.16E+02,294.887,3.22E+01
60,261,-1.20E+02,-1.33E+02,41.218,-1.20E+02,202.778,2.36E+01
63,261,-1.15E+02,-1.34E+02,274.765,-1.15E+02,98.63,4.00E+01
66,261,-1.24E+02,-1.37E+02,199.981,-1.25E+02,2.215,2.29E+01
69,261,-1.19E+02,-1.35E+02,67.151,-1.19E+02,248.996,4.00E+01
72,261,-1.22E+02,-1.36E+02,11.695,-1.22E+02,152.559,1.84E+01
75,261,-1.17E+02,-1.37E+02,254.488,-1.17E+02,75.675,4.00E+01
78,261,-1.21E+02,-1.35E+02,208.533,-1.21E+02,23.847,3.53E+01
81,261,-1.22E+02,-1.42E+02,141.346,-1.22E+02,270.621,2.18E+01
84,261,-1.19E+02,-1.39E+02,51.114,-1.19E+02,229.781,4.00E+01
87,261,-1.24E+02,-1.41E+02,19.904,-1.24E+02,210.54,3.20E+01
90,261,-1.43E+02,-1.51E+02,273.792,-1.43E+02,359.88,7.05E+00
93,261,-1.31E+02,-1.45E+02,227.777,-1.31E+02,7.33,1.76E+01
96,261,-1.33E+02,-1.48E+02,285.94,-1.33E+02,114.925,3.13E+01
99,261,-1.22E+02,-1.39E+02,331.514,-1.22E+02,130.274,2.67E+01
102,261,-1.19E+02,-1.37E+02,337.087,-1.19E+02,125.495,2.33E+01
105,261,-1.21E+02,-1.38E+02,356.415,-1.21E+02,138.249,2.11E+01
108,261,-1.19E+02,-1.35E+02,22.972,-1.19E+02,173.626,2.30E+01
111,261,-1.15E+02,-1.33E+02,16.196,-1.15E+02,172.847,2.59E+01
114,261,-1.16E+02,-1.34E+02,349.332,-1.16E+02,158.856,3.25E+01
117,261,-1.27E+02,-1.38E+02,308.571,-1.27E+02,179.26,1.38E+01
120,261,-1.19E+02,-1.48E+02,265.658,-1.19E+02,259.795,4.00E+01
123,261,-1.19E+02,-1.49E+02,342.14,-1.19E+02,239.066,3.02E+01
126,261,-1.34E+02,-1.49E+02,313.258,-1.34E+02,219.598,1.49E+01
129,261,-1.30E+02,-1.44E+02,122.265,-1.31E+02,31.736,1.35E+01
132,261,-1.23E+02,-1.38E+02,99.086,-1.23E+02,119.089,2.48E+01
135,261,-1.21E+02,-1.42E+02,119.684,-1.21E+02,112.7,3.93E+01
138,261,-1.38E+02,-1.43E+02,166.375,-1.39E+02,239.957,4.33E+00
141,261,-1.27E+02,-1.46E+02,256.03,-1.27E+02,241.93,3.16E+01
144,261,-1.27E+02,-1.45E+02,264.412,-1.28E+02,319.545,1.93E+01
147,261,-1.30E+02,-1.49E+02,46.496,-1.30E+02,12.234,2.34E+01
150,261,-1.28E+02,-1.47E+02,14.559,-1.28E+02,63.432,2.17E+01
153,261,-1.28E+02,-1.60E+02,352.823,-1.28E+02,339.873,4.00E+01
156,261,-1.35E+02,-1.52E+02,350.368,-1.35E+02,111.003,1.75E+01
159,261,-1.28E+02,-1.54E+02,13.935,-1.28E+02,355.505,3.61E+01
162,261,-1.28E+02,-1.42E+02,25.511,-1.29E+02,51.674,2.10E+01
165,261,-1.41E+02,-1.50E+02,168.352,-1.42E+02,128.464,1.30E+01
168,261,-1.39E+02,-1.65E+02,203.513,-1.39E+02,227.891,3.40E+01
171,261,-1.25E+02,-1.43E+02,74.129,-1.25E+02,86.101,3.21E+01
174,261,-1.33E+02,-1.44E+02,173.414,-1.33E+02,228.327,1.25E+01
177,261,-1.20E+02,-1.35E+02,23.885,-1.20E+02,68.89,1.83E+01
180,261,-1.11E+02,-1.27E+02,44.544,-1.11E+02,44.544,4.00E+01
0,264,-6.46E+01,-8.42E+01,253.57,-6.46E+01,73.57,4.00E+01
3,264,-7.61E+01,-9.56E+01,238.948,-7.62E+01,59.279,4.00E+01
6,264,-8.33E+01,-1.03E+02,35.573,-8.34E+01,215.258,4.00E+01
9,264,-8.61E+01,-1.06E+02,277.972,-8.62E+01,98.394,4.00E+01
12,264,-8.87E+01,-1.08E+02,94.744,-8.87E+01,274.505,4.00E+01
15,264,-9.29E+01,-1.13E+02,307.188,-9.30E+01,126.059,4.00E+01
18,264,-9.61E+01,-1.16E+02,137.881,-9.61E+01,315.076,4.00E+01
21,264,-1.01E+02,-1.20E+02,348.951,-1.01E+02,164.322,4.00E+01
24,264,-1.05E+02,-1.24E+02,201.036,-1.05E+02,17.503,4.00E+01
27,264,-1.06E+02,-1.24E+02,64.484,-1.06E+02,246.318,4.00E+01
30,264,-1.05E+02,-1.24E+02,273.22,-1.05E+02,97.47,4.00E+01
33,264,-1.05E+02,-1.25E+02,114.288,-1.05E+02,294.487,4.00E+01
36,264,-1.07E+02,-1.27E+02,316.869,-1.07E+02,133.978,4.00E+01
39,264,-1.13E+02,-1.31E+02,175.035,-1.13E+02,343.25,3.27E+01
42,264,-1.14E+02,-1.32E+02,59.075,-1.14E+02,237.164,4.00E+01
45,264,-1.11E+02,-1.31E+02,279.316,-1.11E+02,105.221,3.95E+01
48,264,-1.13E+02,-1.33E+02,130.682,-1.13E+02,303.171,3.81E+01
51,264,-1.17E+02,-1.36E+02,24.58,-1.18E+02,183.606,2.74E+01
54,264,-1.15E+02,-1.34E+02,263.412,-1.15E+02,92.835,3.51E+01
57,264,-1.16E+02,-1.37E+02,125.483,-1.16E+02,294.644,3.57E+01
60,264,-1.20E+02,-1.37E+02,40.885,-1.20E+02,202.235,2.67E+01
63,264,-1.15E+02,-1.38E+02,274.619,-1.15E+02,98.517,4.00E+01
66,264,-1.25E+02,-1.40E+02,199.686,-1.25E+02,1.358,2.59E+01
69,264,-1.19E+02,-1.38E+02,67.094,-1.19E+02,249.022,4.00E+01
72,264,-1.22E+02,-1.39E+02,11.69,-1.22E+02,152.429,2.19E+01
75,264,-1.17E+02,-1.40E+02,254.034,-1.17E+02,75.741,4.00E+01
78,264,-1.21E+02,-1.38E+02,208.246,-1.21E+02,23.705,3.89E+01
81,264,-1.22E+02,-1.45E+02,141.691,-1.22E+02,270.726,2.52E+01
84,264,-1.19E+02,-1.42E+02,51.155,-1.19E+02,229.913,4.00E+01
87,264,-1.24E+02,-1.45E+02,19.842,-1.24E+02,210.407,3.55E+01
90,264,-1.43E+02,-1.54E+02,275.104,-1.44E+02,2.542,1.02E+01
93,264,-1.31E+02,-1.48E+02,227.943,-1.31E+02,7.878,2.10E+01
96,264,-1.33E+02,-1.51E+02,285.604,-1.33E+02,115.423,3.39E+01
99,264,-1.22E+02,-1.43E+02,330.956,-1.22E+02,129.986,3.03E+01
102,264,-1.19E+02,-1.40E+02,336.645,-1.19E+02,125.124,2.68E+01
105,264,-1.21E+02,-1.41E+02,355.873,-1.21E+02,137.989,2.46E+01
108,264,-1.19E+02,-1.39E+02,22.409,-1.19E+02,173.589,2.66E+01
111,264,-1.15E+02,-1.36E+02,15.528,-1.15E+02,172.865,2.96E+01
114,264,-1.16E+02,-1.37E+02,348.648,-1.16E+02,158.744,3.63E+01
117,264,-1.27E+02,-1.42E+02,308.321,-1.27E+02,179.303,1.69E+01
120,264,-1.19E+02,-1.51E+02,265.567,-1.19E+02,259.687,4.00E+01
123,264,-1.19E+02,-1.52E+02,340.489,-1.19E+02,238.978,3.38E+01
126,264,-1.34E+02,-1.52E+02,314.277,-1.34E+02,220.005,1.83E+01
129,264,-1.30E+02,-1.48E+02,121.051,-1.30E+02,31.871,1.71E+01
132,264,-1.23E+02,-1.42E+02,98.913,-1.23E+02,119.428,2.81E+01
135,264,-1.21E+02,-1.45E+02,119.203,-1.21E+02,112.273,4.00E+01
138,264,-1.39E+02,-1.46E+02,165.955,-1.40E+02,240.07,7.38E+00
141,264,-1.27E+02,-1.49E+02,255.688,-1.27E+02,241.612,3.50E+01
144,264,-1.27E+02,-1.49E+02,264.358,-1.27E+02,319.329,2.29E+01
147,264,-1.30E+02,-1.52E+02,46.465,-1.30E+02,12.339,2.68E+01
150,264,-1.28E+02,-1.51E+02,14.184,-1.28E+02,63.119,2.52E+01
153,264,-1.28E+02,-1.63E+02,353.349,-1.28E+02,339.874,4.00E+01
156,264,-1.35E+02,-1.56E+02,352.256,-1.35E+02,114.289,2.20E+01
159,264,-1.27E+02,-1.56E+02,10.686,-1.27E+02,355.576,4.00E+01
162,264,-1.29E+02,-1.46E+02,26.318,-1.29E+02,54.503,2.38E+01
165,264,-1.42E+02,-1.54E+02,167.017,-1.42E+02,117.694,1.43E+01
168,264,-1.38E+02,-1.67E+02,193.186,-1.38E+02,223.385,3.45E+01
171,264,-1.25E+02,-1.47E+02,73.488,-1.25E+02,85.592,3.55E+01
174,264,-1.33E+02,-1.47E+02,173.562,-1.33E+02,228.453,1.59E+01
177,264,-1.20E+02,-1.38E+02,23.935,-1.20E+02,69.009,2.17E+01
180,264,-1.11E+02,-1.31E+02,44.544,-1.11E+02,44.544,4.00E+01
0,267,-6.46E+01,-9.02E+01,253.57,-6.46E+01,73.57,4.00E+01
3,267,-7.61E+01,-1.02E+02,238.935,-7.61E+01,59.266,4.00E+01
6,267,-8.33E+01,-1.09E+02,35.567,-8.33E+01,215.252,4.00E+01
9,267,-8.61E+01,-1.12E+02,278.027,-8.61E+01,98.449,4.00E+01
12,267,-8.87E+01,-1.14E+02,94.901,-8.87E+01,274.666,4.00E+01
15,267,-9.29E+01,-1.19E+02,307.507,-9.29E+01,126.365,4.00E+01
18,267,-9.60E+01,-1.22E+02,138.323,-9.60E+01,315.533,4.00E+01
21,267,-1.01E+02,-1.26E+02,349.063,-1.01E+02,164.544,4.00E+01
24,267,-1.05E+02,-1.30E+02,200.666,-1.05E+02,17.097,4.00E+01
27,267,-1.06E+02,-1.30E+02,63.957,-1.06E+02,245.857,4.00E+01
30,267,-1.05E+02,-1.30E+02,273.24,-1.05E+02,97.445,4.00E+01
33,267,-1.05E+02,-1.31E+02,114.536,-1.05E+02,294.559,4.00E+01
36,267,-1.07E+02,-1.33E+02,316.871,-1.07E+02,134.106,4.00E+01
39,267,-1.12E+02,-1.37E+02,175.611,-1.13E+02,343.877,3.87E+01
42,267,-1.14E+02,-1.38E+02,59.765,-1.14E+02,238.057,4.00E+01
45,267,-1.11E+02,-1.37E+02,279.587,-1.11E+02,105.99,4.00E+01
48,267,-1.13E+02,-1.39E+02,131.2,-1.13E+02,303.58,4.00E+01
51,267,-1.18E+02,-1.42E+02,24.613,-1.18E+02,183.392,3.32E+01
54,267,-1.15E+02,-1.40E+02,262.865,-1.15E+02,92.503,4.00E+01
57,267,-1.16E+02,-1.43E+02,125.422,-1.16E+02,294.13,4.00E+01
60,267,-1.20E+02,-1.43E+02,40.662,-1.20E+02,201.698,3.26E+01
63,267,-1.15E+02,-1.44E+02,274.458,-1.15E+02,98.203,4.00E+01
66,267,-1.25E+02,-1.46E+02,199.211,-1.25E+02,0.321,3.16E+01
69,267,-1.19E+02,-1.44E+02,67.266,-1.19E+02,249.116,4.00E+01
72,267,-1.22E+02,-1.45E+02,12.551,-1.22E+02,152.828,2.77E+01
75,267,-1.17E+02,-1.46E+02,253.457,-1.17E+02,75.669,4.00E+01
78,267,-1.21E+02,-1.44E+02,208.167,-1.21E+02,23.404,4.00E+01
81,267,-1.22E+02,-1.51E+02,142.156,-1.22E+02,270.715,3.13E+01
84,267,-1.19E+02,-1.48E+02,50.326,-1.19E+02,229.775,4.00E+01
87,267,-1.24E+02,-1.51E+02,18.748,-1.24E+02,209.998,4.00E+01
90,267,-1.44E+02,-1.60E+02,275.265,-1.45E+02,1.788,1.52E+01
93,267,-1.31E+02,-1.54E+02,228.683,-1.31E+02,6.913,2.65E+01
96,267,-1.33E+02,-1.57E+02,285.778,-1.33E+02,114.639,4.00E+01
99,267,-1.22E+02,-1.49E+02,330.962,-1.22E+02,129.399,3.59E+01
102,267,-1.19E+02,-1.46E+02,336.7,-1.19E+02,124.608,3.27E+01
105,267,-1.21E+02,-1.47E+02,356.117,-1.21E+02,137.723,3.06E+01
108,267,-1.19E+02,-1.45E+02,22.957,-1.19E+02,173.546,3.25E+01
111,267,-1.15E+02,-1.42E+02,16.049,-1.15E+02,172.783,3.54E+01
114,267,-1.16E+02,-1.43E+02,349.298,-1.16E+02,158.432,4.00E+01
117,267,-1.27E+02,-1.48E+02,308.666,-1.27E+02,178.717,2.32E+01
120,267,-1.19E+02,-1.57E+02,263.075,-1.19E+02,259.166,4.00E+01
123,267,-1.19E+02,-1.59E+02,340.583,-1.19E+02,239.143,4.00E+01
126,267,-1.34E+02,-1.58E+02,313.749,-1.34E+02,222.857,2.39E+01
129,267,-1.30E+02,-1.53E+02,122.805,-1.30E+02,32.932,2.29E+01
132,267,-1.23E+02,-1.48E+02,99.947,-1.23E+02,119.84,3.43E+01
135,267,-1.21E+02,-1.51E+02,119.233,-1.21E+02,112.698,4.00E+01
138,267,-1.40E+02,-1.53E+02,165.535,-1.40E+02,242.041,1.30E+01
141,267,-1.27E+02,-1.55E+02,254.573,-1.27E+02,241.949,4.00E+01
144,267,-1.27E+02,-1.55E+02,261.753,-1.27E+02,318.6,2.88E+01
147,267,-1.30E+02,-1.58E+02,46.873,-1.30E+02,12.721,3.26E+01
150,267,-1.28E+02,-1.57E+02,13.651,-1.28E+02,63.024,3.12E+01
153,267,-1.28E+02,-1.69E+02,355.207,-1.28E+02,340.196,4.00E+01
156,267,-1.35E+02,-1.63E+02,355.03,-1.35E+02,118.985,2.98E+01
159,267,-1.27E+02,-1.60E+02,8.495,-1.27E+02,355.713,4.00E+01
162,267,-1.29E+02,-1.52E+02,27.05,-1.29E+02,57.124,2.93E+01
165,267,-1.43E+02,-1.61E+02,165.939,-1.43E+02,108.44,1.91E+01
168,267,-1.38E+02,-1.72E+02,188.101,-1.38E+02,220.689,3.91E+01
171,267,-1.25E+02,-1.53E+02,73.128,-1.25E+02,85.3,4.00E+01
174,267,-1.33E+02,-1.53E+02,173.656,-1.33E+02,228.567,2.19E+01
177,267,-1.20E+02,-1.44E+02,23.961,-1.20E+02,69.082,2.77E+01
180,267,-1.11E+02,-1.37E+02,44.544,-1.11E+02,44.544,4.00E+01
0,270,-6.46E+01,-2.00E+02,347.811,-6.46E+01,73.57,4.00E+01
3,270,-7.61E+01,-2.00E+02,228.887,-7.61E+01,59.262,4.00E+01
6,270,-8.33E+01,-2.00E+02,247.108,-8.33E+01,215.25,4.00E+01
9,270,-8.61E+01,-2.00E+02,38.2,-8.61E+01,98.467,4.00E+01
12,270,-8.87E+01,-2.00E+02,111.691,-8.87E+01,274.721,4.00E+01
15,270,-9.29E+01,-2.00E+02,201.119,-9.29E+01,126.475,4.00E+01
18,270,-9.60E+01,-2.00E+02,250.454,-9.60E+01,315.71,4.00E+01
21,270,-1.01E+02,-2.00E+02,44.169,-1.01E+02,164.638,4.00E+01
24,270,-1.05E+02,-2.00E+02,203.162,-1.05E+02,16.893,4.00E+01
27,270,-1.06E+02,-2.00E+02,11.383,-1.06E+02,245.603,4.00E+01
30,270,-1.05E+02,-2.00E+02,338.746,-1.05E+02,97.418,4.00E+01
33,270,-1.05E+02,-2.00E+02,155.737,-1.05E+02,294.59,4.00E+01
36,270,-1.07E+02,-2.00E+02,323.71,-1.07E+02,134.141,4.00E+01
39,270,-1.12E+02,-2.00E+02,141.053,-1.12E+02,344.137,4.00E+01
42,270,-1.14E+02,-2.00E+02,123.56,-1.14E+02,238.47,4.00E+01
45,270,-1.11E+02,-2.00E+02,287.99,-1.11E+02,106.379,4.00E+01
48,270,-1.13E+02,-2.00E+02,70.823,-1.13E+02,303.811,4.00E+01
51,270,-1.18E+02,-2.00E+02,79.264,-1.18E+02,182.943,4.00E+01
54,270,-1.15E+02,-2.00E+02,133.327,-1.15E+02,91.811,4.00E+01
57,270,-1.16E+02,-2.00E+02,119.448,-1.16E+02,293.835,4.00E+01
60,270,-1.20E+02,-2.00E+02,182.379,-1.20E+02,201.786,4.00E+01
63,270,-1.15E+02,-2.00E+02,241.967,-1.15E+02,98.231,4.00E+01
66,270,-1.25E+02,-2.00E+02,334.755,-1.25E+02,359.469,4.00E+01
69,270,-1.18E+02,-2.00E+02,49.814,-1.18E+02,248.6,4.00E+01
72,270,-1.22E+02,-2.00E+02,115.182,-1.22E+02,153.047,4.00E+01
75,270,-1.17E+02,-2.00E+02,136.94,-1.17E+02,75.532,4.00E+01
78,270,-1.21E+02,-2.00E+02,307.168,-1.21E+02,23.705,4.00E+01
81,270,-1.22E+02,-2.00E+02,302.539,-1.22E+02,270.158,4.00E+01
84,270,-1.19E+02,-2.00E+02,256.9,-1.19E+02,229.309,4.00E+01
87,270,-1.24E+02,-2.00E+02,169.219,-1.24E+02,209.159,4.00E+01
90,270,-1.45E+02,-2.00E+02,141.411,-1.45E+02,7.346,4.00E+01
93,270,-1.31E+02,-2.00E+02,96.586,-1.31E+02,7.624,4.00E+01
96,270,-1.33E+02,-2.00E+02,16.162,-1.33E+02,113.807,4.00E+01
99,270,-1.22E+02,-2.00E+02,340.205,-1.22E+02,128.95,4.00E+01
102,270,-1.19E+02,-2.00E+02,317.959,-1.19E+02,124.213,4.00E+01
105,270,-1.21E+02,-2.00E+02,301.659,-1.21E+02,137.024,4.00E+01
108,270,-1.19E+02,-2.00E+02,341.742,-1.19E+02,173.029,4.00E+01
111,270,-1.15E+02,-2.00E+02,39.74,-1.15E+02,172.423,4.00E+01
114,270,-1.16E+02,-2.00E+02,11.934,-1.16E+02,158.052,4.00E+01
117,270,-1.27E+02,-2.00E+02,336.365,-1.27E+02,177.611,4.00E+01
120,270,-1.19E+02,-2.00E+02,309.759,-1.19E+02,258.581,4.00E+01
123,270,-1.19E+02,-2.00E+02,239.334,-1.19E+02,239.16,4.00E+01
126,270,-1.35E+02,-2.00E+02,82.195,-1.35E+02,225.443,4.00E+01
129,270,-1.30E+02,-2.00E+02,65.11,-1.30E+02,33.803,4.00E+01
132,270,-1.23E+02,-2.00E+02,19.337,-1.23E+02,120.016,4.00E+01
135,270,-1.21E+02,-2.00E+02,301.298,-1.21E+02,113.177,4.00E+01
138,270,-1.40E+02,-2.00E+02,190.65,-1.40E+02,242.444,4.00E+01
141,270,-1.27E+02,-2.00E+02,172.429,-1.27E+02,242.325,4.00E+01
144,270,-1.28E+02,-2.00E+02,53.317,-1.28E+02,318.154,4.00E+01
147,270,-1.30E+02,-2.00E+02,359.955,-1.30E+02,12.999,4.00E+01
150,270,-1.28E+02,-2.00E+02,254.337,-1.28E+02,63.084,4.00E+01
153,270,-1.28E+02,-2.00E+02,215.115,-1.28E+02,340.4,4.00E+01
156,270,-1.34E+02,-2.00E+02,211.618,-1.34E+02,121.069,4.00E+01
159,270,-1.27E+02,-2.00E+02,89.58,-1.27E+02,355.777,4.00E+01
162,270,-1.29E+02,-2.00E+02,150.53,-1.29E+02,58.197,4.00E+01
165,270,-1.43E+02,-2.00E+02,340.662,-1.43E+02,104.838,4.00E+01
168,270,-1.38E+02,-2.00E+02,21.475,-1.38E+02,219.799,4.00E+01
171,270,-1.25E+02,-2.00E+02,147.318,-1.25E+02,85.206,4.00E+01
174,270,-1.33E+02,-2.00E+02,306.513,-1.33E+02,228.611,4.00E+01
177,270,-1.20E+02,-2.00E+02,312.158,-1.20E+02,69.107,4.00E+01
180,270,-1.11E+02,-2.00E+02,291.203,-1.11E+02,44.544,4.00E+01
0,273,-6.46E+01,-9.02E+01,73.57,-6.46E+01,73.57,4.00E+01
3,273,-7.61E+01,-1.02E+02,58.935,-7.61E+01,59.266,4.00E+01
6,273,-8.33E+01,-1.09E+02,215.567,-8.33E+01,215.252,4.00E+01
9,273,-8.61E+01,-1.12E+02,98.027,-8.61E+01,98.449,4.00E+01
12,273,-8.87E+01,-1.14E+02,274.901,-8.87E+01,274.666,4.00E+01
15,273,-9.29E+01,-1.19E+02,127.507,-9.29E+01,126.365,4.00E+01
18,273,-9.60E+01,-1.22E+02,318.323,-9.60E+01,315.533,4.00E+01
21,273,-1.01E+02,-1.26E+02,169.063,-1.01E+02,164.544,4.00E+01
24,273,-1.05E+02,-1.30E+02,20.665,-1.05E+02,17.097,4.00E+01
27,273,-1.06E+02,-1.30E+02,243.957,-1.06E+02,245.857,4.00E+01
30,273,-1.05E+02,-1.30E+02,93.24,-1.05E+02,97.445,4.00E+01
33,273,-1.05E+02,-1.31E+02,294.536,-1.05E+02,294.559,4.00E+01
36,273,-1.07E+02,-1.33E+02,136.871,-1.07E+02,134.106,4.00E+01
39,273,-1.12E+02,-1.37E+02,355.611,-1.13E+02,343.877,3.87E+01
42,273,-1.14E+02,-1.38E+02,239.765,-1.14E+02,238.057,4.00E+01
45,273,-1.11E+02,-1.37E+02,99.587,-1.11E+02,105.99,4.00E+01
48,273,-1.13E+02,-1.39E+02,311.2,-1.13E+02,303.58,4.00E+01
51,273,-1.18E+02,-1.42E+02,204.613,-1.18E+02,183.392,3.32E+01
54,273,-1.15E+02,-1.40E+02,82.865,-1.15E+02,92.503,4.00E+01
57,273,-1.16E+02,-1.43E+02,305.422,-1.16E+02,294.13,4.00E+01
60,273,-1.20E+02,-1.43E+02,220.662,-1.20E+02,201.698,3.26E+01
63,273,-1.15E+02,-1.44E+02,94.458,-1.15E+02,98.203,4.00E+01
66,273,-1.25E+02,-1.46E+02,19.211,-1.25E+02,0.321,3.16E+01
69,273,-1.19E+02,-1.44E+02,247.266,-1.19E+02,249.116,4.00E+01
72,273,-1.22E+02,-1.45E+02,192.551,-1.22E+02,152.828,2.77E+01
75,273,-1.17E+02,-1.46E+02,73.457,-1.17E+02,75.669,4.00E+01
78,273,-1.21E+02,-1.44E+02,28.167,-1.21E+02,23.404,4.00E+01
81,273,-1.22E+02,-1.51E+02,322.156,-1.22E+02,270.715,3.13E+01
84,273,-1.19E+02,-1.48E+02,230.326,-1.19E+02,229.775,4.00E+01
87,273,-1.24E+02,-1.51E+02,198.749,-1.24E+02,209.998,4.00E+01
90,273,-1.44E+02,-1.60E+02,95.263,-1.45E+02,1.788,1.52E+01
93,273,-1.31E+02,-1.54E+02,48.683,-1.31E+02,6.913,2.65E+01
96,273,-1.33E+02,-1.57E+02,105.778,-1.33E+02,114.639,4.00E+01
99,273,-1.22E+02,-1.49E+02,150.962,-1.22E+02,129.399,3.59E+01
102,273,-1.19E+02,-1.46E+02,156.7,-1.19E+02,124.608,3.27E+01
105,273,-1.21E+02,-1.47E+02,176.116,-1.21E+02,137.723,3.06E+01
108,273,-1.19E+02,-1.45E+02,202.956,-1.19E+02,173.546,3.25E+01
111,273,-1.15E+02,-1.42E+02,196.049,-1.15E+02,172.783,3.54E+01
114,273,-1.16E+02,-1.43E+02,169.299,-1.16E+02,158.432,4.00E+01
117,273,-1.27E+02,-1.48E+02,128.666,-1.27E+02,178.717,2.32E+01
120,273,-1.19E+02,-1.57E+02,83.075,-1.19E+02,259.166,4.00E+01
123,273,-1.19E+02,-1.59E+02,160.583,-1.19E+02,239.143,4.00E+01
126,273,-1.34E+02,-1.58E+02,133.749,-1.34E+02,222.857,2.39E+01
129,273,-1.30E+02,-1.53E+02,302.805,-1.30E+02,32.932,2.29E+01
132,273,-1.23E+02,-1.48E+02,279.947,-1.23E+02,119.84,3.43E+01
135,273,-1.21E+02,-1.51E+02,299.233,-1.21E+02,112.698,4.00E+01
138,273,-1.40E+02,-1.53E+02,345.536,-1.40E+02,242.041,1.30E+01
141,273,-1.27E+02,-1.55E+02,74.573,-1.27E+02,241.949,4.00E+01
144,273,-1.27E+02,-1.55E+02,81.754,-1.27E+02,318.6,2.88E+01
147,273,-1.30E+02,-1.58E+02,226.873,-1.30E+02,12.721,3.26E+01
150,273,-1.28E+02,-1.57E+02,193.651,-1.28E+02,63.024,3.12E+01
153,273,-1.28E+02,-1.69E+02,175.209,-1.28E+02,340.196,4.00E+01
156,273,-1.35E+02,-1.63E+02,175.028,-1.35E+02,118.985,2.98E+01
159,273,-1.27E+02,-1.60E+02,188.494,-1.27E+02,355.713,4.00E+01
162,273,-1.29E+02,-1.52E+02,207.05,-1.29E+02,57.124,2.93E+01
165,273,-1.43E+02,-1.61E+02,345.938,-1.43E+02,108.44,1.91E+01
168,273,-1.38E+02,-1.72E+02,8.099,-1.38E+02,220.689,3.91E+01
171,273,-1.25E+02,-1.53E+02,253.128,-1.25E+02,85.3,4.00E+01
174,273,-1.33E+02,-1.53E+02,353.657,-1.33E+02,228.566,2.19E+01
177,273,-1.20E+02,-1.44E+02,203.961,-1.20E+02,69.082,2.77E+01
180,273,-1.11E+02,-1.37E+02,224.544,-1.11E+02,44.544,4.00E+01
0,276,-6.46E+01,-8.42E+01,73.57,-6.46E+01,73.57,4.00E+01
3,276,-7.61E+01,-9.56E+01,58.948,-7.62E+01,59.279,4.00E+01
