Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
129,120,5.04E+01,3.17E+01,267.743,5.04E+01,162.795,1.90E+01
132,120,4.50E+01,4.21E+01,7.761,4.18E+01,127.383,4.71E+00
135,120,4.68E+01,2.78E+01,200.495,4.68E+01,246.248,2.19E+01
138,120,4.70E+01,4.13E+01,123.125,4.56E+01,10.252,5.65E+00
141,120,4.96E+01,3.70E+01,198.886,4.93E+01,318.83,1.37E+01
144,120,4.47E+01,3.46E+01,169.465,4.42E+01,106.358,1.08E+01
147,120,4.34E+01,4.15E+01,311.492,3.88E+01,79.835,6.94E+00
150,120,4.82E+01,3.64E+01,293.857,4.79E+01,150.27,1.64E+01
153,120,4.46E+01,3.98E+01,352.455,4.29E+01,126.547,8.22E+00
156,120,4.25E+01,1.87E+01,271.175,4.25E+01,249.421,3.24E+01
159,120,3.88E+01,3.87E+01,98.6,2.15E+01,39.399,1.85E+01
162,120,4.79E+01,3.13E+01,118.61,4.78E+01,292.015,3.54E+01
165,120,4.43E+01,4.30E+01,128.351,3.86E+01,330.545,1.53E+01
168,120,4.73E+01,3.31E+01,82.278,4.72E+01,287.632,2.18E+01
171,120,4.90E+01,4.51E+01,128.145,4.67E+01,311.559,3.07E+01
174,120,4.55E+01,4.01E+01,149.975,4.41E+01,349.505,1.62E+01
177,120,5.37E+01,4.25E+01,196.198,5.33E+01,306.992,1.15E+01
180,120,6.00E+01,5.40E+01,151.973,5.88E+01,331.973,4.00E+01
0,123,1.08E+02,1.02E+02,242.883,1.06E+02,242.883,4.00E+01
3,123,9.10E+01,8.59E+01,228.655,8.94E+01,230.294,3.76E+01
6,123,9.45E+01,8.92E+01,33.275,9.29E+01,33.582,4.00E+01
9,123,9.17E+01,8.64E+01,245.195,9.02E+01,245.078,4.00E+01
12,123,8.70E+01,8.17E+01,96.54,8.54E+01,95.432,4.00E+01
15,123,8.11E+01,7.61E+01,310.657,7.95E+01,308.25,3.42E+01
18,123,7.66E+01,7.18E+01,178.298,7.49E+01,177.737,4.00E+01
21,123,7.59E+01,7.09E+01,40.48,7.42E+01,43.264,3.29E+01
24,123,7.61E+01,7.08E+01,244.918,7.45E+01,247.255,3.46E+01
27,123,7.53E+01,6.99E+01,80.233,7.38E+01,80.701,4.00E+01
30,123,7.33E+01,6.78E+01,272.133,7.19E+01,269.679,3.43E+01
33,123,7.00E+01,6.46E+01,105.612,6.86E+01,98.839,2.55E+01
36,123,6.50E+01,6.02E+01,309.537,6.32E+01,297.025,1.97E+01
39,123,6.11E+01,5.75E+01,174.882,5.86E+01,174.064,4.00E+01
42,123,6.38E+01,5.89E+01,30.465,6.21E+01,38.537,2.36E+01
45,123,6.58E+01,6.00E+01,226.114,6.45E+01,229.232,3.24E+01
48,123,6.59E+01,5.97E+01,54.557,6.47E+01,51.148,3.19E+01
51,123,6.42E+01,5.77E+01,244.238,6.30E+01,232.367,2.12E+01
54,123,6.00E+01,5.44E+01,85.446,5.85E+01,61.863,1.46E+01
57,123,5.57E+01,5.25E+01,306.453,5.28E+01,298.493,2.32E+01
60,123,5.96E+01,5.41E+01,159.629,5.82E+01,168.395,2.32E+01
63,123,6.22E+01,5.51E+01,355.758,6.13E+01,355.086,4.00E+01
66,123,6.19E+01,5.43E+01,189.494,6.11E+01,176.294,2.12E+01
69,123,5.86E+01,5.22E+01,32.591,5.75E+01,5.593,1.41E+01
72,123,5.51E+01,5.11E+01,248.699,5.29E+01,242.263,2.52E+01
75,123,5.90E+01,5.17E+01,99.129,5.81E+01,107.999,2.44E+01
78,123,6.07E+01,5.16E+01,300.996,6.01E+01,295.636,3.03E+01
81,123,5.84E+01,5.02E+01,146.56,5.77E+01,123.474,1.69E+01
84,123,5.36E+01,4.91E+01,357.805,5.17E+01,356.191,3.74E+01
87,123,5.70E+01,4.81E+01,205.376,5.64E+01,230.718,1.67E+01
90,123,5.75E+01,4.64E+01,53.681,5.71E+01,56.292,3.83E+01
93,123,5.13E+01,4.55E+01,262.932,4.99E+01,241.294,1.55E+01
96,123,4.89E+01,4.50E+01,97.948,4.67E+01,180.302,2.10E+00
99,123,5.12E+01,4.21E+01,292.213,5.06E+01,344.992,1.09E+01
102,123,5.03E+01,4.10E+01,157.874,4.98E+01,105.397,1.13E+01
105,123,4.87E+01,4.38E+01,356.957,4.70E+01,250.643,4.06E+00
108,123,4.77E+01,4.09E+01,175.508,4.66E+01,204.132,1.38E+01
111,123,5.35E+01,3.28E+01,59.036,5.35E+01,21.887,2.52E+01
114,123,4.60E+01,4.12E+01,251.759,4.42E+01,211.501,9.36E+00
117,123,4.95E+01,4.19E+01,50.402,4.87E+01,146.082,6.79E+00
120,123,4.81E+01,3.45E+01,307.17,4.79E+01,275.731,1.94E+01
123,123,4.74E+01,4.36E+01,154.034,4.51E+01,35.333,4.79E+00
126,123,4.80E+01,3.52E+01,295.511,4.78E+01,353.274,1.42E+01
129,123,5.02E+01,3.25E+01,268.421,5.02E+01,162.521,1.80E+01
132,123,4.52E+01,4.28E+01,8.055,4.16E+01,127.541,4.86E+00
135,123,4.67E+01,2.87E+01,196.116,4.66E+01,246.871,2.02E+01
138,123,4.70E+01,4.21E+01,122.912,4.53E+01,10.24,4.82E+00
141,123,4.93E+01,3.77E+01,200.045,4.90E+01,318.949,1.26E+01
144,123,4.45E+01,3.54E+01,169.728,4.40E+01,106.559,9.89E+00
147,123,4.38E+01,4.23E+01,311.765,3.85E+01,79.475,7.39E+00
150,123,4.80E+01,3.70E+01,293.838,4.76E+01,150.752,1.55E+01
153,123,4.45E+01,4.03E+01,353.523,4.24E+01,125.753,7.42E+00
156,123,4.22E+01,2.02E+01,264.562,4.22E+01,250.765,3.44E+01
159,123,3.95E+01,3.94E+01,98.953,2.22E+01,40.21,1.86E+01
162,123,4.78E+01,3.27E+01,120.691,4.76E+01,293.063,3.28E+01
165,123,4.51E+01,4.39E+01,129.235,3.89E+01,330.782,1.59E+01
168,123,4.72E+01,3.40E+01,83.261,4.70E+01,287.719,2.10E+01
171,123,4.91E+01,4.57E+01,128.294,4.64E+01,312.043,2.97E+01
174,123,4.58E+01,4.10E+01,150.264,4.40E+01,349.392,1.60E+01
177,123,5.36E+01,4.34E+01,195.677,5.31E+01,307.304,1.05E+01
180,123,6.00E+01,5.48E+01,151.973,5.85E+01,331.973,4.00E+01
0,126,1.08E+02,1.03E+02,242.883,1.06E+02,242.883,4.00E+01
3,126,9.10E+01,8.65E+01,228.967,8.91E+01,230.615,3.72E+01
6,126,9.45E+01,9.00E+01,32.806,9.27E+01,33.108,4.00E+01
9,126,9.17E+01,8.71E+01,245.555,8.99E+01,245.439,4.00E+01
12,126,8.70E+01,8.24E+01,96.335,8.51E+01,95.227,4.00E+01
15,126,8.11E+01,7.67E+01,310.597,7.92E+01,308.175,3.39E+01
18,126,7.66E+01,7.25E+01,178.172,7.45E+01,177.601,4.00E+01
21,126,7.59E+01,7.16E+01,40.33,7.39E+01,43.114,3.26E+01
24,126,7.61E+01,7.15E+01,245.136,7.43E+01,247.496,3.41E+01
27,126,7.53E+01,7.05E+01,80.31,7.35E+01,80.769,4.00E+01
30,126,7.34E+01,6.85E+01,272.116,7.16E+01,269.66,3.39E+01
33,126,7.00E+01,6.52E+01,105.397,6.83E+01,98.59,2.50E+01
36,126,6.50E+01,6.08E+01,309.531,6.29E+01,296.972,1.94E+01
39,126,6.12E+01,5.81E+01,174.659,5.82E+01,173.953,4.00E+01
42,126,6.39E+01,5.96E+01,30.505,6.18E+01,38.508,2.34E+01
45,126,6.58E+01,6.07E+01,226.117,6.42E+01,229.237,3.20E+01
48,126,6.58E+01,6.03E+01,54.803,6.44E+01,51.495,3.17E+01
51,126,6.40E+01,5.83E+01,244.165,6.26E+01,232.206,2.06E+01
54,126,5.99E+01,5.50E+01,85.002,5.82E+01,61.096,1.41E+01
57,126,5.58E+01,5.31E+01,306.189,5.24E+01,297.325,2.22E+01
60,126,5.95E+01,5.47E+01,159.009,5.78E+01,167.619,2.30E+01
63,126,6.21E+01,5.58E+01,355.223,6.09E+01,354.707,4.00E+01
66,126,6.18E+01,5.50E+01,189.101,6.08E+01,176.129,2.07E+01
69,126,5.87E+01,5.29E+01,32.22,5.73E+01,5.232,1.36E+01
72,126,5.53E+01,5.18E+01,248.365,5.27E+01,241.931,2.51E+01
75,126,5.89E+01,5.25E+01,98.964,5.78E+01,107.841,2.38E+01
78,126,6.06E+01,5.23E+01,301.185,5.99E+01,295.618,2.92E+01
81,126,5.83E+01,5.09E+01,146.953,5.74E+01,123.682,1.61E+01
84,126,5.37E+01,4.98E+01,358.304,5.14E+01,356.344,3.55E+01
87,126,5.69E+01,4.88E+01,206.125,5.61E+01,230.886,1.62E+01
90,126,5.73E+01,4.71E+01,54.36,5.68E+01,56.486,3.93E+01
93,126,5.12E+01,4.62E+01,263.509,4.96E+01,241.663,1.50E+01
96,126,4.90E+01,4.55E+01,98.557,4.64E+01,180.426,1.50E+00
99,126,5.09E+01,4.26E+01,292.7,5.02E+01,345.068,1.02E+01
102,126,5.01E+01,4.15E+01,158.471,4.95E+01,105.165,1.04E+01
105,126,4.87E+01,4.44E+01,356.681,4.66E+01,250.8,3.31E+00
108,126,4.76E+01,4.16E+01,174.661,4.63E+01,203.849,1.31E+01
111,126,5.33E+01,3.33E+01,58.081,5.32E+01,22.092,2.46E+01
114,126,4.61E+01,4.19E+01,251.606,4.40E+01,211.957,9.17E+00
117,126,4.94E+01,4.26E+01,50.197,4.84E+01,146,5.89E+00
120,126,4.79E+01,3.54E+01,308.121,4.76E+01,274.757,1.78E+01
123,126,4.73E+01,4.42E+01,153.468,4.45E+01,35.652,4.40E+00
126,126,4.78E+01,3.59E+01,294.758,4.75E+01,353.15,1.32E+01
129,126,5.00E+01,3.34E+01,267.024,4.99E+01,162.121,1.68E+01
132,126,4.56E+01,4.35E+01,7.653,4.14E+01,126.681,5.13E+00
135,126,4.65E+01,2.93E+01,196.482,4.64E+01,246.844,1.95E+01
138,126,4.70E+01,4.28E+01,122.66,4.49E+01,10.168,4.14E+00
141,126,4.92E+01,3.85E+01,200.039,4.88E+01,319.18,1.17E+01
144,126,4.44E+01,3.61E+01,169.829,4.38E+01,106.52,8.97E+00
147,126,4.43E+01,4.30E+01,312.093,3.84E+01,79.946,7.95E+00
150,126,4.77E+01,3.77E+01,293.458,4.73E+01,150.919,1.45E+01
153,126,4.45E+01,4.10E+01,353.976,4.20E+01,125.622,7.04E+00
156,126,4.19E+01,2.21E+01,272.16,4.18E+01,250.532,2.84E+01
159,126,4.01E+01,4.00E+01,99.645,2.31E+01,42.384,1.85E+01
162,126,4.76E+01,3.38E+01,122.249,4.74E+01,293.842,3.07E+01
165,126,4.56E+01,4.46E+01,129.428,3.87E+01,330.375,1.67E+01
168,126,4.69E+01,3.46E+01,81.738,4.66E+01,287.261,1.97E+01
171,126,4.91E+01,4.63E+01,128.406,4.60E+01,312.5,2.89E+01
174,126,4.60E+01,4.19E+01,150.573,4.39E+01,349.365,1.59E+01
177,126,5.34E+01,4.42E+01,195.248,5.29E+01,307.567,9.56E+00
180,126,6.00E+01,5.54E+01,151.973,5.82E+01,331.973,4.00E+01
0,129,1.08E+02,1.04E+02,242.883,1.05E+02,242.883,4.00E+01
3,129,9.10E+01,8.71E+01,229.202,8.88E+01,230.856,3.70E+01
6,129,9.46E+01,9.06E+01,32.44,9.24E+01,32.738,4.00E+01
9,129,9.17E+01,8.77E+01,245.968,8.95E+01,245.852,4.00E+01
12,129,8.69E+01,8.29E+01,95.938,8.47E+01,94.83,4.00E+01
15,129,8.12E+01,7.73E+01,310.708,7.89E+01,308.294,3.37E+01
18,129,7.67E+01,7.31E+01,178.003,7.42E+01,177.422,4.00E+01
21,129,7.60E+01,7.22E+01,40.369,7.36E+01,43.136,3.25E+01
24,129,7.61E+01,7.21E+01,245.364,7.39E+01,247.751,3.38E+01
27,129,7.53E+01,7.11E+01,80.314,7.32E+01,80.765,4.00E+01
30,129,7.33E+01,6.91E+01,271.958,7.13E+01,269.549,3.38E+01
33,129,7.00E+01,6.58E+01,105.377,6.79E+01,98.505,2.47E+01
36,129,6.50E+01,6.14E+01,309.626,6.26E+01,297.028,1.92E+01
39,129,6.13E+01,5.87E+01,174.53,5.79E+01,173.777,4.00E+01
42,129,6.39E+01,6.02E+01,30.522,6.15E+01,38.572,2.32E+01
45,129,6.58E+01,6.13E+01,225.955,6.39E+01,229.055,3.17E+01
48,129,6.58E+01,6.09E+01,54.785,6.41E+01,51.394,3.11E+01
51,129,6.39E+01,5.89E+01,244.735,6.22E+01,232.868,2.03E+01
54,129,5.98E+01,5.55E+01,85.205,5.77E+01,61.108,1.37E+01
57,129,5.58E+01,5.36E+01,306.041,5.19E+01,297.231,2.24E+01
60,129,5.94E+01,5.53E+01,158.82,5.74E+01,167.6,2.26E+01
63,129,6.19E+01,5.63E+01,354.937,6.05E+01,354.458,4.00E+01
66,129,6.17E+01,5.56E+01,188.974,6.05E+01,175.998,2.02E+01
69,129,5.86E+01,5.35E+01,32.243,5.70E+01,5.038,1.31E+01
72,129,5.53E+01,5.24E+01,248.451,5.23E+01,241.493,2.43E+01
75,129,5.88E+01,5.31E+01,99.203,5.74E+01,107.862,2.35E+01
78,129,6.04E+01,5.29E+01,301.464,5.95E+01,295.591,2.81E+01
81,129,5.81E+01,5.15E+01,147.06,5.70E+01,123.393,1.53E+01
84,129,5.37E+01,5.03E+01,358.418,5.10E+01,356.416,3.52E+01
87,129,5.66E+01,4.93E+01,206.265,5.57E+01,230.84,1.56E+01
90,129,5.70E+01,4.75E+01,54.197,5.64E+01,56.198,3.91E+01
93,129,5.11E+01,4.67E+01,263.152,4.92E+01,240.938,1.45E+01
96,129,4.90E+01,4.61E+01,97.95,4.59E+01,180.571,1.14E+00
99,129,5.07E+01,4.32E+01,291.691,4.98E+01,344.365,9.37E+00
102,129,5.00E+01,4.20E+01,157.785,4.92E+01,104.816,9.79E+00
105,129,4.88E+01,4.50E+01,356.355,4.64E+01,251.432,2.67E+00
108,129,4.76E+01,4.23E+01,173.955,4.61E+01,203.982,1.24E+01
111,129,5.30E+01,3.38E+01,56.29,5.29E+01,22.268,2.43E+01
114,129,4.61E+01,4.26E+01,251.425,4.36E+01,211.922,8.98E+00
117,129,4.93E+01,4.33E+01,50.536,4.80E+01,145.464,4.83E+00
120,129,4.75E+01,3.61E+01,306.222,4.72E+01,275.608,1.75E+01
123,129,4.75E+01,4.48E+01,153.545,4.42E+01,36.464,4.32E+00
126,129,4.75E+01,3.64E+01,296.239,4.71E+01,352.445,1.26E+01
129,129,4.96E+01,3.37E+01,265.704,4.95E+01,162.649,1.61E+01
132,129,4.59E+01,4.42E+01,7.802,4.10E+01,125.752,5.51E+00
135,129,4.61E+01,2.98E+01,200.943,4.60E+01,246.299,1.93E+01
138,129,4.70E+01,4.34E+01,122.676,4.46E+01,10.689,3.62E+00
141,129,4.90E+01,3.91E+01,199.974,4.85E+01,319.084,1.09E+01
144,129,4.43E+01,3.68E+01,169.565,4.34E+01,106.71,8.05E+00
147,129,4.47E+01,4.36E+01,312.011,3.82E+01,78.792,8.36E+00
150,129,4.75E+01,3.84E+01,293.087,4.69E+01,150.845,1.36E+01
153,129,4.48E+01,4.17E+01,353.972,4.18E+01,126.16,7.07E+00
156,129,4.16E+01,2.33E+01,280.417,4.15E+01,249.692,2.42E+01
159,129,4.07E+01,4.06E+01,99.845,2.29E+01,49.762,2.01E+01
162,129,4.73E+01,3.43E+01,121.193,4.71E+01,293.591,3.08E+01
165,129,4.58E+01,4.51E+01,128.915,3.78E+01,329.502,1.77E+01
168,129,4.65E+01,3.51E+01,78.541,4.62E+01,286.454,1.82E+01
171,129,4.92E+01,4.68E+01,128.471,4.55E+01,312.867,2.84E+01
174,129,4.62E+01,4.26E+01,150.846,4.37E+01,349.39,1.58E+01
177,129,5.32E+01,4.48E+01,194.92,5.26E+01,307.773,8.67E+00
180,129,6.00E+01,5.60E+01,151.973,5.79E+01,331.973,4.00E+01
0,132,1.08E+02,1.04E+02,242.883,1.05E+02,242.883,4.00E+01
3,132,9.10E+01,8.76E+01,229.348,8.84E+01,231.006,3.68E+01
6,132,9.46E+01,9.12E+01,32.207,9.20E+01,32.502,4.00E+01
9,132,9.17E+01,8.82E+01,246.29,8.91E+01,246.172,4.00E+01
12,132,8.69E+01,8.34E+01,95.557,8.43E+01,94.447,4.00E+01
15,132,8.12E+01,7.79E+01,310.879,7.85E+01,308.482,3.36E+01
18,132,7.67E+01,7.36E+01,177.889,7.37E+01,177.3,4.00E+01
21,132,7.60E+01,7.28E+01,40.613,7.32E+01,43.373,3.24E+01
24,132,7.61E+01,7.26E+01,245.327,7.35E+01,247.736,3.36E+01
27,132,7.53E+01,7.17E+01,80.295,7.28E+01,80.76,4.00E+01
30,132,7.33E+01,6.96E+01,271.947,7.09E+01,269.542,3.37E+01
33,132,7.00E+01,6.63E+01,105.422,6.75E+01,98.516,2.45E+01
36,132,6.50E+01,6.19E+01,309.512,6.21E+01,296.864,1.91E+01
39,132,6.14E+01,5.92E+01,174.772,5.75E+01,174.071,4.00E+01
42,132,6.39E+01,6.07E+01,30.394,6.11E+01,38.508,2.30E+01
45,132,6.58E+01,6.18E+01,225.878,6.35E+01,228.956,3.16E+01
48,132,6.57E+01,6.15E+01,54.625,6.37E+01,51.244,3.09E+01
51,132,6.39E+01,5.95E+01,244.67,6.19E+01,232.851,2.00E+01
54,132,5.98E+01,5.61E+01,85.509,5.73E+01,61.928,1.37E+01
57,132,5.61E+01,5.42E+01,306.497,5.15E+01,298.221,2.32E+01
60,132,5.94E+01,5.58E+01,159.484,5.70E+01,168.31,2.23E+01
63,132,6.18E+01,5.69E+01,355.485,6.01E+01,354.905,4.00E+01
66,132,6.15E+01,5.61E+01,189.348,6.00E+01,176.097,1.96E+01
69,132,5.84E+01,5.40E+01,32.432,5.65E+01,4.891,1.26E+01
72,132,5.53E+01,5.28E+01,248.732,5.17E+01,241.64,2.42E+01
75,132,5.86E+01,5.35E+01,99.32,5.70E+01,107.938,2.32E+01
78,132,6.01E+01,5.33E+01,301.329,5.91E+01,295.474,2.76E+01
81,132,5.78E+01,5.19E+01,146.791,5.66E+01,123.079,1.48E+01
84,132,5.36E+01,5.08E+01,357.952,5.05E+01,356.097,3.58E+01
87,132,5.64E+01,4.97E+01,205.593,5.53E+01,230.802,1.48E+01
90,132,5.66E+01,4.80E+01,53.633,5.60E+01,56.066,3.67E+01
93,132,5.10E+01,4.71E+01,262.653,4.88E+01,239.97,1.41E+01
96,132,4.90E+01,4.66E+01,97.286,4.52E+01,181.267,1.67E+00
99,132,5.04E+01,4.38E+01,290.569,4.93E+01,344.325,8.33E+00
102,132,4.98E+01,4.26E+01,156.556,4.89E+01,104.49,9.23E+00
105,132,4.89E+01,4.56E+01,355.792,4.61E+01,251.904,2.19E+00
108,132,4.76E+01,4.29E+01,173.885,4.58E+01,203.152,1.22E+01
111,132,5.27E+01,3.47E+01,55.759,5.26E+01,22.043,2.31E+01
114,132,4.63E+01,4.32E+01,251.08,4.34E+01,212.191,9.05E+00
117,132,4.91E+01,4.38E+01,50.789,4.76E+01,145.839,3.86E+00
120,132,4.73E+01,3.65E+01,305.387,4.69E+01,276.005,1.72E+01
123,132,4.78E+01,4.54E+01,153.915,4.40E+01,36.782,4.54E+00
126,132,4.72E+01,3.71E+01,296.764,4.68E+01,352.477,1.16E+01
129,132,4.93E+01,3.42E+01,265.841,4.92E+01,163.053,1.52E+01
132,132,4.61E+01,4.47E+01,8.06,4.06E+01,125.567,6.11E+00
135,132,4.58E+01,3.05E+01,201.891,4.56E+01,246.437,1.83E+01
138,132,4.71E+01,4.40E+01,122.813,4.42E+01,11.034,3.39E+00
141,132,4.87E+01,3.95E+01,200.286,4.81E+01,318.911,1.01E+01
144,132,4.40E+01,3.74E+01,169.145,4.30E+01,107.268,7.33E+00
147,132,4.50E+01,4.41E+01,312.412,3.77E+01,78.802,9.07E+00
150,132,4.73E+01,3.91E+01,292.883,4.66E+01,150.682,1.27E+01
153,132,4.48E+01,4.22E+01,354.252,4.14E+01,125.985,7.02E+00
156,132,4.13E+01,2.29E+01,281.606,4.13E+01,249.745,2.40E+01
159,132,4.11E+01,4.11E+01,99.432,2.19E+01,61.476,2.35E+01
162,132,4.68E+01,3.42E+01,118.133,4.65E+01,292.635,3.32E+01
165,132,4.59E+01,4.53E+01,128.133,3.67E+01,328.528,1.88E+01
168,132,4.61E+01,3.55E+01,75.511,4.57E+01,285.726,1.67E+01
171,132,4.93E+01,4.72E+01,128.473,4.50E+01,313.075,2.82E+01
174,132,4.64E+01,4.32E+01,151.039,4.35E+01,349.44,1.58E+01
177,132,5.30E+01,4.54E+01,194.701,5.22E+01,307.915,7.83E+00
180,132,6.00E+01,5.66E+01,151.973,5.75E+01,331.973,4.00E+01
0,135,1.08E+02,1.05E+02,242.883,1.05E+02,242.883,4.00E+01
3,135,9.10E+01,8.81E+01,229.398,8.79E+01,231.058,3.68E+01
6,135,9.46E+01,9.16E+01,32.128,9.16E+01,32.422,4.00E+01
9,135,9.17E+01,8.87E+01,246.412,8.87E+01,246.293,4.00E+01
12,135,8.69E+01,8.39E+01,95.397,8.39E+01,94.288,4.00E+01
15,135,8.13E+01,7.84E+01,310.953,7.81E+01,308.564,3.36E+01
18,135,7.67E+01,7.41E+01,177.866,7.33E+01,177.272,4.00E+01
21,135,7.60E+01,7.32E+01,40.756,7.28E+01,43.528,3.23E+01
24,135,7.61E+01,7.31E+01,245.249,7.30E+01,247.648,3.36E+01
27,135,7.53E+01,7.22E+01,80.277,7.24E+01,80.772,4.00E+01
30,135,7.33E+01,7.01E+01,272.02,7.05E+01,269.591,3.35E+01
33,135,7.00E+01,6.68E+01,105.393,6.71E+01,98.502,2.44E+01
36,135,6.51E+01,6.24E+01,309.373,6.17E+01,296.654,1.91E+01
39,135,6.16E+01,5.97E+01,174.917,5.70E+01,174.361,4.00E+01
42,135,6.39E+01,6.11E+01,30.283,6.07E+01,38.422,2.30E+01
45,135,6.57E+01,6.23E+01,225.866,6.31E+01,228.934,3.15E+01
48,135,6.57E+01,6.19E+01,54.644,6.33E+01,51.241,3.07E+01
51,135,6.38E+01,6.00E+01,244.381,6.15E+01,232.524,1.98E+01
54,135,5.99E+01,5.67E+01,85.71,5.70E+01,62.237,1.37E+01
57,135,5.63E+01,5.47E+01,307.049,5.13E+01,299.054,2.38E+01
60,135,5.94E+01,5.63E+01,159.931,5.66E+01,168.58,2.24E+01
63,135,6.17E+01,5.73E+01,356.028,5.97E+01,355.363,4.00E+01
66,135,6.13E+01,5.65E+01,189.534,5.95E+01,176.376,1.93E+01
69,135,5.83E+01,5.43E+01,32.308,5.60E+01,4.868,1.24E+01
72,135,5.53E+01,5.32E+01,248.581,5.12E+01,241.845,2.48E+01
75,135,5.84E+01,5.39E+01,99.059,5.65E+01,108.209,2.23E+01
78,135,5.98E+01,5.38E+01,300.948,5.86E+01,295.354,2.75E+01
81,135,5.76E+01,5.24E+01,146.488,5.61E+01,122.945,1.45E+01
84,135,5.36E+01,5.12E+01,357.46,5.00E+01,356.003,3.80E+01
87,135,5.61E+01,5.02E+01,205.057,5.48E+01,230.834,1.41E+01
90,135,5.63E+01,4.85E+01,53.078,5.55E+01,55.921,3.47E+01
93,135,5.10E+01,4.76E+01,261.962,4.83E+01,239.49,1.41E+01
96,135,4.91E+01,4.71E+01,96.86,4.47E+01,181.755,2.57E+00
99,135,5.02E+01,4.44E+01,290.439,4.88E+01,344.137,7.57E+00
102,135,4.96E+01,4.32E+01,155.841,4.85E+01,104.16,8.51E+00
105,135,4.90E+01,4.61E+01,355.614,4.58E+01,252.395,2.06E+00
108,135,4.75E+01,4.34E+01,174.328,4.54E+01,202.454,1.23E+01
111,135,5.23E+01,3.53E+01,56.207,5.22E+01,22.021,2.20E+01
114,135,4.63E+01,4.37E+01,250.956,4.29E+01,211.932,9.07E+00
117,135,4.91E+01,4.44E+01,50.252,4.73E+01,145.694,3.06E+00
120,135,4.70E+01,3.72E+01,307.311,4.65E+01,274.996,1.55E+01
123,135,4.79E+01,4.59E+01,153.676,4.35E+01,36.675,4.94E+00
126,135,4.69E+01,3.77E+01,297.394,4.63E+01,352.728,1.07E+01
129,135,4.90E+01,3.49E+01,265.367,4.88E+01,162.589,1.41E+01
132,135,4.63E+01,4.52E+01,8.398,4.01E+01,125.092,6.73E+00
135,135,4.54E+01,3.07E+01,201.286,4.53E+01,246.381,1.78E+01
138,135,4.72E+01,4.45E+01,122.797,4.38E+01,10.93,3.48E+00
141,135,4.84E+01,4.00E+01,200.343,4.77E+01,319.111,9.24E+00
144,135,4.38E+01,3.78E+01,169.363,4.26E+01,107.492,6.67E+00
147,135,4.54E+01,4.47E+01,313.02,3.71E+01,79.545,1.00E+01
150,135,4.71E+01,3.97E+01,292.802,4.62E+01,150.665,1.20E+01
153,135,4.48E+01,4.25E+01,354.339,4.09E+01,125.326,7.04E+00
156,135,4.10E+01,2.25E+01,280.885,4.09E+01,250.023,2.43E+01
159,135,4.16E+01,4.15E+01,99.226,2.11E+01,67.02,2.60E+01
162,135,4.63E+01,3.43E+01,116.258,4.60E+01,292.092,3.50E+01
165,135,4.61E+01,4.57E+01,127.763,3.58E+01,328.152,1.98E+01
168,135,4.57E+01,3.60E+01,74.591,4.52E+01,285.526,1.57E+01
171,135,4.94E+01,4.77E+01,128.398,4.45E+01,313.062,2.84E+01
174,135,4.64E+01,4.37E+01,151.12,4.30E+01,349.49,1.59E+01
177,135,5.28E+01,4.59E+01,194.593,5.18E+01,307.99,7.01E+00
180,135,6.00E+01,5.70E+01,151.973,5.70E+01,331.973,4.00E+01
0,138,1.08E+02,1.05E+02,242.883,1.04E+02,242.883,4.00E+01
3,138,9.10E+01,8.85E+01,229.35,8.74E+01,231.008,3.69E+01
6,138,9.46E+01,9.21E+01,32.21,9.11E+01,32.505,4.00E+01
9,138,9.17E+01,8.91E+01,246.294,8.82E+01,246.174,4.00E+01
12,138,8.69E+01,8.43E+01,95.546,8.34E+01,94.442,4.00E+01
15,138,8.13E+01,7.88E+01,310.865,7.76E+01,308.466,3.37E+01
18,138,7.68E+01,7.45E+01,177.931,7.28E+01,177.329,4.00E+01
21,138,7.60E+01,7.37E+01,40.613,7.23E+01,43.405,3.24E+01
24,138,7.61E+01,7.35E+01,245.349,7.26E+01,247.719,3.37E+01
27,138,7.53E+01,7.26E+01,80.259,7.19E+01,80.769,4.00E+01
30,138,7.33E+01,7.05E+01,271.953,7.00E+01,269.534,3.35E+01
33,138,7.00E+01,6.73E+01,105.358,6.66E+01,98.495,2.45E+01
36,138,6.51E+01,6.28E+01,309.6,6.12E+01,296.835,1.92E+01
39,138,6.17E+01,6.01E+01,174.785,5.65E+01,174.226,4.00E+01
42,138,6.40E+01,6.16E+01,30.421,6.02E+01,38.521,2.31E+01
45,138,6.57E+01,6.28E+01,225.855,6.26E+01,228.966,3.13E+01
48,138,6.56E+01,6.24E+01,54.59,6.28E+01,51.226,3.07E+01
51,138,6.37E+01,6.04E+01,244.704,6.10E+01,232.775,1.96E+01
54,138,5.98E+01,5.70E+01,85.758,5.65E+01,61.744,1.35E+01
57,138,5.64E+01,5.51E+01,306.618,5.07E+01,298.156,2.37E+01
60,138,5.94E+01,5.67E+01,159.596,5.61E+01,168.185,2.25E+01
63,138,6.16E+01,5.77E+01,355.56,5.92E+01,355.046,4.00E+01
66,138,6.12E+01,5.70E+01,189.142,5.91E+01,176.343,1.93E+01
69,138,5.82E+01,5.48E+01,32.079,5.56E+01,5.073,1.24E+01
