Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
114,177,4.65E+01,4.65E+01,248.584,2.07E+01,210.984,3.02E+01
117,177,4.74E+01,4.74E+01,47.819,2.46E+01,142.571,2.28E+01
120,177,3.97E+01,3.96E+01,301.712,2.34E+01,273.074,2.28E+01
123,177,4.88E+01,4.88E+01,151.869,2.16E+01,33.369,2.83E+01
126,177,4.08E+01,4.07E+01,293.282,2.32E+01,347.897,1.94E+01
129,177,3.72E+01,3.68E+01,263.587,2.64E+01,160.232,1.07E+01
132,177,4.82E+01,4.82E+01,6.143,1.63E+01,119.036,3.26E+01
135,177,3.51E+01,3.48E+01,185.761,2.32E+01,244.831,1.31E+01
138,177,4.73E+01,4.73E+01,122.045,2.16E+01,13.734,2.62E+01
141,177,4.37E+01,4.36E+01,192.377,2.56E+01,318.937,2.00E+01
144,177,4.19E+01,4.19E+01,171.253,1.95E+01,100.53,2.29E+01
147,177,4.84E+01,4.84E+01,310.362,1.60E+01,93.217,3.68E+01
150,177,4.15E+01,4.15E+01,305.212,2.36E+01,153.626,2.45E+01
153,177,4.61E+01,4.61E+01,348.368,1.80E+01,120.395,3.07E+01
156,177,2.78E+01,2.73E+01,254.901,1.82E+01,243.934,2.45E+01
159,177,4.54E+01,4.54E+01,97.895,-5.46E+00,30.377,4.00E+01
162,177,4.02E+01,4.00E+01,135.508,2.41E+01,300.587,2.80E+01
165,177,4.69E+01,4.69E+01,116.364,6.97E+00,284.124,4.00E+01
168,177,4.20E+01,4.19E+01,119.38,2.40E+01,298.676,4.00E+01
171,177,5.04E+01,5.04E+01,125.026,2.10E+01,306.617,4.00E+01
174,177,4.49E+01,4.49E+01,150.931,1.83E+01,352.869,3.52E+01
177,177,4.78E+01,4.78E+01,199.749,2.86E+01,305.135,1.95E+01
180,177,6.00E+01,6.00E+01,151.973,3.44E+01,331.973,4.00E+01
0,180,1.08E+02,1.08E+02,242.883,-8.31E+01,256.323,4.00E+01
3,180,9.14E+01,9.14E+01,225.106,-4.44E+01,250.407,4.00E+01
6,180,9.42E+01,9.42E+01,36.765,-3.24E+01,27.921,4.00E+01
9,180,9.17E+01,9.17E+01,251.33,-2.88E+01,199.535,4.00E+01
12,180,8.74E+01,8.74E+01,101.962,-2.92E+01,4.844,4.00E+01
15,180,8.21E+01,8.21E+01,314.204,-3.21E+01,163.078,4.00E+01
18,180,7.74E+01,7.74E+01,179.077,-3.98E+01,305.06,4.00E+01
21,180,7.62E+01,7.62E+01,42.712,-4.38E+01,333.618,4.00E+01
24,180,7.59E+01,7.59E+01,246.927,-3.84E+01,98.678,4.00E+01
27,180,7.45E+01,7.45E+01,81.79,-4.27E+01,223.344,4.00E+01
30,180,7.24E+01,7.24E+01,271.117,-4.85E+01,278.122,4.00E+01
33,180,6.97E+01,6.97E+01,100.033,-5.78E+01,302.051,4.00E+01
36,180,6.59E+01,6.59E+01,306.517,-4.46E+01,359.51,4.00E+01
39,180,6.26E+01,6.26E+01,174.355,-5.08E+01,144.195,4.00E+01
42,180,6.37E+01,6.37E+01,28.131,-5.79E+01,175.105,4.00E+01
45,180,6.53E+01,6.53E+01,224.631,-5.08E+01,206.688,4.00E+01
48,180,6.47E+01,6.47E+01,53.608,-5.73E+01,282.19,4.00E+01
51,180,6.30E+01,6.30E+01,243.763,-6.07E+01,162.891,4.00E+01
54,180,5.96E+01,5.96E+01,82.559,-6.26E+01,156.493,4.00E+01
57,180,5.76E+01,5.76E+01,306.272,-5.57E+01,148.452,4.00E+01
60,180,5.92E+01,5.92E+01,156.269,-5.97E+01,346.328,4.00E+01
63,180,6.01E+01,6.01E+01,354.076,-5.66E+01,19.892,4.00E+01
66,180,5.95E+01,5.95E+01,188.387,-6.79E+01,143.289,4.00E+01
69,180,5.74E+01,5.74E+01,30.948,-5.30E+01,253.331,4.00E+01
72,180,5.62E+01,5.62E+01,246.814,-5.18E+01,55.169,4.00E+01
75,180,5.68E+01,5.68E+01,96.589,-5.80E+01,277.224,4.00E+01
78,180,5.67E+01,5.67E+01,298.566,-5.94E+01,217.826,4.00E+01
81,180,5.53E+01,5.53E+01,144.418,-5.62E+01,27.033,4.00E+01
84,180,5.43E+01,5.43E+01,355.398,-6.05E+01,216.826,4.00E+01
87,180,5.33E+01,5.33E+01,202.335,-6.45E+01,142.984,4.00E+01
90,180,5.15E+01,5.15E+01,49.35,-5.86E+01,341.812,4.00E+01
93,180,5.05E+01,5.05E+01,258.386,-5.74E+01,119.69,4.00E+01
96,180,5.00E+01,5.00E+01,93.355,-5.77E+01,287.897,4.00E+01
99,180,4.73E+01,4.73E+01,285.963,-5.80E+01,130.714,4.00E+01
102,180,4.61E+01,4.61E+01,151.38,-5.55E+01,9.43,4.00E+01
105,180,4.93E+01,4.93E+01,352.029,-5.19E+01,195.881,4.00E+01
108,180,4.66E+01,4.66E+01,172.089,-5.27E+01,37.626,4.00E+01
111,180,3.73E+01,3.73E+01,57.714,-5.52E+01,266.733,4.00E+01
114,180,4.63E+01,4.63E+01,248.102,-6.02E+01,114.812,4.00E+01
117,180,4.77E+01,4.77E+01,47.749,-7.51E+01,249.051,4.00E+01
120,180,4.00E+01,4.00E+01,307.599,-5.90E+01,257.186,4.00E+01
123,180,4.85E+01,4.85E+01,151.352,-5.37E+01,124.18,4.00E+01
126,180,4.08E+01,4.08E+01,293.28,-5.52E+01,350.213,4.00E+01
129,180,3.70E+01,3.70E+01,269.187,-5.81E+01,272.485,4.00E+01
132,180,4.82E+01,4.82E+01,6.921,-5.58E+01,193.807,4.00E+01
135,180,3.49E+01,3.49E+01,177.16,-6.31E+01,111.024,4.00E+01
138,180,4.76E+01,4.76E+01,121.249,-5.37E+01,78.972,4.00E+01
141,180,4.45E+01,4.45E+01,188.627,-5.20E+01,157.478,4.00E+01
144,180,4.21E+01,4.21E+01,173.882,-6.77E+01,198.853,4.00E+01
147,180,4.85E+01,4.85E+01,310.323,-5.35E+01,157.522,4.00E+01
150,180,4.15E+01,4.15E+01,307.544,-5.69E+01,115.632,4.00E+01
153,180,4.64E+01,4.64E+01,347.946,-5.63E+01,160.056,4.00E+01
156,180,2.76E+01,2.76E+01,244.164,-5.13E+01,124.906,4.00E+01
159,180,4.54E+01,4.54E+01,97.526,-5.26E+01,219.347,4.00E+01
162,180,4.05E+01,4.05E+01,136.343,-5.02E+01,189.624,4.00E+01
165,180,4.67E+01,4.67E+01,115.174,-5.09E+01,282.553,4.00E+01
168,180,4.21E+01,4.21E+01,120.553,-4.85E+01,335.38,4.00E+01
171,180,5.04E+01,5.04E+01,124.987,-4.97E+01,68.187,4.00E+01
174,180,4.49E+01,4.49E+01,151.001,-5.00E+01,96.004,4.00E+01
177,180,4.77E+01,4.77E+01,199.818,-5.38E+01,261.448,4.00E+01
180,180,6.00E+01,6.00E+01,151.973,-8.40E+01,257.124,4.00E+01
0,183,1.08E+02,1.08E+02,242.883,8.20E+01,62.883,4.00E+01
3,183,9.14E+01,9.13E+01,225.152,6.56E+01,46.684,4.00E+01
6,183,9.42E+01,9.42E+01,36.746,6.85E+01,217.092,4.00E+01
9,183,9.17E+01,9.17E+01,251.189,6.60E+01,71.032,4.00E+01
12,183,8.73E+01,8.73E+01,101.689,6.17E+01,280.665,4.00E+01
15,183,8.20E+01,8.20E+01,314.028,5.62E+01,131.913,4.00E+01
18,183,7.74E+01,7.73E+01,179.06,5.10E+01,358.258,4.00E+01
21,183,7.62E+01,7.62E+01,42.533,5.01E+01,225.058,4.00E+01
24,183,7.59E+01,7.59E+01,246.974,5.03E+01,69.02,4.00E+01
27,183,7.46E+01,7.46E+01,81.781,4.93E+01,261.905,4.00E+01
30,183,7.25E+01,7.24E+01,271.351,4.73E+01,89.056,4.00E+01
33,183,6.96E+01,6.96E+01,101.11,4.43E+01,275.229,4.00E+01
36,183,6.56E+01,6.56E+01,305.692,3.94E+01,113.478,3.97E+01
39,183,6.26E+01,6.26E+01,172.443,3.43E+01,350.311,4.00E+01
42,183,6.39E+01,6.38E+01,28.87,3.77E+01,217.418,4.00E+01
45,183,6.52E+01,6.52E+01,224.705,4.03E+01,48.28,4.00E+01
48,183,6.48E+01,6.48E+01,53.469,4.06E+01,230.255,4.00E+01
51,183,6.30E+01,6.29E+01,243.076,3.89E+01,51.649,3.82E+01
54,183,5.96E+01,5.96E+01,83.444,3.43E+01,239.912,3.32E+01
57,183,5.76E+01,5.76E+01,304.421,2.82E+01,114.619,4.00E+01
60,183,5.91E+01,5.91E+01,157.37,3.38E+01,346.362,4.00E+01
63,183,6.02E+01,6.02E+01,354.122,3.70E+01,174.286,4.00E+01
66,183,5.95E+01,5.95E+01,187.905,3.68E+01,355.431,3.60E+01
69,183,5.74E+01,5.74E+01,30.562,3.34E+01,182.757,3.06E+01
72,183,5.62E+01,5.62E+01,246.176,2.83E+01,56.423,4.00E+01
75,183,5.69E+01,5.68E+01,96.783,3.37E+01,285.881,3.92E+01
78,183,5.67E+01,5.67E+01,298.841,3.60E+01,113.42,4.00E+01
81,183,5.54E+01,5.53E+01,144.407,3.36E+01,301.204,2.99E+01
84,183,5.42E+01,5.42E+01,355.428,2.75E+01,172.128,4.00E+01
87,183,5.33E+01,5.33E+01,202.742,3.20E+01,48.496,2.85E+01
90,183,5.15E+01,5.15E+01,50.189,3.29E+01,234.394,4.00E+01
93,183,5.06E+01,5.05E+01,259.254,2.60E+01,57.935,3.34E+01
96,183,5.01E+01,5.01E+01,94.245,2.16E+01,358.669,2.85E+01
99,183,4.74E+01,4.74E+01,286.966,2.62E+01,162.384,2.29E+01
102,183,4.61E+01,4.61E+01,152.073,2.60E+01,282.243,2.25E+01
105,183,4.92E+01,4.92E+01,352.344,2.36E+01,68.943,2.58E+01
108,183,4.67E+01,4.67E+01,170.699,2.25E+01,19.358,3.06E+01
111,183,3.84E+01,3.78E+01,48.902,2.96E+01,198.949,1.52E+01
114,183,4.65E+01,4.65E+01,248.584,2.07E+01,30.985,3.02E+01
117,183,4.74E+01,4.74E+01,47.819,2.46E+01,322.572,2.28E+01
120,183,3.97E+01,3.96E+01,301.712,2.34E+01,93.074,2.28E+01
123,183,4.88E+01,4.88E+01,151.869,2.16E+01,213.37,2.83E+01
126,183,4.08E+01,4.07E+01,293.281,2.32E+01,167.897,1.94E+01
129,183,3.72E+01,3.68E+01,263.587,2.64E+01,340.232,1.07E+01
132,183,4.82E+01,4.82E+01,6.143,1.63E+01,299.036,3.26E+01
135,183,3.51E+01,3.48E+01,185.76,2.32E+01,64.831,1.31E+01
138,183,4.73E+01,4.73E+01,122.045,2.16E+01,193.733,2.62E+01
141,183,4.37E+01,4.36E+01,192.377,2.56E+01,138.937,2.00E+01
144,183,4.19E+01,4.19E+01,171.253,1.95E+01,280.53,2.29E+01
147,183,4.84E+01,4.84E+01,310.362,1.60E+01,273.217,3.68E+01
150,183,4.15E+01,4.15E+01,305.212,2.36E+01,333.626,2.44E+01
153,183,4.61E+01,4.61E+01,348.368,1.80E+01,300.395,3.07E+01
156,183,2.78E+01,2.73E+01,254.901,1.82E+01,63.934,2.45E+01
159,183,4.54E+01,4.54E+01,97.895,-5.46E+00,210.374,4.00E+01
162,183,4.02E+01,4.00E+01,135.508,2.41E+01,120.587,2.80E+01
165,183,4.69E+01,4.69E+01,116.364,6.97E+00,104.13,4.00E+01
168,183,4.20E+01,4.19E+01,119.38,2.40E+01,118.676,4.00E+01
171,183,5.04E+01,5.04E+01,125.026,2.10E+01,126.617,4.00E+01
174,183,4.49E+01,4.49E+01,150.931,1.83E+01,172.87,3.52E+01
177,183,4.78E+01,4.78E+01,199.749,2.86E+01,125.135,1.95E+01
180,183,6.00E+01,6.00E+01,151.973,3.44E+01,151.973,4.00E+01
0,186,1.08E+02,1.08E+02,242.883,8.80E+01,62.883,4.00E+01
3,186,9.13E+01,9.13E+01,225.285,7.16E+01,46.821,4.00E+01
6,186,9.42E+01,9.41E+01,36.686,7.45E+01,217.031,4.00E+01
9,186,9.17E+01,9.16E+01,250.775,7.21E+01,70.619,4.00E+01
12,186,8.73E+01,8.72E+01,100.916,6.76E+01,279.878,4.00E+01
15,186,8.19E+01,8.18E+01,313.544,6.20E+01,131.379,4.00E+01
18,186,7.73E+01,7.72E+01,178.979,5.70E+01,358.204,4.00E+01
21,186,7.62E+01,7.61E+01,42.072,5.61E+01,224.597,4.00E+01
24,186,7.59E+01,7.59E+01,247.058,5.63E+01,69.177,4.00E+01
27,186,7.48E+01,7.48E+01,81.735,5.55E+01,261.968,4.00E+01
30,186,7.27E+01,7.26E+01,272.024,5.35E+01,89.576,4.00E+01
33,186,6.94E+01,6.93E+01,103.655,5.01E+01,276.986,3.80E+01
36,186,6.50E+01,6.50E+01,304.686,4.49E+01,112.159,3.34E+01
39,186,6.24E+01,6.24E+01,169.519,4.02E+01,347.687,4.00E+01
42,186,6.41E+01,6.40E+01,29.419,4.39E+01,217.637,3.71E+01
45,186,6.50E+01,6.50E+01,225.195,4.62E+01,48.612,4.00E+01
48,186,6.49E+01,6.48E+01,53.273,4.66E+01,230.47,4.00E+01
51,186,6.29E+01,6.28E+01,242.551,4.48E+01,51.209,3.23E+01
54,186,5.96E+01,5.95E+01,84.077,4.04E+01,240.144,2.71E+01
57,186,5.75E+01,5.75E+01,303.08,3.44E+01,114.27,3.94E+01
60,186,5.91E+01,5.90E+01,158.412,3.98E+01,348.005,3.50E+01
63,186,6.03E+01,6.02E+01,354.117,4.29E+01,174.077,4.00E+01
66,186,5.95E+01,5.94E+01,187.499,4.30E+01,354.53,2.96E+01
69,186,5.74E+01,5.73E+01,30.311,3.95E+01,183.123,2.48E+01
72,186,5.62E+01,5.62E+01,246.104,3.46E+01,59.255,4.00E+01
75,186,5.69E+01,5.68E+01,97.018,3.97E+01,286.548,3.29E+01
78,186,5.68E+01,5.67E+01,299.022,4.19E+01,113.868,3.60E+01
81,186,5.54E+01,5.53E+01,144.267,3.96E+01,300.73,2.39E+01
84,186,5.42E+01,5.41E+01,355.344,3.34E+01,171.281,4.00E+01
87,186,5.33E+01,5.32E+01,202.984,3.81E+01,48.581,2.26E+01
90,186,5.17E+01,5.14E+01,50.655,3.90E+01,234.007,3.76E+01
93,186,5.06E+01,5.06E+01,259.683,3.20E+01,57.465,2.71E+01
96,186,5.01E+01,5.01E+01,94.645,2.80E+01,358.1,2.21E+01
99,186,4.75E+01,4.74E+01,287.56,3.23E+01,162.693,1.69E+01
102,186,4.62E+01,4.60E+01,152.897,3.18E+01,282.154,1.66E+01
105,186,4.91E+01,4.91E+01,352.753,2.95E+01,69.832,1.98E+01
108,186,4.67E+01,4.66E+01,170.132,2.82E+01,19.25,2.48E+01
111,186,3.99E+01,3.80E+01,45.499,3.55E+01,199.9,1.32E+01
114,186,4.66E+01,4.66E+01,248.545,2.67E+01,27.112,2.35E+01
117,186,4.73E+01,4.72E+01,48.169,3.03E+01,324.315,1.69E+01
120,186,3.99E+01,3.94E+01,298.934,3.02E+01,92.558,1.71E+01
123,186,4.90E+01,4.90E+01,151.646,2.74E+01,213.322,2.27E+01
126,186,4.09E+01,4.06E+01,294.838,2.96E+01,169.407,1.30E+01
129,186,3.79E+01,3.65E+01,260.588,3.21E+01,341.269,4.65E+00
132,186,4.81E+01,4.81E+01,5.89,2.30E+01,303.673,2.62E+01
135,186,3.58E+01,3.49E+01,194.866,2.88E+01,64.446,9.45E+00
138,186,4.69E+01,4.69E+01,123.661,2.75E+01,193.989,1.99E+01
141,186,4.24E+01,4.21E+01,200.514,3.08E+01,136.552,1.24E+01
144,186,4.14E+01,4.13E+01,165.93,2.56E+01,283.043,1.67E+01
147,186,4.80E+01,4.80E+01,310.098,2.12E+01,265.509,2.99E+01
150,186,4.19E+01,4.16E+01,300.034,2.96E+01,332.677,1.77E+01
153,186,4.54E+01,4.53E+01,349.56,2.37E+01,297.69,2.37E+01
156,186,2.94E+01,2.78E+01,281.238,2.43E+01,62.274,9.87E+00
159,186,4.52E+01,4.52E+01,98.747,2.40E+00,199.388,4.00E+01
162,186,3.95E+01,3.90E+01,133.172,2.97E+01,118.832,2.23E+01
165,186,4.74E+01,4.74E+01,119.228,1.51E+01,120.144,4.00E+01
168,186,4.15E+01,4.12E+01,115.734,2.98E+01,117.412,4.00E+01
171,186,5.04E+01,5.04E+01,125.138,2.71E+01,126.77,4.00E+01
174,186,4.49E+01,4.49E+01,150.734,2.43E+01,172.648,2.92E+01
177,186,4.80E+01,4.78E+01,199.55,3.46E+01,125.238,1.35E+01
180,186,6.00E+01,6.00E+01,151.973,4.04E+01,151.973,4.00E+01
0,189,1.08E+02,1.08E+02,242.883,9.15E+01,62.883,4.00E+01
3,189,9.13E+01,9.12E+01,225.501,7.50E+01,47.044,4.00E+01
6,189,9.42E+01,9.41E+01,36.575,7.80E+01,216.918,4.00E+01
9,189,9.17E+01,9.16E+01,250.112,7.56E+01,69.96,4.00E+01
12,189,8.72E+01,8.71E+01,99.767,7.10E+01,278.711,4.00E+01
15,189,8.17E+01,8.16E+01,312.877,6.53E+01,130.646,4.00E+01
18,189,7.72E+01,7.71E+01,178.77,6.04E+01,358.035,4.00E+01
21,189,7.61E+01,7.60E+01,41.498,5.95E+01,224.041,4.00E+01
24,189,7.59E+01,7.58E+01,246.982,5.98E+01,69.195,4.00E+01
27,189,7.50E+01,7.49E+01,81.598,5.91E+01,261.934,4.00E+01
30,189,7.29E+01,7.28E+01,272.878,5.71E+01,90.27,4.00E+01
33,189,6.93E+01,6.92E+01,105.946,5.36E+01,278.686,3.38E+01
36,189,6.46E+01,6.46E+01,306.196,4.81E+01,113.182,2.96E+01
39,189,6.20E+01,6.20E+01,169.958,4.33E+01,348.487,4.00E+01
42,189,6.40E+01,6.39E+01,28.537,4.73E+01,217.037,3.34E+01
45,189,6.51E+01,6.50E+01,225.595,4.98E+01,48.866,4.00E+01
48,189,6.48E+01,6.47E+01,53.352,5.00E+01,230.412,4.00E+01
51,189,6.29E+01,6.28E+01,243.283,4.83E+01,51.602,2.86E+01
54,189,5.96E+01,5.95E+01,83.237,4.40E+01,239.995,2.38E+01
57,189,5.73E+01,5.73E+01,304.785,3.77E+01,115.627,3.57E+01
60,189,5.91E+01,5.90E+01,157.949,4.32E+01,347.419,3.17E+01
63,189,6.03E+01,6.01E+01,354.107,4.65E+01,173.828,4.00E+01
66,189,5.96E+01,5.94E+01,187.706,4.65E+01,355.01,2.65E+01
69,189,5.74E+01,5.72E+01,30.447,4.30E+01,183.295,2.13E+01
72,189,5.61E+01,5.60E+01,246.771,3.79E+01,59.605,3.63E+01
75,189,5.69E+01,5.68E+01,97.35,4.33E+01,286.563,2.97E+01
78,189,5.70E+01,5.66E+01,299.066,4.54E+01,113.797,3.26E+01
81,189,5.55E+01,5.53E+01,144.277,4.30E+01,300.949,2.07E+01
84,189,5.42E+01,5.41E+01,355.387,3.69E+01,171.932,4.00E+01
87,189,5.34E+01,5.31E+01,203.101,4.16E+01,48.515,1.94E+01
90,189,5.19E+01,5.14E+01,50.868,4.25E+01,234.157,3.48E+01
93,189,5.06E+01,5.05E+01,259.895,3.55E+01,58.081,2.38E+01
96,189,5.01E+01,5.00E+01,94.685,3.15E+01,359.081,1.86E+01
99,189,4.76E+01,4.73E+01,287.46,3.58E+01,163.192,1.33E+01
102,189,4.63E+01,4.59E+01,153.007,3.53E+01,282.502,1.32E+01
105,189,4.91E+01,4.90E+01,353.199,3.29E+01,68.686,1.64E+01
108,189,4.65E+01,4.64E+01,171.472,3.18E+01,19.328,2.14E+01
111,189,4.13E+01,3.73E+01,50.491,3.90E+01,199.349,1.13E+01
114,189,4.64E+01,4.63E+01,247.82,3.02E+01,26.662,1.99E+01
117,189,4.76E+01,4.74E+01,47.929,3.38E+01,323.243,1.36E+01
120,189,4.06E+01,3.96E+01,303.928,3.36E+01,93.452,1.35E+01
123,189,4.87E+01,4.86E+01,151.271,3.07E+01,216.6,1.88E+01
126,189,4.15E+01,4.09E+01,295.592,3.30E+01,171.129,1.00E+01
129,189,3.93E+01,3.68E+01,266.935,3.57E+01,341.753,2.60E+00
132,189,4.82E+01,4.82E+01,6.771,2.66E+01,307.407,2.28E+01
135,189,3.66E+01,3.47E+01,188.55,3.21E+01,65.677,5.91E+00
138,189,4.71E+01,4.70E+01,124.352,3.11E+01,191.173,1.66E+01
141,189,4.27E+01,4.21E+01,203.227,3.40E+01,135.847,9.03E+00
144,189,4.11E+01,4.08E+01,163.622,2.93E+01,284.518,1.30E+01
147,189,4.75E+01,4.75E+01,309.556,2.41E+01,256.176,2.53E+01
150,189,4.25E+01,4.19E+01,295.744,3.32E+01,331.73,1.41E+01
153,189,4.49E+01,4.48E+01,351.028,2.72E+01,297.055,1.95E+01
156,189,3.16E+01,2.91E+01,302.358,2.79E+01,61.299,4.75E+00
159,189,4.50E+01,4.50E+01,99.531,7.55E+00,193.994,3.74E+01
162,189,3.91E+01,3.80E+01,130.223,3.29E+01,116.75,2.00E+01
165,189,4.80E+01,4.80E+01,122.362,2.11E+01,132.126,4.00E+01
168,189,4.09E+01,4.02E+01,109.372,3.30E+01,115.441,2.82E+01
171,189,5.05E+01,5.04E+01,125.311,3.07E+01,126.996,4.00E+01
174,189,4.50E+01,4.49E+01,150.446,2.79E+01,172.297,2.57E+01
177,189,4.82E+01,4.78E+01,199.231,3.82E+01,125.405,1.00E+01
180,189,6.00E+01,5.99E+01,151.973,4.39E+01,151.973,4.00E+01
0,192,1.08E+02,1.07E+02,242.883,9.40E+01,62.883,4.00E+01
3,192,9.13E+01,9.11E+01,225.791,7.75E+01,47.344,4.00E+01
6,192,9.42E+01,9.40E+01,36.402,8.05E+01,216.742,4.00E+01
9,192,9.17E+01,9.15E+01,249.247,7.80E+01,69.099,4.00E+01
12,192,8.70E+01,8.69E+01,98.45,7.34E+01,277.375,4.00E+01
15,192,8.15E+01,8.13E+01,312.21,6.76E+01,129.921,4.00E+01
18,192,7.72E+01,7.70E+01,178.417,6.28E+01,357.726,4.00E+01
21,192,7.61E+01,7.59E+01,40.925,6.20E+01,223.511,4.00E+01
24,192,7.60E+01,7.58E+01,246.515,6.23E+01,68.813,4.00E+01
27,192,7.51E+01,7.49E+01,81.332,6.17E+01,261.73,4.00E+01
30,192,7.30E+01,7.28E+01,273.356,5.97E+01,90.699,4.00E+01
33,192,6.95E+01,6.93E+01,106.756,5.62E+01,279.453,3.15E+01
36,192,6.48E+01,6.46E+01,309.674,5.06E+01,116.282,2.71E+01
39,192,6.18E+01,6.17E+01,173.972,4.55E+01,352.895,4.00E+01
42,192,6.37E+01,6.35E+01,28.469,4.96E+01,217.327,3.05E+01
45,192,6.52E+01,6.50E+01,225.113,5.23E+01,48.502,3.78E+01
48,192,6.48E+01,6.46E+01,53.796,5.25E+01,230.608,3.77E+01
51,192,6.30E+01,6.27E+01,243.595,5.08E+01,51.972,2.63E+01
54,192,5.95E+01,5.93E+01,83.199,4.63E+01,239.734,2.13E+01
57,192,5.73E+01,5.72E+01,305.11,4.01E+01,115.216,3.26E+01
60,192,5.91E+01,5.89E+01,158.102,4.57E+01,347.207,2.96E+01
63,192,6.04E+01,6.00E+01,354.277,4.90E+01,174.131,4.00E+01
66,192,5.96E+01,5.93E+01,187.893,4.89E+01,355.197,2.43E+01
69,192,5.74E+01,5.71E+01,30.648,4.54E+01,183.532,1.91E+01
72,192,5.61E+01,5.60E+01,246.69,4.04E+01,59.105,3.34E+01
75,192,5.70E+01,5.67E+01,97.572,4.58E+01,286.832,2.74E+01
78,192,5.71E+01,5.66E+01,299.387,4.80E+01,113.906,3.01E+01
81,192,5.56E+01,5.52E+01,144.625,4.55E+01,301.295,1.85E+01
84,192,5.42E+01,5.40E+01,355.723,3.94E+01,172.859,4.00E+01
87,192,5.35E+01,5.30E+01,203.468,4.41E+01,49.195,1.70E+01
90,192,5.22E+01,5.13E+01,51.388,4.50E+01,234.495,3.35E+01
93,192,5.06E+01,5.04E+01,260.431,3.79E+01,58.091,2.13E+01
96,192,5.01E+01,5.00E+01,95.114,3.40E+01,359.901,1.60E+01
99,192,4.78E+01,4.72E+01,287.933,3.82E+01,163.373,1.11E+01
102,192,4.65E+01,4.59E+01,153.492,3.78E+01,282.656,1.09E+01
105,192,4.91E+01,4.89E+01,353.814,3.54E+01,69.517,1.39E+01
108,192,4.65E+01,4.62E+01,171.359,3.43E+01,20.279,1.86E+01
111,192,4.29E+01,3.73E+01,49.912,4.15E+01,199.355,1.24E+01
114,192,4.65E+01,4.63E+01,249.399,3.28E+01,27.767,1.73E+01
117,192,4.75E+01,4.72E+01,47.726,3.64E+01,323.434,1.08E+01
120,192,4.11E+01,3.96E+01,302.217,3.58E+01,94.12,1.29E+01
123,192,4.87E+01,4.86E+01,152.332,3.31E+01,216.152,1.65E+01
126,192,4.21E+01,4.10E+01,292.816,3.54E+01,171.257,7.71E+00
129,192,4.07E+01,3.73E+01,267.291,3.81E+01,341.254,2.61E+00
132,192,4.82E+01,4.81E+01,6.393,2.91E+01,306.929,2.04E+01
135,192,3.73E+01,3.40E+01,183.401,3.47E+01,65.999,4.38E+00
138,192,4.75E+01,4.73E+01,123.636,3.37E+01,188.503,1.45E+01
141,192,4.38E+01,4.29E+01,201.372,3.67E+01,137.007,7.61E+00
144,192,4.10E+01,4.04E+01,166.176,3.21E+01,284.862,9.82E+00
147,192,4.74E+01,4.73E+01,310.026,2.64E+01,253.748,2.25E+01
150,192,4.31E+01,4.22E+01,294.121,3.57E+01,331.19,1.21E+01
153,192,4.51E+01,4.50E+01,351.978,3.00E+01,299.957,1.71E+01
156,192,3.28E+01,2.88E+01,311.04,3.05E+01,62.736,3.77E+00
159,192,4.47E+01,4.47E+01,99.944,1.10E+01,195.159,3.37E+01
162,192,3.95E+01,3.75E+01,128.298,3.52E+01,115.208,1.91E+01
165,192,4.85E+01,4.85E+01,124.749,2.54E+01,138.906,3.53E+01
168,192,4.05E+01,3.91E+01,100.476,3.51E+01,113.046,2.01E+01
171,192,5.05E+01,5.04E+01,125.527,3.34E+01,127.297,4.00E+01
174,192,4.50E+01,4.48E+01,150.12,3.04E+01,171.858,2.33E+01
177,192,4.85E+01,4.78E+01,198.811,4.07E+01,125.628,7.65E+00
180,192,6.00E+01,5.99E+01,151.973,4.64E+01,151.973,4.00E+01
0,195,1.08E+02,1.07E+02,242.883,9.59E+01,62.883,4.00E+01
3,195,9.13E+01,9.10E+01,226.145,7.94E+01,47.708,4.00E+01
6,195,9.42E+01,9.39E+01,36.153,8.24E+01,216.49,4.00E+01
9,195,9.17E+01,9.14E+01,248.254,7.99E+01,68.112,4.00E+01
12,195,8.69E+01,8.66E+01,97.22,7.52E+01,276.127,4.00E+01
15,195,8.14E+01,8.11E+01,311.716,6.94E+01,129.396,4.00E+01
18,195,7.71E+01,7.69E+01,178,6.47E+01,357.354,4.00E+01
21,195,7.61E+01,7.58E+01,40.384,6.39E+01,223.021,3.92E+01
24,195,7.60E+01,7.57E+01,245.693,6.42E+01,68.04,3.98E+01
27,195,7.52E+01,7.49E+01,81,6.36E+01,261.426,4.00E+01
30,195,7.31E+01,7.28E+01,273.136,6.17E+01,90.579,3.87E+01
33,195,6.97E+01,6.94E+01,106.569,5.82E+01,279.503,3.00E+01
36,195,6.51E+01,6.48E+01,311.778,5.27E+01,118.408,2.54E+01
39,195,6.19E+01,6.18E+01,177.412,4.76E+01,356.638,4.00E+01
42,195,6.36E+01,6.33E+01,30.992,5.15E+01,219.418,2.91E+01
45,195,6.51E+01,6.47E+01,224.961,5.41E+01,48.433,3.57E+01
48,195,6.49E+01,6.45E+01,54.248,5.44E+01,231.025,3.59E+01
