Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
132,198,4.70E+01,4.61E+01,47.073,3.94E+01,97.794,9.71E+00
135,198,4.40E+01,4.03E+01,99.366,4.15E+01,61.401,9.37E+00
138,198,4.17E+01,4.15E+01,103.462,2.55E+01,269.557,2.86E+01
141,198,4.21E+01,4.05E+01,269.74,3.69E+01,205.498,5.52E+00
144,198,4.88E+01,4.87E+01,237.549,3.44E+01,264.59,2.13E+01
147,198,4.54E+01,4.38E+01,231.609,4.05E+01,250.549,1.62E+01
150,198,4.06E+01,3.97E+01,277.466,3.35E+01,203.174,6.66E+00
153,198,3.58E+01,2.77E+01,323.732,3.51E+01,30.118,8.42E+00
156,198,4.60E+01,4.58E+01,46.749,3.22E+01,7.864,1.79E+01
159,198,4.81E+01,4.78E+01,34.257,3.67E+01,54.473,2.09E+01
162,198,4.83E+01,4.71E+01,46.051,4.22E+01,43.934,3.60E+01
165,198,5.11E+01,5.09E+01,55.558,3.80E+01,55.281,4.00E+01
168,198,4.80E+01,4.77E+01,75.901,3.68E+01,88.584,2.47E+01
171,198,4.28E+01,4.23E+01,162.079,3.30E+01,73.803,9.30E+00
174,198,3.80E+01,3.67E+01,299.795,3.19E+01,225.514,5.43E+00
177,198,5.60E+01,5.58E+01,358.925,4.27E+01,350.519,3.01E+01
180,198,6.02E+01,5.98E+01,3.003,5.00E+01,3.003,4.00E+01
0,201,1.09E+02,1.09E+02,243.112,1.00E+02,63.112,4.00E+01
3,201,1.03E+02,1.02E+02,228.747,9.40E+01,49.022,4.00E+01
6,201,9.54E+01,9.48E+01,101.41,8.65E+01,280.859,4.00E+01
9,201,8.87E+01,8.82E+01,26.693,7.96E+01,207.198,4.00E+01
12,201,8.83E+01,8.77E+01,265.824,7.94E+01,86.228,4.00E+01
15,201,8.26E+01,8.20E+01,128.963,7.37E+01,307.274,4.00E+01
18,201,7.72E+01,7.66E+01,36.356,6.78E+01,217.588,4.00E+01
21,201,7.89E+01,7.83E+01,271.336,7.00E+01,92.443,4.00E+01
24,201,7.56E+01,7.50E+01,123.386,6.68E+01,300.529,3.54E+01
27,201,6.87E+01,6.83E+01,16.118,5.87E+01,194.204,4.00E+01
30,201,7.19E+01,7.12E+01,264.011,6.31E+01,86.543,3.65E+01
33,201,7.07E+01,7.01E+01,111.399,6.23E+01,287.766,3.31E+01
36,201,6.37E+01,6.32E+01,346.732,5.37E+01,155.482,2.46E+01
39,201,6.62E+01,6.56E+01,249.217,5.75E+01,73.788,3.13E+01
42,201,6.68E+01,6.60E+01,96.98,5.89E+01,272.579,3.10E+01
45,201,6.06E+01,6.00E+01,321.849,5.14E+01,123.094,1.95E+01
48,201,6.20E+01,6.13E+01,228.224,5.34E+01,54.819,2.81E+01
51,201,6.36E+01,6.28E+01,79.304,5.63E+01,253.845,2.86E+01
54,201,5.85E+01,5.78E+01,304.979,4.97E+01,101.883,1.74E+01
57,201,5.97E+01,5.90E+01,207.213,5.15E+01,33.953,2.75E+01
60,201,6.10E+01,6.00E+01,62.269,5.45E+01,233.484,2.39E+01
63,201,5.65E+01,5.59E+01,297.303,4.73E+01,92.293,1.70E+01
66,201,5.86E+01,5.76E+01,189.197,5.16E+01,14.073,2.93E+01
69,201,5.86E+01,5.73E+01,50.037,5.28E+01,214.406,1.84E+01
72,201,5.52E+01,5.47E+01,296.704,4.54E+01,108.712,2.74E+01
75,201,5.75E+01,5.60E+01,176.005,5.23E+01,356.116,4.00E+01
78,201,5.54E+01,5.42E+01,47.999,4.94E+01,203.17,1.45E+01
81,201,5.46E+01,5.34E+01,294.989,4.84E+01,129.763,1.92E+01
84,201,5.50E+01,5.27E+01,171.112,5.10E+01,340.418,2.07E+01
87,201,5.20E+01,5.13E+01,51.456,4.35E+01,238.926,2.69E+01
90,201,5.27E+01,4.95E+01,289.234,4.98E+01,125.072,1.71E+01
93,201,4.94E+01,4.86E+01,171.423,4.18E+01,340.175,2.26E+01
96,201,4.95E+01,4.68E+01,32.244,4.61E+01,275.396,4.28E+00
99,201,4.59E+01,4.47E+01,284.479,3.98E+01,91.816,2.04E+01
102,201,4.78E+01,4.71E+01,138.81,3.97E+01,89.593,1.05E+01
105,201,4.33E+01,4.15E+01,28.503,3.85E+01,181.897,1.31E+01
108,201,4.79E+01,4.73E+01,265.536,3.88E+01,311.242,1.20E+01
111,201,4.35E+01,3.60E+01,136.366,4.27E+01,294.36,1.67E+01
114,201,4.62E+01,4.46E+01,38.579,4.11E+01,128.452,3.53E+00
117,201,4.54E+01,3.74E+01,161.704,4.46E+01,79.332,7.34E+00
120,201,4.24E+01,4.13E+01,135.23,3.60E+01,285.241,1.32E+01
123,201,4.63E+01,4.43E+01,295.862,4.19E+01,233.254,5.00E+00
126,201,4.68E+01,4.65E+01,254.152,3.46E+01,302.312,1.48E+01
129,201,4.09E+01,4.01E+01,86.361,3.28E+01,308.225,1.18E+01
132,201,4.71E+01,4.60E+01,46.218,4.07E+01,97.136,8.67E+00
135,201,4.48E+01,4.04E+01,98.112,4.29E+01,61.524,1.00E+01
138,201,4.15E+01,4.14E+01,103.278,2.67E+01,268.491,2.69E+01
141,201,4.24E+01,4.04E+01,269.867,3.81E+01,205.483,4.65E+00
144,201,4.87E+01,4.84E+01,238.09,3.57E+01,265.795,1.98E+01
147,201,4.58E+01,4.35E+01,231.55,4.18E+01,250.555,1.57E+01
150,201,4.08E+01,3.95E+01,277.215,3.49E+01,202.97,5.28E+00
153,201,3.71E+01,2.84E+01,326.511,3.65E+01,29.973,9.35E+00
156,201,4.59E+01,4.57E+01,46.053,3.36E+01,6.662,1.64E+01
159,201,4.81E+01,4.76E+01,34.341,3.80E+01,54.518,1.97E+01
162,201,4.86E+01,4.70E+01,45.53,4.36E+01,43.747,3.68E+01
165,201,5.10E+01,5.07E+01,55.178,3.94E+01,54.618,4.00E+01
168,201,4.80E+01,4.76E+01,78.609,3.82E+01,91.414,2.34E+01
171,201,4.30E+01,4.24E+01,161.911,3.43E+01,75.428,8.13E+00
174,201,3.88E+01,3.75E+01,306.589,3.28E+01,230.126,5.21E+00
177,201,5.59E+01,5.56E+01,358.909,4.41E+01,350.539,2.89E+01
180,201,6.02E+01,5.96E+01,3.003,5.13E+01,3.003,4.00E+01
0,204,1.09E+02,1.08E+02,243.112,1.01E+02,63.112,4.00E+01
3,204,1.03E+02,1.02E+02,228.773,9.51E+01,49.048,4.00E+01
6,204,9.54E+01,9.46E+01,101.15,8.76E+01,280.597,4.00E+01
9,204,8.87E+01,8.80E+01,26.705,8.07E+01,207.209,4.00E+01
12,204,8.83E+01,8.75E+01,265.459,8.05E+01,85.868,4.00E+01
15,204,8.26E+01,8.19E+01,128.9,7.48E+01,307.216,3.93E+01
18,204,7.72E+01,7.65E+01,36.215,6.89E+01,217.453,4.00E+01
21,204,7.89E+01,7.81E+01,271.386,7.11E+01,92.495,4.00E+01
24,204,7.56E+01,7.48E+01,123.419,6.80E+01,300.543,3.45E+01
27,204,6.87E+01,6.81E+01,16.062,5.98E+01,194.153,3.90E+01
30,204,7.19E+01,7.11E+01,263.858,6.42E+01,86.421,3.55E+01
33,204,7.08E+01,6.99E+01,111.421,6.34E+01,287.794,3.22E+01
36,204,6.37E+01,6.31E+01,346.469,5.48E+01,155.292,2.37E+01
39,204,6.63E+01,6.55E+01,248.758,5.87E+01,73.444,3.02E+01
42,204,6.69E+01,6.59E+01,96.996,6.00E+01,272.62,3.02E+01
45,204,6.07E+01,6.00E+01,322.712,5.26E+01,124.056,1.87E+01
48,204,6.21E+01,6.13E+01,229.091,5.46E+01,55.405,2.76E+01
51,204,6.37E+01,6.25E+01,79.697,5.74E+01,254.089,2.77E+01
54,204,5.85E+01,5.77E+01,305.277,5.08E+01,101.979,1.63E+01
57,204,5.97E+01,5.88E+01,207.475,5.26E+01,34.148,2.67E+01
60,204,6.12E+01,5.98E+01,62.515,5.56E+01,233.697,2.33E+01
63,204,5.65E+01,5.57E+01,297.601,4.84E+01,92.51,1.60E+01
66,204,5.87E+01,5.74E+01,189.489,5.28E+01,14.387,2.86E+01
69,204,5.88E+01,5.71E+01,50.225,5.38E+01,214.538,1.78E+01
72,204,5.51E+01,5.45E+01,296.983,4.65E+01,108.988,2.64E+01
75,204,5.78E+01,5.58E+01,176.209,5.34E+01,356.26,4.00E+01
78,204,5.56E+01,5.40E+01,48.263,5.05E+01,203.253,1.39E+01
81,204,5.48E+01,5.33E+01,295.214,4.95E+01,129.812,1.86E+01
84,204,5.54E+01,5.25E+01,171.351,5.22E+01,340.474,2.04E+01
87,204,5.20E+01,5.11E+01,51.72,4.46E+01,239.1,2.61E+01
90,204,5.32E+01,4.93E+01,289.517,5.09E+01,125.169,1.74E+01
93,204,4.95E+01,4.85E+01,171.737,4.29E+01,340.53,2.19E+01
96,204,5.00E+01,4.66E+01,32.568,4.73E+01,275.588,4.31E+00
99,204,4.61E+01,4.45E+01,285.166,4.09E+01,92.553,1.99E+01
102,204,4.79E+01,4.69E+01,139.529,4.09E+01,89.763,9.34E+00
105,204,4.35E+01,4.12E+01,29.532,3.95E+01,182.529,1.26E+01
108,204,4.78E+01,4.70E+01,265.899,3.98E+01,311.002,1.11E+01
111,204,4.43E+01,3.57E+01,136.36,4.37E+01,294.657,1.78E+01
114,204,4.65E+01,4.44E+01,38.776,4.22E+01,128.302,2.27E+00
117,204,4.63E+01,3.72E+01,161.471,4.57E+01,79.748,8.61E+00
120,204,4.26E+01,4.12E+01,135.518,3.70E+01,284.999,1.24E+01
123,204,4.66E+01,4.41E+01,296.418,4.30E+01,233.227,4.38E+00
126,204,4.66E+01,4.63E+01,253.977,3.55E+01,302.175,1.36E+01
129,204,4.08E+01,3.99E+01,87.302,3.37E+01,307.542,1.12E+01
132,204,4.72E+01,4.58E+01,46.237,4.18E+01,97.334,7.76E+00
135,204,4.55E+01,4.02E+01,97.298,4.40E+01,61.492,1.08E+01
138,204,4.15E+01,4.13E+01,103.633,2.76E+01,267.167,2.50E+01
141,204,4.27E+01,4.02E+01,269.126,3.93E+01,205.246,4.21E+00
144,204,4.85E+01,4.82E+01,238.444,3.68E+01,266.643,1.84E+01
147,204,4.62E+01,4.34E+01,230.594,4.29E+01,250.228,1.53E+01
150,204,4.10E+01,3.93E+01,276.817,3.60E+01,202.579,4.08E+00
153,204,3.82E+01,2.87E+01,327.118,3.77E+01,30.014,1.02E+01
156,204,4.58E+01,4.54E+01,45.976,3.47E+01,5.855,1.50E+01
159,204,4.80E+01,4.74E+01,34.475,3.90E+01,54.503,1.88E+01
162,204,4.89E+01,4.68E+01,45.229,4.47E+01,43.69,3.77E+01
165,204,5.09E+01,5.05E+01,55.513,4.05E+01,55,4.00E+01
168,204,4.80E+01,4.74E+01,80.863,3.93E+01,93.763,2.23E+01
171,204,4.30E+01,4.22E+01,161.733,3.53E+01,75.777,6.91E+00
174,204,3.95E+01,3.83E+01,312.32,3.35E+01,235.534,5.30E+00
177,204,5.59E+01,5.55E+01,358.893,4.52E+01,350.56,2.78E+01
180,204,6.02E+01,5.94E+01,3.003,5.24E+01,3.003,4.00E+01
0,207,1.09E+02,1.08E+02,243.112,1.02E+02,63.112,4.00E+01
3,207,1.03E+02,1.02E+02,228.799,9.60E+01,49.073,4.00E+01
6,207,9.54E+01,9.44E+01,100.885,8.85E+01,280.331,4.00E+01
9,207,8.87E+01,8.78E+01,26.618,8.17E+01,207.117,4.00E+01
12,207,8.83E+01,8.73E+01,265.216,8.14E+01,85.628,4.00E+01
15,207,8.27E+01,8.17E+01,128.948,7.58E+01,307.273,3.86E+01
18,207,7.71E+01,7.63E+01,36.322,6.98E+01,217.569,4.00E+01
21,207,7.89E+01,7.79E+01,271.506,7.21E+01,92.605,4.00E+01
24,207,7.56E+01,7.46E+01,123.461,6.89E+01,300.569,3.37E+01
27,207,6.86E+01,6.78E+01,16.126,6.07E+01,194.227,3.83E+01
30,207,7.19E+01,7.09E+01,263.799,6.52E+01,86.381,3.47E+01
33,207,7.08E+01,6.97E+01,111.479,6.44E+01,287.836,3.15E+01
36,207,6.36E+01,6.28E+01,346.113,5.58E+01,154.952,2.28E+01
39,207,6.63E+01,6.53E+01,248.532,5.96E+01,73.287,2.94E+01
42,207,6.70E+01,6.57E+01,96.768,6.10E+01,272.47,2.98E+01
45,207,6.08E+01,5.99E+01,322.437,5.36E+01,124.147,1.81E+01
48,207,6.23E+01,6.12E+01,229.034,5.56E+01,55.258,2.70E+01
51,207,6.38E+01,6.23E+01,80.215,5.83E+01,254.393,2.68E+01
54,207,5.85E+01,5.75E+01,305.876,5.18E+01,102.465,1.55E+01
57,207,5.98E+01,5.86E+01,207.872,5.36E+01,34.45,2.62E+01
60,207,6.13E+01,5.95E+01,62.809,5.65E+01,233.843,2.26E+01
63,207,5.65E+01,5.55E+01,297.941,4.94E+01,92.887,1.53E+01
66,207,5.88E+01,5.72E+01,189.814,5.37E+01,14.605,2.83E+01
69,207,5.90E+01,5.69E+01,50.348,5.48E+01,214.571,1.74E+01
72,207,5.51E+01,5.43E+01,297.287,4.75E+01,109.275,2.55E+01
75,207,5.80E+01,5.56E+01,176.372,5.44E+01,356.282,4.00E+01
78,207,5.58E+01,5.38E+01,48.541,5.14E+01,203.602,1.35E+01
81,207,5.50E+01,5.31E+01,295.523,5.05E+01,129.856,1.84E+01
84,207,5.58E+01,5.23E+01,171.68,5.31E+01,340.819,2.05E+01
87,207,5.21E+01,5.10E+01,52.145,4.56E+01,239.646,2.52E+01
90,207,5.37E+01,4.91E+01,289.934,5.19E+01,125.485,1.78E+01
93,207,4.96E+01,4.83E+01,172.278,4.39E+01,341.525,2.16E+01
96,207,5.05E+01,4.64E+01,33.17,4.83E+01,276.145,4.68E+00
99,207,4.62E+01,4.43E+01,285.997,4.17E+01,93.125,1.93E+01
102,207,4.79E+01,4.66E+01,140.003,4.19E+01,89.878,8.35E+00
105,207,4.37E+01,4.10E+01,29.945,4.03E+01,182.439,1.23E+01
108,207,4.77E+01,4.68E+01,266.009,4.08E+01,310.759,1.02E+01
111,207,4.51E+01,3.55E+01,137.246,4.46E+01,294.432,1.83E+01
114,207,4.67E+01,4.42E+01,38.922,4.31E+01,128.727,1.15E+00
117,207,4.71E+01,3.68E+01,161.251,4.66E+01,79.885,9.98E+00
120,207,4.26E+01,4.08E+01,135.611,3.80E+01,284.791,1.17E+01
123,207,4.70E+01,4.40E+01,297.211,4.39E+01,233.746,4.18E+00
126,207,4.65E+01,4.60E+01,254.83,3.66E+01,302.772,1.25E+01
129,207,4.09E+01,3.98E+01,87.822,3.46E+01,307.343,1.07E+01
132,207,4.74E+01,4.55E+01,46.404,4.27E+01,97.503,7.10E+00
135,207,4.61E+01,3.99E+01,96.874,4.49E+01,61.274,1.15E+01
138,207,4.14E+01,4.11E+01,104.078,2.86E+01,267.103,2.36E+01
141,207,4.31E+01,4.00E+01,268.985,4.03E+01,205.566,4.19E+00
144,207,4.84E+01,4.80E+01,238.38,3.78E+01,266.572,1.74E+01
147,207,4.66E+01,4.33E+01,229.582,4.39E+01,249.799,1.50E+01
150,207,4.12E+01,3.91E+01,276.648,3.71E+01,202.401,3.14E+00
153,207,3.89E+01,2.80E+01,326.193,3.86E+01,30.632,1.16E+01
156,207,4.56E+01,4.51E+01,46.307,3.57E+01,5.536,1.37E+01
159,207,4.79E+01,4.72E+01,34.483,3.99E+01,54.325,1.80E+01
162,207,4.92E+01,4.66E+01,45.313,4.57E+01,43.86,3.80E+01
165,207,5.08E+01,5.03E+01,56.255,4.14E+01,56.004,4.00E+01
168,207,4.80E+01,4.72E+01,82.271,4.03E+01,95.232,2.14E+01
171,207,4.29E+01,4.18E+01,161.543,3.63E+01,74.752,5.58E+00
174,207,4.03E+01,3.91E+01,316.924,3.41E+01,241.529,5.53E+00
177,207,5.58E+01,5.53E+01,358.88,4.62E+01,350.584,2.69E+01
180,207,6.02E+01,5.92E+01,3.003,5.33E+01,3.003,4.00E+01
0,210,1.09E+02,1.08E+02,243.112,1.03E+02,63.112,4.00E+01
3,210,1.03E+02,1.02E+02,228.822,9.69E+01,49.097,4.00E+01
6,210,9.54E+01,9.41E+01,100.629,8.93E+01,280.074,4.00E+01
9,210,8.87E+01,8.75E+01,26.445,8.25E+01,206.938,4.00E+01
12,210,8.83E+01,8.70E+01,265.134,8.23E+01,85.549,4.00E+01
15,210,8.27E+01,8.15E+01,129.029,7.67E+01,307.362,3.80E+01
18,210,7.71E+01,7.60E+01,36.613,7.06E+01,217.878,4.00E+01
21,210,7.89E+01,7.77E+01,271.613,7.30E+01,92.7,4.00E+01
24,210,7.56E+01,7.44E+01,123.42,6.97E+01,300.527,3.31E+01
27,210,6.85E+01,6.76E+01,16.176,6.15E+01,194.285,3.76E+01
30,210,7.19E+01,7.06E+01,263.788,6.60E+01,86.383,3.41E+01
33,210,7.08E+01,6.94E+01,111.39,6.52E+01,287.764,3.10E+01
36,210,6.36E+01,6.26E+01,345.939,5.66E+01,154.814,2.22E+01
39,210,6.63E+01,6.50E+01,248.569,6.05E+01,73.329,2.88E+01
42,210,6.70E+01,6.55E+01,96.517,6.18E+01,272.316,2.95E+01
45,210,6.08E+01,5.97E+01,321.889,5.45E+01,123.75,1.75E+01
48,210,6.23E+01,6.10E+01,228.207,5.65E+01,54.644,2.61E+01
51,210,6.40E+01,6.22E+01,80.287,5.93E+01,254.463,2.64E+01
54,210,5.85E+01,5.73E+01,306.421,5.26E+01,103.103,1.50E+01
57,210,5.99E+01,5.84E+01,208.065,5.45E+01,34.526,2.58E+01
60,210,6.15E+01,5.93E+01,63.072,5.74E+01,233.986,2.22E+01
63,210,5.65E+01,5.53E+01,298.177,5.02E+01,93.199,1.46E+01
66,210,5.90E+01,5.70E+01,189.932,5.45E+01,14.506,2.83E+01
69,210,5.92E+01,5.66E+01,50.549,5.57E+01,214.739,1.72E+01
72,210,5.51E+01,5.41E+01,297.533,4.84E+01,109.508,2.48E+01
75,210,5.83E+01,5.54E+01,176.639,5.53E+01,356.429,4.00E+01
78,210,5.60E+01,5.36E+01,48.839,5.23E+01,203.951,1.32E+01
81,210,5.52E+01,5.28E+01,295.892,5.14E+01,130.072,1.82E+01
84,210,5.61E+01,5.21E+01,171.988,5.40E+01,341.133,2.07E+01
87,210,5.21E+01,5.07E+01,52.536,4.65E+01,240.381,2.43E+01
90,210,5.42E+01,4.89E+01,290.414,5.27E+01,125.699,1.83E+01
93,210,4.97E+01,4.80E+01,172.663,4.47E+01,342.213,2.14E+01
96,210,5.09E+01,4.61E+01,33.544,4.91E+01,276.416,5.28E+00
99,210,4.63E+01,4.40E+01,286.437,4.25E+01,92.915,1.87E+01
102,210,4.79E+01,4.64E+01,140.009,4.28E+01,89.945,7.67E+00
105,210,4.40E+01,4.08E+01,30.179,4.12E+01,182.118,1.21E+01
108,210,4.78E+01,4.65E+01,266.357,4.17E+01,310.696,9.51E+00
111,210,4.59E+01,3.52E+01,139.246,4.55E+01,294.361,1.85E+01
114,210,4.69E+01,4.39E+01,38.948,4.39E+01,128.867,6.42E-02
117,210,4.78E+01,3.65E+01,161.078,4.75E+01,79.815,1.11E+01
120,210,4.28E+01,4.06E+01,136.265,3.88E+01,284.866,1.13E+01
123,210,4.73E+01,4.38E+01,296.831,4.48E+01,234.044,4.41E+00
126,210,4.64E+01,4.58E+01,255.134,3.75E+01,302.928,1.15E+01
129,210,4.10E+01,3.96E+01,87.994,3.55E+01,307.519,1.01E+01
132,210,4.75E+01,4.53E+01,46.758,4.36E+01,97.582,6.73E+00
135,210,4.67E+01,3.96E+01,96.71,4.58E+01,61.201,1.23E+01
138,210,4.11E+01,4.08E+01,103.776,2.97E+01,268.906,2.36E+01
141,210,4.35E+01,3.98E+01,269.632,4.11E+01,206.053,4.37E+00
144,210,4.83E+01,4.78E+01,238.472,3.86E+01,266.393,1.66E+01
147,210,4.70E+01,4.31E+01,229.73,4.47E+01,249.86,1.52E+01
150,210,4.14E+01,3.88E+01,276.888,3.80E+01,202.498,2.54E+00
153,210,3.96E+01,2.71E+01,325.196,3.94E+01,31.437,1.32E+01
156,210,4.55E+01,4.49E+01,46.225,3.66E+01,5.275,1.27E+01
159,210,4.79E+01,4.70E+01,34.306,4.08E+01,53.981,1.74E+01
162,210,4.94E+01,4.64E+01,45.701,4.65E+01,44.199,3.77E+01
165,210,5.07E+01,5.00E+01,56.973,4.22E+01,57.02,4.00E+01
168,210,4.80E+01,4.70E+01,82.599,4.12E+01,95.599,2.07E+01
171,210,4.26E+01,4.12E+01,161.339,3.71E+01,72.494,4.12E+00
174,210,4.09E+01,3.97E+01,320.494,3.46E+01,247.73,5.77E+00
177,210,5.57E+01,5.51E+01,358.87,4.71E+01,350.61,2.61E+01
180,210,6.02E+01,5.89E+01,3.003,5.42E+01,3.003,4.00E+01
0,213,1.09E+02,1.08E+02,243.112,1.04E+02,63.112,4.00E+01
3,213,1.03E+02,1.01E+02,228.844,9.76E+01,49.119,4.00E+01
6,213,9.53E+01,9.38E+01,100.396,9.01E+01,279.839,4.00E+01
9,213,8.88E+01,8.73E+01,26.216,8.33E+01,206.7,4.00E+01
12,213,8.83E+01,8.68E+01,265.213,8.30E+01,85.628,4.00E+01
15,213,8.27E+01,8.12E+01,129.067,7.74E+01,307.402,3.76E+01
18,213,7.71E+01,7.57E+01,36.906,7.14E+01,218.179,4.00E+01
21,213,7.89E+01,7.74E+01,271.662,7.37E+01,92.741,4.00E+01
24,213,7.56E+01,7.41E+01,123.296,7.05E+01,300.419,3.27E+01
27,213,6.85E+01,6.73E+01,16.059,6.23E+01,194.162,3.70E+01
30,213,7.19E+01,7.03E+01,263.844,6.68E+01,86.438,3.36E+01
33,213,7.09E+01,6.92E+01,111.236,6.60E+01,287.646,3.06E+01
36,213,6.36E+01,6.24E+01,346.001,5.74E+01,154.905,2.16E+01
39,213,6.63E+01,6.47E+01,248.634,6.12E+01,73.387,2.83E+01
42,213,6.71E+01,6.52E+01,96.507,6.26E+01,272.32,2.91E+01
45,213,6.08E+01,5.94E+01,321.664,5.52E+01,123.424,1.69E+01
48,213,6.23E+01,6.07E+01,227.709,5.72E+01,54.364,2.54E+01
51,213,6.41E+01,6.20E+01,79.831,6.00E+01,254.221,2.64E+01
54,213,5.86E+01,5.71E+01,306.368,5.34E+01,103.257,1.46E+01
57,213,6.00E+01,5.82E+01,207.844,5.53E+01,34.333,2.54E+01
60,213,6.16E+01,5.91E+01,63.193,5.81E+01,234.024,2.20E+01
63,213,5.65E+01,5.51E+01,298.352,5.10E+01,93.42,1.41E+01
66,213,5.91E+01,5.68E+01,189.953,5.53E+01,14.46,2.82E+01
69,213,5.94E+01,5.64E+01,50.796,5.64E+01,214.975,1.71E+01
72,213,5.51E+01,5.38E+01,297.776,4.92E+01,109.995,2.46E+01
75,213,5.86E+01,5.51E+01,176.898,5.60E+01,356.691,4.00E+01
78,213,5.62E+01,5.33E+01,49.059,5.30E+01,204.182,1.31E+01
81,213,5.54E+01,5.26E+01,296.131,5.22E+01,130.406,1.81E+01
84,213,5.65E+01,5.18E+01,172.215,5.47E+01,341.221,2.08E+01
87,213,5.21E+01,5.04E+01,52.671,4.72E+01,240.955,2.34E+01
90,213,5.47E+01,4.86E+01,290.643,5.35E+01,125.742,1.89E+01
93,213,4.97E+01,4.78E+01,172.805,4.54E+01,342.225,2.10E+01
96,213,5.13E+01,4.59E+01,33.637,4.99E+01,276.53,5.97E+00
99,213,4.65E+01,4.38E+01,286.675,4.32E+01,92.86,1.84E+01
102,213,4.80E+01,4.61E+01,140.289,4.35E+01,90.326,7.20E+00
105,213,4.43E+01,4.05E+01,30.714,4.20E+01,182.376,1.21E+01
108,213,4.78E+01,4.63E+01,266.684,4.24E+01,310.763,8.97E+00
111,213,4.66E+01,3.49E+01,139.853,4.62E+01,294.439,1.92E+01
114,213,4.72E+01,4.36E+01,39.128,4.46E+01,128.89,1.01E+00
117,213,4.85E+01,3.63E+01,160.656,4.83E+01,79.932,1.21E+01
120,213,4.31E+01,4.06E+01,136.408,3.94E+01,284.813,1.11E+01
123,213,4.76E+01,4.34E+01,295.995,4.56E+01,233.55,4.89E+00
126,213,4.63E+01,4.56E+01,254.954,3.83E+01,302.486,1.08E+01
129,213,4.11E+01,3.93E+01,88.067,3.63E+01,307.505,9.55E+00
132,213,4.77E+01,4.51E+01,47.069,4.44E+01,97.817,6.53E+00
135,213,4.73E+01,3.93E+01,96.56,4.66E+01,61.309,1.31E+01
138,213,4.10E+01,4.06E+01,103.848,3.04E+01,269.785,2.32E+01
141,213,4.39E+01,3.95E+01,269.965,4.19E+01,206.052,4.79E+00
144,213,4.81E+01,4.75E+01,238.842,3.93E+01,266.594,1.59E+01
147,213,4.73E+01,4.28E+01,230.321,4.55E+01,250.284,1.55E+01
150,213,4.16E+01,3.85E+01,277.4,3.87E+01,202.715,2.36E+00
153,213,4.03E+01,2.68E+01,325.853,4.01E+01,31.738,1.42E+01
156,213,4.54E+01,4.46E+01,45.462,3.75E+01,4.832,1.18E+01
159,213,4.78E+01,4.67E+01,34.096,4.15E+01,53.643,1.68E+01
162,213,4.97E+01,4.61E+01,46.114,4.72E+01,44.541,3.73E+01
165,213,5.05E+01,4.97E+01,57.28,4.29E+01,57.5,4.00E+01
168,213,4.79E+01,4.67E+01,81.864,4.18E+01,94.871,2.02E+01
171,213,4.23E+01,4.03E+01,161.136,3.78E+01,69.389,2.56E+00
174,213,4.14E+01,4.02E+01,323.179,3.52E+01,253.635,5.94E+00
177,213,5.56E+01,5.48E+01,358.865,4.79E+01,350.637,2.54E+01
180,213,6.02E+01,5.87E+01,3.003,5.49E+01,3.003,4.00E+01
0,216,1.09E+02,1.07E+02,243.112,1.05E+02,63.112,4.00E+01
3,216,1.03E+02,1.01E+02,228.861,9.83E+01,49.137,4.00E+01
6,216,9.53E+01,9.35E+01,100.197,9.07E+01,279.639,4.00E+01
9,216,8.88E+01,8.70E+01,25.972,8.40E+01,206.446,4.00E+01
12,216,8.83E+01,8.65E+01,265.41,8.37E+01,85.823,4.00E+01
15,216,8.27E+01,8.09E+01,129.034,7.81E+01,307.363,3.72E+01
18,216,7.70E+01,7.54E+01,37.038,7.20E+01,218.314,3.97E+01
21,216,7.89E+01,7.71E+01,271.652,7.44E+01,92.732,4.00E+01
24,216,7.56E+01,7.37E+01,123.192,7.11E+01,300.335,3.25E+01
27,216,6.85E+01,6.70E+01,15.883,6.30E+01,193.964,3.64E+01
30,216,7.19E+01,7.00E+01,263.937,6.74E+01,86.524,3.33E+01
33,216,7.09E+01,6.89E+01,111.196,6.67E+01,287.621,3.04E+01
36,216,6.35E+01,6.20E+01,346.1,5.81E+01,154.953,2.11E+01
39,216,6.63E+01,6.44E+01,248.588,6.19E+01,73.368,2.80E+01
42,216,6.72E+01,6.49E+01,96.661,6.33E+01,272.423,2.88E+01
45,216,6.07E+01,5.90E+01,321.715,5.59E+01,123.373,1.64E+01
48,216,6.22E+01,6.03E+01,228.007,5.78E+01,54.623,2.51E+01
51,216,6.42E+01,6.16E+01,79.406,6.07E+01,253.937,2.65E+01
54,216,5.87E+01,5.68E+01,305.71,5.41E+01,102.907,1.44E+01
57,216,6.01E+01,5.79E+01,207.419,5.60E+01,34.033,2.50E+01
60,216,6.18E+01,5.88E+01,62.99,5.88E+01,233.952,2.20E+01
63,216,5.66E+01,5.48E+01,298.36,5.17E+01,93.661,1.38E+01
66,216,5.93E+01,5.65E+01,189.937,5.60E+01,14.581,2.79E+01
69,216,5.96E+01,5.61E+01,50.896,5.71E+01,215.055,1.72E+01
72,216,5.51E+01,5.35E+01,297.888,4.98E+01,110.361,2.44E+01
