Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
18,3,7.74E+01,7.74E+01,216.269,5.12E+01,37.344,4.00E+01
21,3,7.88E+01,7.88E+01,93.024,5.33E+01,273.967,4.00E+01
24,3,7.53E+01,7.53E+01,304.353,4.99E+01,121.227,4.00E+01
27,3,6.81E+01,6.81E+01,198.719,4.12E+01,16.441,4.00E+01
30,3,7.13E+01,7.13E+01,84.062,4.59E+01,266.724,4.00E+01
33,3,7.04E+01,7.04E+01,287.918,4.54E+01,104.947,4.00E+01
36,3,6.40E+01,6.40E+01,159.31,3.73E+01,328.882,4.00E+01
39,3,6.65E+01,6.65E+01,66.268,4.10E+01,251.159,4.00E+01
42,3,6.67E+01,6.67E+01,277.085,4.22E+01,92.461,4.00E+01
45,3,6.07E+01,6.07E+01,139.262,3.49E+01,301.442,3.61E+01
48,3,6.22E+01,6.22E+01,46.251,3.68E+01,233.192,4.00E+01
51,3,6.34E+01,6.34E+01,259.199,3.96E+01,73.766,4.00E+01
54,3,5.86E+01,5.86E+01,123.609,3.32E+01,281.027,3.38E+01
57,3,5.96E+01,5.96E+01,26.795,3.48E+01,213.267,4.00E+01
60,3,6.07E+01,6.07E+01,241.556,3.78E+01,52.769,3.92E+01
63,3,5.65E+01,5.65E+01,116.567,3.08E+01,271.666,3.32E+01
66,3,5.84E+01,5.83E+01,8.463,3.51E+01,193.688,4.00E+01
69,3,5.79E+01,5.79E+01,228.84,3.60E+01,34.074,3.38E+01
72,3,5.53E+01,5.53E+01,116.145,2.87E+01,288.683,4.00E+01
75,3,5.67E+01,5.66E+01,354.795,3.56E+01,174.842,4.00E+01
78,3,5.49E+01,5.48E+01,227.254,3.28E+01,22.863,2.98E+01
81,3,5.41E+01,5.41E+01,113.862,3.17E+01,307.983,3.47E+01
84,3,5.34E+01,5.33E+01,349.832,3.44E+01,160.116,3.45E+01
87,3,5.20E+01,5.20E+01,230.447,2.69E+01,57.371,4.00E+01
90,3,5.03E+01,5.02E+01,107.931,3.30E+01,304.468,2.82E+01
93,3,4.93E+01,4.93E+01,349.677,2.52E+01,159.851,3.95E+01
96,3,4.76E+01,4.75E+01,210.681,2.93E+01,94.965,1.92E+01
99,3,4.55E+01,4.54E+01,102.454,2.31E+01,269.355,3.52E+01
102,3,4.79E+01,4.79E+01,317.339,2.25E+01,270.017,2.81E+01
105,3,4.25E+01,4.24E+01,206.048,2.23E+01,2.288,2.82E+01
108,3,4.81E+01,4.81E+01,84.903,2.21E+01,133.802,2.85E+01
111,3,3.71E+01,3.68E+01,316.303,2.60E+01,116.357,2.07E+01
114,3,4.51E+01,4.51E+01,218.352,2.46E+01,307.97,2.05E+01
117,3,3.88E+01,3.84E+01,341.637,2.80E+01,260.308,1.05E+01
120,3,4.23E+01,4.23E+01,311.53,1.91E+01,104.444,3.01E+01
123,3,4.49E+01,4.48E+01,117.029,2.53E+01,53.531,2.05E+01
126,3,4.69E+01,4.69E+01,74.188,1.78E+01,121.507,3.18E+01
129,3,4.14E+01,4.14E+01,266.432,1.53E+01,130.069,2.94E+01
132,3,4.67E+01,4.66E+01,227.734,2.42E+01,276.694,2.49E+01
135,3,4.15E+01,4.13E+01,280.451,2.60E+01,241.241,1.94E+01
138,3,4.28E+01,4.28E+01,287.062,9.43E+00,71.286,3.80E+01
141,3,4.21E+01,4.20E+01,80.506,2.20E+01,24.082,2.17E+01
144,3,4.94E+01,4.94E+01,60.673,1.97E+01,91.491,3.55E+01
147,3,4.35E+01,4.34E+01,50.332,2.50E+01,71.539,2.73E+01
150,3,3.81E+01,3.81E+01,94.087,1.87E+01,15.521,1.96E+01
153,3,2.74E+01,2.67E+01,95.146,1.87E+01,214.27,9.53E+00
156,3,4.68E+01,4.68E+01,216.966,1.91E+01,181.721,3.25E+01
159,3,4.82E+01,4.82E+01,215.183,2.14E+01,233.095,3.70E+01
162,3,4.76E+01,4.76E+01,224.873,2.67E+01,222.821,4.00E+01
165,3,5.10E+01,5.10E+01,243.72,2.22E+01,247.79,4.00E+01
168,3,4.82E+01,4.82E+01,247.104,2.13E+01,259.38,4.00E+01
171,3,4.03E+01,4.03E+01,342.666,1.79E+01,240.733,2.26E+01
174,3,3.52E+01,3.52E+01,89.269,1.80E+01,34.321,1.90E+01
177,3,5.61E+01,5.61E+01,178.986,2.72E+01,170.461,4.00E+01
180,3,6.02E+01,6.02E+01,183.003,3.46E+01,183.003,4.00E+01
0,6,1.09E+02,1.09E+02,63.112,8.95E+01,243.112,4.00E+01
3,6,1.03E+02,1.03E+02,48.647,8.33E+01,228.92,4.00E+01
6,6,9.55E+01,9.55E+01,282.328,7.59E+01,101.783,4.00E+01
9,6,8.89E+01,8.89E+01,205.79,6.91E+01,26.273,4.00E+01
12,6,8.84E+01,8.83E+01,87.495,6.88E+01,267.877,4.00E+01
15,6,8.31E+01,8.30E+01,310.992,6.34E+01,129.378,4.00E+01
18,6,7.73E+01,7.73E+01,216.553,5.72E+01,37.659,4.00E+01
21,6,7.88E+01,7.88E+01,92.789,5.93E+01,273.75,4.00E+01
24,6,7.53E+01,7.53E+01,304.261,5.59E+01,121.189,4.00E+01
27,6,6.82E+01,6.82E+01,197.791,4.74E+01,15.573,4.00E+01
30,6,7.14E+01,7.14E+01,84.317,5.21E+01,266.919,4.00E+01
33,6,7.04E+01,7.04E+01,289.154,5.14E+01,105.894,4.00E+01
36,6,6.37E+01,6.37E+01,160.885,4.30E+01,329.838,3.51E+01
39,6,6.62E+01,6.61E+01,65.863,4.68E+01,251.086,4.00E+01
42,6,6.69E+01,6.68E+01,275.839,4.83E+01,91.724,4.00E+01
45,6,6.08E+01,6.08E+01,141.274,4.09E+01,302.967,3.00E+01
48,6,6.20E+01,6.20E+01,46.873,4.27E+01,233.732,3.78E+01
51,6,6.35E+01,6.34E+01,258.865,4.57E+01,73.479,3.84E+01
54,6,5.86E+01,5.85E+01,124.043,3.92E+01,281.163,2.77E+01
57,6,5.97E+01,5.96E+01,26.495,4.08E+01,212.978,3.79E+01
60,6,6.07E+01,6.06E+01,241.436,4.38E+01,53.105,3.37E+01
63,6,5.66E+01,5.66E+01,116.756,3.68E+01,272.144,2.75E+01
66,6,5.83E+01,5.82E+01,8.506,4.09E+01,193.648,3.84E+01
69,6,5.80E+01,5.79E+01,229.469,4.21E+01,34.064,2.75E+01
72,6,5.53E+01,5.53E+01,115.877,3.47E+01,287.573,3.75E+01
75,6,5.67E+01,5.66E+01,355.122,4.17E+01,175.454,4.00E+01
78,6,5.49E+01,5.48E+01,227.122,3.87E+01,22.586,2.39E+01
81,6,5.41E+01,5.40E+01,113.921,3.77E+01,308.55,2.85E+01
84,6,5.35E+01,5.33E+01,350.001,4.04E+01,159.755,2.83E+01
87,6,5.20E+01,5.19E+01,230.239,3.28E+01,57.835,3.68E+01
90,6,5.04E+01,5.01E+01,107.806,3.91E+01,304.083,2.27E+01
93,6,4.93E+01,4.92E+01,349.828,3.13E+01,158.901,3.25E+01
96,6,4.78E+01,4.75E+01,210.759,3.54E+01,94.224,1.31E+01
99,6,4.55E+01,4.54E+01,102.532,2.93E+01,270.382,2.98E+01
102,6,4.78E+01,4.78E+01,317.688,2.88E+01,267.311,2.13E+01
105,6,4.24E+01,4.23E+01,206.569,2.79E+01,2.415,2.24E+01
108,6,4.80E+01,4.80E+01,85.138,2.80E+01,131.422,2.28E+01
111,6,3.82E+01,3.70E+01,314.387,3.19E+01,114.174,1.65E+01
114,6,4.54E+01,4.52E+01,218.106,3.05E+01,308.343,1.47E+01
117,6,3.93E+01,3.78E+01,341.056,3.39E+01,259.126,4.04E+00
120,6,4.18E+01,4.17E+01,312.294,2.55E+01,106.001,2.35E+01
123,6,4.54E+01,4.52E+01,116.192,3.12E+01,54.109,1.52E+01
126,6,4.72E+01,4.72E+01,75.048,2.41E+01,122.276,2.58E+01
129,6,4.09E+01,4.08E+01,264.095,2.18E+01,128.361,2.22E+01
132,6,4.66E+01,4.65E+01,225.429,3.01E+01,276.838,1.87E+01
135,6,4.14E+01,4.08E+01,275.324,3.21E+01,240.006,1.42E+01
138,6,4.27E+01,4.27E+01,282.618,1.50E+01,82.317,3.69E+01
141,6,4.15E+01,4.13E+01,83.919,2.78E+01,23.769,1.49E+01
144,6,4.93E+01,4.93E+01,59.594,2.55E+01,88.911,3.01E+01
147,6,4.38E+01,4.36E+01,52.256,3.10E+01,71.977,2.24E+01
150,6,3.87E+01,3.86E+01,94.675,2.45E+01,17.02,1.43E+01
153,6,2.93E+01,2.74E+01,111.67,2.50E+01,212.179,2.87E+00
156,6,4.66E+01,4.66E+01,219.946,2.45E+01,183.464,2.66E+01
159,6,4.82E+01,4.82E+01,215.088,2.74E+01,233.492,3.08E+01
162,6,4.76E+01,4.75E+01,225.45,3.27E+01,223.215,4.00E+01
165,6,5.11E+01,5.10E+01,242.419,2.82E+01,245.794,4.00E+01
168,6,4.82E+01,4.81E+01,247.786,2.73E+01,260.073,3.43E+01
171,6,4.07E+01,4.06E+01,342.6,2.38E+01,242.422,1.69E+01
174,6,3.55E+01,3.52E+01,92.595,2.39E+01,35.181,1.30E+01
177,6,5.61E+01,5.61E+01,178.98,3.32E+01,170.467,3.95E+01
180,6,6.02E+01,6.01E+01,183.003,4.06E+01,183.003,4.00E+01
0,9,1.09E+02,1.09E+02,63.112,9.30E+01,243.112,4.00E+01
3,9,1.03E+02,1.03E+02,48.66,8.68E+01,228.933,4.00E+01
6,9,9.55E+01,9.54E+01,282.217,7.94E+01,101.671,4.00E+01
9,9,8.89E+01,8.88E+01,205.975,7.25E+01,26.463,4.00E+01
12,9,8.84E+01,8.83E+01,87.307,7.23E+01,267.692,4.00E+01
15,9,8.30E+01,8.29E+01,310.566,6.68E+01,128.933,4.00E+01
18,9,7.73E+01,7.72E+01,216.857,6.06E+01,38.005,4.00E+01
21,9,7.88E+01,7.87E+01,92.437,6.28E+01,273.427,4.00E+01
24,9,7.54E+01,7.53E+01,304.098,5.95E+01,121.099,4.00E+01
27,9,6.84E+01,6.84E+01,196.915,5.11E+01,14.784,4.00E+01
30,9,7.16E+01,7.15E+01,84.595,5.57E+01,267.124,4.00E+01
33,9,7.04E+01,7.03E+01,290.52,5.50E+01,106.951,3.97E+01
36,9,6.34E+01,6.33E+01,162.912,4.62E+01,331.291,3.12E+01
39,9,6.60E+01,6.58E+01,66.228,5.01E+01,251.58,3.66E+01
42,9,6.69E+01,6.68E+01,274.823,5.18E+01,91.097,3.89E+01
45,9,6.09E+01,6.08E+01,141.572,4.44E+01,303.329,2.67E+01
48,9,6.20E+01,6.19E+01,47.581,4.62E+01,234.185,3.47E+01
51,9,6.35E+01,6.33E+01,258.62,4.91E+01,73.262,3.51E+01
54,9,5.85E+01,5.84E+01,124.371,4.27E+01,281.483,2.42E+01
57,9,5.97E+01,5.96E+01,26.316,4.44E+01,213.039,3.41E+01
60,9,6.07E+01,6.05E+01,241.817,4.73E+01,53.381,3.03E+01
63,9,5.66E+01,5.65E+01,116.691,4.03E+01,271.987,2.40E+01
66,9,5.83E+01,5.81E+01,8.612,4.44E+01,193.688,3.51E+01
69,9,5.81E+01,5.78E+01,229.52,4.56E+01,34.101,2.42E+01
72,9,5.53E+01,5.52E+01,115.749,3.82E+01,287.225,3.37E+01
75,9,5.68E+01,5.65E+01,355.358,4.52E+01,175.867,4.00E+01
78,9,5.50E+01,5.47E+01,227.159,4.22E+01,22.254,2.04E+01
81,9,5.42E+01,5.40E+01,114.036,4.12E+01,308.948,2.50E+01
84,9,5.37E+01,5.32E+01,350.172,4.39E+01,159.636,2.50E+01
87,9,5.20E+01,5.19E+01,230.437,3.63E+01,57.717,3.38E+01
90,9,5.08E+01,5.01E+01,108.113,4.26E+01,303.978,2.01E+01
93,9,4.94E+01,4.92E+01,350.156,3.48E+01,159.098,2.90E+01
96,9,4.80E+01,4.74E+01,211.166,3.90E+01,94.231,9.71E+00
99,9,4.55E+01,4.53E+01,103.248,3.28E+01,271.547,2.68E+01
102,9,4.78E+01,4.77E+01,318.144,3.26E+01,267.736,1.75E+01
105,9,4.25E+01,4.21E+01,207.547,3.12E+01,2.286,1.89E+01
108,9,4.79E+01,4.78E+01,85.047,3.16E+01,130.28,1.93E+01
111,9,3.91E+01,3.67E+01,312.681,3.53E+01,113.343,1.55E+01
114,9,4.55E+01,4.52E+01,217.558,3.40E+01,308.006,1.12E+01
117,9,4.06E+01,3.78E+01,342.351,3.74E+01,258.64,1.04E+00
120,9,4.20E+01,4.17E+01,314.392,2.89E+01,105.155,1.94E+01
123,9,4.55E+01,4.51E+01,114.811,3.47E+01,53.01,1.17E+01
126,9,4.72E+01,4.72E+01,74.264,2.76E+01,122.531,2.22E+01
129,9,4.08E+01,4.07E+01,265.448,2.55E+01,126.26,1.91E+01
132,9,4.66E+01,4.63E+01,225.007,3.35E+01,277.763,1.50E+01
135,9,4.17E+01,4.04E+01,273.86,3.57E+01,239.703,1.17E+01
138,9,4.25E+01,4.25E+01,279.356,1.87E+01,92.384,4.00E+01
141,9,4.12E+01,4.07E+01,86.891,3.11E+01,23.558,1.08E+01
144,9,4.92E+01,4.91E+01,58.583,2.87E+01,86.347,2.71E+01
147,9,4.43E+01,4.38E+01,53.134,3.46E+01,71.958,1.99E+01
150,9,3.94E+01,3.91E+01,95.586,2.78E+01,19.132,1.16E+01
153,9,3.14E+01,2.80E+01,125.299,2.88E+01,210.44,1.04E+00
156,9,4.64E+01,4.63E+01,223.569,2.72E+01,185.872,2.34E+01
159,9,4.82E+01,4.81E+01,214.886,3.09E+01,233.931,2.71E+01
162,9,4.77E+01,4.74E+01,226.101,3.62E+01,223.669,3.93E+01
165,9,5.11E+01,5.10E+01,240.55,3.18E+01,242.94,4.00E+01
168,9,4.81E+01,4.81E+01,249.007,3.08E+01,261.344,3.08E+01
171,9,4.13E+01,4.11E+01,342.5,2.72E+01,244.998,1.39E+01
174,9,3.59E+01,3.53E+01,97.899,2.71E+01,36.665,9.68E+00
177,9,5.61E+01,5.60E+01,178.97,3.67E+01,170.476,3.60E+01
180,9,6.02E+01,6.01E+01,183.003,4.41E+01,183.003,4.00E+01
0,12,1.09E+02,1.09E+02,63.112,9.55E+01,243.112,4.00E+01
3,12,1.03E+02,1.03E+02,48.677,8.93E+01,228.951,4.00E+01
6,12,9.55E+01,9.53E+01,282.066,8.18E+01,101.518,4.00E+01
9,12,8.88E+01,8.87E+01,206.193,7.50E+01,26.687,4.00E+01
12,12,8.84E+01,8.82E+01,87.029,7.47E+01,267.418,4.00E+01
15,12,8.28E+01,8.27E+01,310.066,6.91E+01,128.411,4.00E+01
18,12,7.72E+01,7.71E+01,217.009,6.30E+01,38.198,4.00E+01
21,12,7.88E+01,7.86E+01,92.034,6.52E+01,273.059,4.00E+01
24,12,7.55E+01,7.53E+01,303.876,6.20E+01,120.948,3.95E+01
27,12,6.86E+01,6.84E+01,196.438,5.37E+01,14.397,4.00E+01
30,12,7.18E+01,7.16E+01,84.721,5.83E+01,267.197,4.00E+01
33,12,7.05E+01,7.03E+01,291.438,5.75E+01,107.682,3.70E+01
36,12,6.33E+01,6.32E+01,164.726,4.86E+01,332.899,2.86E+01
39,12,6.59E+01,6.57E+01,67.529,5.25E+01,252.639,3.46E+01
42,12,6.68E+01,6.65E+01,274.758,5.42E+01,91.037,3.66E+01
45,12,6.10E+01,6.08E+01,140.176,4.70E+01,302.331,2.44E+01
48,12,6.21E+01,6.19E+01,47.617,4.87E+01,234.143,3.25E+01
51,12,6.35E+01,6.32E+01,258.724,5.16E+01,73.327,3.27E+01
54,12,5.86E+01,5.84E+01,124.493,4.51E+01,281.806,2.19E+01
57,12,5.97E+01,5.94E+01,26.501,4.68E+01,213.403,3.15E+01
60,12,6.07E+01,6.04E+01,242.12,4.97E+01,53.4,2.78E+01
63,12,5.66E+01,5.64E+01,116.633,4.27E+01,271.737,2.15E+01
66,12,5.84E+01,5.80E+01,8.793,4.69E+01,193.881,3.28E+01
69,12,5.81E+01,5.77E+01,229.426,4.80E+01,34.008,2.20E+01
72,12,5.53E+01,5.51E+01,116.023,4.07E+01,287.806,3.16E+01
75,12,5.69E+01,5.64E+01,355.409,4.76E+01,175.839,4.00E+01
78,12,5.51E+01,5.47E+01,227.329,4.47E+01,22.383,1.81E+01
81,12,5.43E+01,5.39E+01,114.144,4.37E+01,309.071,2.27E+01
84,12,5.40E+01,5.31E+01,350.34,4.64E+01,159.786,2.31E+01
87,12,5.20E+01,5.18E+01,230.669,3.88E+01,57.893,3.14E+01
90,12,5.12E+01,5.00E+01,108.308,4.51E+01,304.344,1.84E+01
93,12,4.94E+01,4.91E+01,350.567,3.73E+01,159.861,2.70E+01
96,12,4.83E+01,4.73E+01,211.5,4.15E+01,95.009,7.35E+00
99,12,4.56E+01,4.52E+01,103.762,3.51E+01,272.372,2.49E+01
102,12,4.78E+01,4.76E+01,318.674,3.51E+01,269.729,1.52E+01
105,12,4.25E+01,4.19E+01,208.152,3.37E+01,1.775,1.63E+01
108,12,4.78E+01,4.76E+01,84.872,3.41E+01,130.617,1.66E+01
111,12,4.02E+01,3.65E+01,312.573,3.79E+01,113.444,1.56E+01
114,12,4.56E+01,4.50E+01,217.713,3.65E+01,307.963,8.47E+00
117,12,4.20E+01,3.80E+01,342.763,3.99E+01,258.929,2.13E+00
120,12,4.23E+01,4.19E+01,314.799,3.12E+01,103.632,1.70E+01
123,12,4.55E+01,4.48E+01,115.182,3.71E+01,52.056,8.98E+00
126,12,4.70E+01,4.69E+01,73.49,2.98E+01,122.698,1.96E+01
129,12,4.12E+01,4.09E+01,267.414,2.78E+01,125.567,1.76E+01
132,12,4.65E+01,4.61E+01,226.78,3.60E+01,278.889,1.25E+01
135,12,4.23E+01,4.03E+01,276.907,3.81E+01,240.412,9.96E+00
138,12,4.22E+01,4.21E+01,279.685,2.17E+01,94.712,4.00E+01
141,12,4.12E+01,4.04E+01,88.119,3.35E+01,23.885,8.18E+00
144,12,4.91E+01,4.90E+01,57.869,3.11E+01,84.721,2.49E+01
147,12,4.47E+01,4.39E+01,52.522,3.70E+01,71.351,1.82E+01
150,12,4.00E+01,3.95E+01,96.559,3.02E+01,21.232,9.71E+00
153,12,3.30E+01,2.80E+01,133.657,3.14E+01,209.823,4.06E+00
156,12,4.62E+01,4.61E+01,226.295,2.90E+01,187.941,2.13E+01
159,12,4.82E+01,4.81E+01,214.604,3.34E+01,234.247,2.44E+01
162,12,4.78E+01,4.73E+01,226.5,3.87E+01,223.992,3.69E+01
165,12,5.11E+01,5.10E+01,238.507,3.44E+01,239.819,4.00E+01
168,12,4.81E+01,4.80E+01,250.821,3.33E+01,263.241,2.83E+01
171,12,4.19E+01,4.16E+01,342.375,2.96E+01,248.095,1.20E+01
174,12,3.65E+01,3.56E+01,104.707,2.93E+01,38.832,7.52E+00
177,12,5.60E+01,5.59E+01,178.957,3.92E+01,170.487,3.35E+01
180,12,6.02E+01,6.00E+01,183.003,4.66E+01,183.003,4.00E+01
0,15,1.09E+02,1.09E+02,63.112,9.74E+01,243.112,4.00E+01
3,15,1.03E+02,1.03E+02,48.698,9.12E+01,228.972,4.00E+01
6,15,9.55E+01,9.52E+01,281.877,8.37E+01,101.328,4.00E+01
9,15,8.88E+01,8.85E+01,206.409,7.68E+01,26.909,4.00E+01
12,15,8.84E+01,8.81E+01,86.667,7.66E+01,267.061,4.00E+01
15,15,8.27E+01,8.24E+01,309.58,7.10E+01,127.906,4.00E+01
18,15,7.72E+01,7.69E+01,216.928,6.49E+01,38.142,4.00E+01
21,15,7.88E+01,7.85E+01,91.668,6.72E+01,272.73,4.00E+01
24,15,7.56E+01,7.52E+01,303.638,6.40E+01,120.763,3.79E+01
27,15,6.87E+01,6.85E+01,196.292,5.58E+01,14.324,4.00E+01
30,15,7.18E+01,7.15E+01,84.593,6.03E+01,267.059,3.92E+01
33,15,7.06E+01,7.03E+01,291.705,5.94E+01,107.928,3.52E+01
36,15,6.34E+01,6.32E+01,165.972,5.06E+01,334.281,2.69E+01
39,15,6.60E+01,6.57E+01,68.888,5.45E+01,253.625,3.35E+01
42,15,6.66E+01,6.62E+01,275.593,5.60E+01,91.567,3.41E+01
45,15,6.08E+01,6.05E+01,139.231,4.88E+01,301.443,2.26E+01
48,15,6.21E+01,6.18E+01,47.196,5.06E+01,233.899,3.05E+01
51,15,6.35E+01,6.31E+01,259.036,5.35E+01,73.573,3.09E+01
54,15,5.86E+01,5.83E+01,124.673,4.70E+01,281.948,2.01E+01
57,15,5.97E+01,5.93E+01,26.861,4.87E+01,213.736,2.98E+01
60,15,6.08E+01,6.03E+01,242.04,5.16E+01,53.303,2.61E+01
63,15,5.65E+01,5.63E+01,116.719,4.46E+01,271.93,1.97E+01
66,15,5.84E+01,5.79E+01,8.947,4.88E+01,193.977,3.13E+01
69,15,5.83E+01,5.76E+01,229.482,4.99E+01,33.957,2.04E+01
72,15,5.52E+01,5.50E+01,116.373,4.26E+01,288.41,3.00E+01
75,15,5.71E+01,5.63E+01,355.474,4.95E+01,175.671,4.00E+01
78,15,5.52E+01,5.45E+01,227.63,4.66E+01,22.853,1.66E+01
81,15,5.44E+01,5.38E+01,114.457,4.56E+01,309.115,2.13E+01
84,15,5.43E+01,5.30E+01,350.606,4.83E+01,160.178,2.20E+01
87,15,5.20E+01,5.17E+01,231.055,4.07E+01,58.463,2.94E+01
90,15,5.17E+01,4.98E+01,108.654,4.70E+01,304.866,1.74E+01
93,15,4.94E+01,4.90E+01,350.958,3.91E+01,160.337,2.54E+01
96,15,4.87E+01,4.72E+01,211.938,4.34E+01,95.637,5.73E+00
99,15,4.56E+01,4.50E+01,104.256,3.69E+01,271.942,2.28E+01
102,15,4.77E+01,4.74E+01,318.899,3.68E+01,270.464,1.34E+01
105,15,4.26E+01,4.17E+01,208.008,3.56E+01,1.142,1.46E+01
